"Bi209Di", "Ce140Di", "Cs133Di", "Dy161Di", "Dy162Di", "Dy163Di", "Dy164Di", "Er166Di", "Er167Di", "Er168Di", "Er170Di", "Eu151Di", "Eu153Di", "Gd155Di", "Gd156Di", "Gd157Di", "Gd158Di", "Gd160Di", "Ho165Di", "I127Di", "In115Di", "Ir191Di", "Ir193Di", "La138Di", "La139Di", "Lu175Di", "Lu176Di", "Nd142Di", "Nd143Di", "Nd144Di", "Nd145Di", "Nd146Di", "Nd148Di", "Nd150Di", "Pm147Di", "Pr141Di", "Pt195Di", "Pt198Di", "Sm149Di", "Sm152Di", "Sm154Di", "Tb159Di", "Tm169Di", "Xe131Di", "Yb171Di", "Yb172Di", "Yb173Di", "Yb174Di"
0,0,0,5.08388,3.42299,275.162,8.98172,1.41231,2.33946,0.595299,61.4298,0,0,0,1.81635,11.8442,0,1.69313,52.8161,0,5.37749,3.12163,1.51374,12.3771,0,32.3224,30.9521,0,0,38.1115,14.4733,1.20016,0,0,0,351.152,9.01014,4.45901,5.96999,7.52221,0,0,9.5713,0.121766,0,0,0,1.09749
12.7815,0,0,0.002673,1.43958,25.2604,0,0.451862,0,1.47014,0,0,0,0,0.060583,0,0,0.361783,52.5744,3.79412,0,2.28162,5.19692,9.19199,0.615722,0,24.8533,1.77731,0,5.19744,0,0,0,0,0,19.5781,8.12373,7.37908,9.91793,0,0,0,0,0,0,0,0,2.28159
3.71548,0,0,0,0,18.5144,1.75767,0,0,0,0,0,0,0,0,0.384303,0,0,14.157,0,0,1.54782,1.73831,7.45616,0,0,39.0053,0.302536,0,3.81467,0,0,0,0,0,47.7943,4.25546,0,0.642877,0.258663,0,0,0,0,0.592288,0,0,0
0,0,0,3.36185,1.82734,44.7805,0,0,0.478618,3.25562,164.127,0,0,0.384221,0,26.6615,0,0.462584,8.8642,1.66422,4.70951,2.02569,0.901663,21.9526,0.379346,13.2542,1.71062,0.530629,0,23.9902,0.599292,54.1924,0,0,0.259761,809.035,0,1.1235,0,4.63363,0,0,2.46145,0,0,0,0,69.7567
0,0,0,4.99724,0,33.1718,0,0,0,0,0,0,0,0.226959,0,10.3472,0,0,0,0,0,2.1626,2.7811,25.509,0,0,172.043,1.13319,0,10.4883,0.32013,0,0,0,0,322.996,0.262715,2.94301,35.6416,0,0,14.9052,46.4293,0,0,0,1.21074,0
1.08072,0,0,0,1.19074,28.0808,0.622518,0.217899,0,0,0,0,0,0,2.1016,2.54998,0.45766,0,1.63592,0.141904,2.05742,1.29747,2.56604,9.35033,0,0.826794,3.88057,3.26988,0.035137,0.538512,0,0,0,0.830895,0,46.4357,5.88237,1.27927,25.57,0,0.36035,0,2.63292,0,0,1.34496,0,69.4658
0,1.3434,0.069053,0.047102,3.38029,80.4671,0,0.371893,0,0.64499,40.3869,0,0,0,0,2.48561,0,1.82832,54.8881,0,5.31353,2.1207,0.421571,15.3053,0,0.104496,0,0,0,6.66097,6.39978,0.535592,0,0,0,143.79,1.44739,0,0,1.1613,0,0,7.96075,0,0,0,0,0
0.503524,0,0,0.963887,0,17.5108,0,0.478584,0.224135,0,0,0,0,0,0,0.775921,0,0,170.792,0,0,1.62115,2.54263,2.41101,0.201484,0,29.2753,0.971419,0.021438,1.40351,0,0,0,0,0,50.7413,7.28533,2.7846,11.9058,0,0,0,1.88408,0,0,0,0,4.8609
0,0,0,0.025333,0,34.0938,1.76581,0,0,0,0,0,0,0,0,5.53844,3.59825,0,3.87549,1.65219,0,1.5757,0.462022,8.61528,0,0,0,30.4703,2.01849,1.59892,0,0,0,0,0,104.604,8.94797,0.596349,0.488426,0,0,0,1.77569,0,0.853867,0,0,37.8554
4.2172,1.11869,0,4.74799,0.285045,218.078,5.93174,2.11513,0,3.31848,35.6337,0,0,0,0.98381,9.79833,0.700004,0,4.3202,0,0,1.9132,3.14913,28.3507,0,0,12.3443,0,1.4991,15.5256,0,3.21656,0,0,0,224.364,1.2399,0,0,6.6715,0,1.19259,0.867001,1.19551,0,0,0.165135,1.44985
1.47442,0,0,1.51209,0,3.28776,0,4.03958,0,0,0,0,0,0,0,1.87247,1.67288,0,0,0,2.42939,2.67932,1.69622,12.1276,0,0,4.42693,0,0,9.09394,0,0,0,0,0,13.561,4.95087,4.58589,11.8953,0,0,0,0,0,0,0,0,0
4.56488,0,0,0,0,14.2876,0.545252,0,0,0,0,0,0,0,0,2.42757,0,2.11469,448.761,2.80589,0,1.7912,4.8238,12.6794,0,0,26.009,0,0.972339,1.00794,0,0,0,0,0,40.4248,6.23754,0.008371,0,0,0.7632,0,0,0,0,0,0,0
10.0626,0,0,0,0,12.271,0,0,0,0,0,0,0,0,0,1.8744,0,0,193.534,0.593548,0,4.37888,5.86686,5.54865,0,0,52.3417,2.27764,0.827774,2.91214,0.202182,0,0,0,0.123592,50.9443,2.82447,1.32081,1.75717,0,0,0,1.04266,3.95678,0,0,0,2.12769
0,0,0,0,2.11414,9.12694,0.642282,0,0,0.23589,1.25902,0,0,0,0,11.3066,0,0.861221,0,0,7.8687,1.39389,7.24573,8.13634,0,3.89545,0,0.857347,0,0.44111,0,9.06242,1.33807,0,0,183.075,0,1.84153,17.0007,6.6897,0,0,0.648257,0,0,0,0,0
0,0,0,3.85383,2.14,133.617,0,3.77937,0,0,10.4316,0,0,0.844224,0.705107,2.65137,0,0.5348,0,0,0,1.35454,1.8171,2.50689,0,7.51376,14.8906,0,0.471553,20.8948,2.77048,0,2.21465,0,0,80.3829,3.6024,0.857146,22.6897,3.39717,0,0,3.29917,0,0,0,0,1.49297
0.343258,0,0,0,0,0.30241,0,0,0,0,0.411851,0,0,0,0,5.58704,0,0,0,0,0,1.83179,1.96078,12.3482,0,0.673807,0,16.9085,0,0.100844,0,0,0,0,0,213.049,1.22966,2.65683,0,6.31477,0,0,0,0,0,0,0,0
0.531897,0,0,0.642779,0,26.747,0,0,0,0,1.31325,0,0,0,0,5.96664,0,0.766566,11.5558,4.69717,11.1447,4.81633,3.37638,21.7515,0,4.52467,2.09179,0,0.325148,6.4877,13.6721,0.306297,0,0,0,128.241,9.18559,3.70621,2.30227,3.7988,0,0,0.870708,2.40529,0.282136,0,0,2.64862
0,0,0,0.700149,0,16.4121,0,0,0,0.585152,87.6607,0,0,1.82747,0,7.4838,0,2.78973,16.1195,0.56686,3.51339,2.33201,1.04759,14.0498,0,0,8.96375,0,0,5.59117,0,3.19429,0,0,0.649963,227.583,8.06671,4.01801,0,5.35755,0,0,1.07929,0.94474,0.002524,0,0,1.57373
0.628999,0,0,0.517464,0.704094,43.5318,0.717393,0,0,0.240791,39.3469,0,0,1.72289,0,6.46402,0,0,14.6736,0.993218,7.11616,2.9013,2.06508,5.40922,0,6.26625,0,0,0.739565,4.1719,8.81456,1.96928,0,0,0,182.904,0,5.51855,6.9687,4.27962,0,0,10.3664,0,0,0,0,0
30.1965,0,0,0,0,2.49527,0,0,0,0,0,0,0,0,0,0,0,0,36.3942,1.70626,0,1.72373,1.27526,82.4153,1.93467,0,3.84554,6.78647,1.67868,2.53293,0,0,0,0,0,13.104,4.41678,0.932006,0,0.143697,0,0,0,0.073593,0,0.336141,0,0
7.63259,0,0,3.5894,0,14.2302,0,0,0,0,0,0,0,0,0,8.01698,0,0,530.252,0.153987,0.011815,1.35545,5.45077,2.63016,0,0.96661,23.1997,0,0,0,0,0,0,0.967674,0,35.2163,6.72228,0,8.29478,0,1.91589,0,0.853424,0,0,0,0,0
4.97575,0,0,7.41421,5.43532,134.461,0,0,0,0,0,0,0,0,10.2165,4.21891,0.349456,2.00896,14.6527,0,13.4617,2.35012,3.37039,11.3572,0.514043,0.54172,3.23619,0,0,5.97539,1.3895,0,1.7547,5.24967,0,48.2097,5.01711,0.592488,149.744,2.09004,0,107.993,5.96621,0,0,0.452348,0,114.274
0,0,0,0,0.369371,47.0051,4.16548,0,0,0.921468,3.02012,0,0,0,0,3.14255,0,0.426311,0,2.54469,0.096424,2.83797,6.59954,10.1245,0,9.60544,4.90259,0,0,15.7472,2.30381,0,0,0,0.123272,134.947,7.55861,6.88874,27.066,8.0495,0,0,1.16991,0.273254,0,0,0,0
0,0,0,0.377936,0,65.3631,0.470606,0,0,0,0.989542,0,0.597353,0,0,4.61566,4.9624,0,0,0,1.26535,1.71795,2.03643,11.7207,0,0,3.22871,26.8046,0.025897,11.9825,0,0,0,4.3215,0,129.091,2.27438,1.34045,15.3498,0.445405,0,0,0,0,0,0,0,27.6799
5.23127,0,0,0,0,7.25472,2.39617,3.74406,1.17027,1.58139,0,0,0,0,0,0,0,0,1602.44,0,0,2.01522,0.647026,11.1124,0,0,0.13523,0,0,1.38245,0,0,0,3.80688,0,24.287,5.60697,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.56458,0,9.22281,0,0,0,1.55638,0,0,0,0,5.05268,3.20551,0,0,26.5004,3.86119,0.055652,2.29649,1.34101,2.56197,0,0,27.7753,0.819259,0,7.62398,0,0,0,0,0,30.3807,2.15527,1.96383,10.986,1.11835,0,11.6942,1.45155,0,0,0,0,18.4972
0,0.249494,0,0,0,10.4178,0.562891,0,0,0,0,0,0,0,0.206097,10.2835,0,0,0,0.905794,4.66834,1.69346,8.48613,12.9814,0,0,120.096,0,0,2.12622,0,0.103245,38.3111,0.102728,0,163.69,5.21247,0,2.04192,0,0,4.71742,7.66561,0,0,0,0,0
1.40155,0,0,1.11737,0.254615,6.2699,0,0,0,0.511474,0,0,0,0,0,0,1.56291,0.17939,31.2473,0,1.32004,5.57533,9.23282,24.6477,0,0,18.0067,0,0,0.60841,0,0,0,0,0,33.42,6.47712,2.69061,10.9319,0,0,0.861521,0,0,0,0,0,7.69274
7.79302,0,0,4.14039,0.775425,29.0029,0.249521,0,0,0,0,0,0,0,0,0,0,1.21747,78.7996,0,3.76602,6.29319,5.72506,8.01591,0,0,25.9865,1.63846,0,0.418511,0,0,0.032245,0,0,29.5072,2.16363,0.316808,3.39738,0,0,0.708101,0.640009,0,0,0,0,3.21229
0,0,0,0.116541,0.955017,18.2435,0,0.60543,0.855639,0,53.7725,0,0.177641,0,0,14.177,0,0,3.78944,0,4.94361,2.51184,1.97303,7.18398,0,2.02415,0,3.24823,0,1.24537,0,16.3142,0,0.48078,0,370.189,9.14762,3.63185,0.166357,28.2971,0,0.378221,2.60629,0,0,0,0,3.15181
0,0,0,0,0.674142,5.34203,0,0,0,0,0,0,0,0,0,0,0,0,54.6006,0,0,1.83272,0.794713,2.45868,0,0,7.90475,0,0.828799,0.521963,0,0,0.949071,0,0.373296,29.6493,4.61147,1.32904,13.1296,0,0,0,0,0,0,0,0,0.650119
0,0,0,0.361343,0.925319,64.9576,0,0,0,0,1.04839,0,0,0,0,11.5485,0,2.93319,1.47022,0,8.51052,2.79685,2.9177,7.78562,0,1.87285,207.104,1.32978,0,28.8721,0.436434,1.01667,25.1611,0.713774,0,338.301,4.40322,5.86753,47.1526,22.6583,1.64613,0,9.01402,0,0,0,0,6.13832
0,0.85721,0,0,0.601631,0,0,0,0,0,0,0,0,0,0,1.51818,1.73475,0,0,0,1.32671,2.33908,0.525241,12.1544,0,0.625824,0,24.7584,0,0,0,0,0,0,0,99.6937,5.05338,0,0,0,0,0,0,0,0,0,0,120.426
4.01924,0,0,8.25954,0.37108,0,0,0,0,0,0,0,0,0,0,13.8896,0,0,0,0,1.82543,2.98005,8.43262,12.1406,0,0,0,0.746898,1.08898,0,0,0.964933,0,0.127769,0,345.032,6.31859,4.21108,3.23727,6.36561,0.529687,0,0.583819,0,0,0,0,1.02636
0,0,0,0,1.06517,9.80422,0,0.531318,0,0.323129,0,0,0,0,0,0,0,0,34.5539,0,0,2.6758,1.69934,2.22948,0,0,6.43942,0,0,1.30564,0,0,0,0,0,10.3126,2.704,0.603814,0,0,0,0,0.428679,0,0,0,0,0.848043
37.6355,0.35307,0,6.12532,0,11.3977,0,0.600406,0,0,0.149877,0,0,0,1.25277,0,2.87419,0,2.47249,0.872813,6.14046,1.8745,3.37764,0,0,0.595077,0,0,0,4.73478,0,0,3.18191,0.8741,0,10.4283,4.89628,1.62739,67.7145,1.93247,0,9.58228,0,0,0,0,0,2.05458
2.33754,0.497606,0,0.825695,0,12.1974,0,0,0,0.256867,0.912525,0,0,0,0,0.16486,0,0,48.1861,0,0,3.01541,1.74087,10.5832,0,1.68929,25.8843,0.880891,0,5.93192,0,0,0,0,0,21.2117,1.27923,0.923415,0.804884,0.805146,0,0,4.2722,0,0,0,0,3.44244
4.79202,0,0,3.99938,0,29.2658,0,1.30729,0,0,0,0,0,0,0,0,0,0,129.382,1.84731,0.2133,1.81547,0.448781,22.0695,0,0,47.8701,1.89604,0.907759,6.55399,0,0,0,0,0.252323,14.292,7.14548,4.46555,23.5357,0,0.619421,0,0,0,0.754781,0,0,0
0,7.33186,0.822935,0,0,6.00677,0,0,0,23.6148,0,77.1902,667.376,0.891976,0,1.93349,2.07132,0,0,0,2.52771,1.47714,2.69268,0,0,0,1.83563,5.70115,3.12849,12.4913,5.15947,1.88111,118.589,92.9837,73.2465,11.6954,7.41462,0.083296,196.501,32418.5,84.4205,0,0.616126,5.65703,0,0,0,0
3.71526,0,0,6.99112,1.75396,12.6835,0,0.474503,0,0,0,0,0,0.660084,2.34247,2.6878,0,0,0.389523,0,0,5.30894,6.66793,18.3339,0,0,0,23.6668,0.405186,1.13388,0,0,0,0,0.439098,136.29,0,0,10.0709,0.97509,0,2.51641,0,0,0,0,0,8.20704
15.6357,0,0,0,0,21.1457,0.739873,0,0,0.3873,0,0,0,0,0,0,1.47447,0.920651,81.1842,0.083475,1.30542,2.70987,1.66011,3.43638,0.310341,0,17.2868,9.80892,0,1.69965,0,0,0,0,0,28.3439,0,1.57812,22.3736,0,0,0,1.92144,0,0,0,0,0
0,0,0,0,0,30.0649,0.776349,0,0,0,0,0,0,0,0,0.271514,0,0,0,0,0,3.90925,1.80908,9.50318,0,0,1.49614,0,0,0,0,0.25746,0,0,0,15.8041,1.70344,0,1.76803,0,0,0,0,0.916941,0,0,0,0
25.5903,0,0,0,0,5.3175,0.17819,0,0,0,0,0,0,0.588779,0,0,0,0,30.5746,1.58696,0.746925,3.17616,3.19795,6.75819,0,0,4.28494,0,0,0,0,0,0,0,0,19.6139,0,0,1.9302,0,0,0,2.56575,0.990126,0,0,0,2.08056
21.8472,0,0,2.20026,0,32.0601,0,0,0,0.944736,33.6362,0,0,0,0,6.85813,0,0,32.923,1.50372,8.30057,2.14143,0.445778,11.257,0,9.85589,66.9383,0.884498,0,18.8922,29.0077,1.75294,5.38152,0,0,177.821,0.522049,1.8908,3.61282,26.4392,0,3.93392,34.1571,0,0,0,0,0
23.3329,0,0,0,0.824987,41.0608,1.6049,0,0,0,26.6705,0,0,0,0,2.14358,0,1.75798,1.2889,0,1.48333,1.6029,2.99561,8.736,0,15.5245,2.78538,0.825607,0.790994,28.6779,6.69048,0,1.9727,0,0,106.726,1.5612,1.92514,25.6695,7.18877,0,6.95804,0.478819,2.13959,0,0,0,0
2.02459,0,0,1.73844,0,101.113,5.94828,0,0.265246,0.409947,0.588482,0,0,0.816479,0.893982,0,0.923551,3.45824,1.55083,19.6635,0,3.54222,2.06896,12.6237,0,2.86708,4.81474,1.58509,0.057605,12.8854,0,0,0,0,0,66.1707,1.55656,3.69952,0,1.65124,0,1.72456,0,1.76082,0,0,0,0
9.49541,0.047498,0,2.62089,0,8.84621,0,0.444821,0.913197,0.964824,0,0,0,0,1.17786,0.502463,0.740743,0.631995,209.076,0.738394,0,1.56713,3.05438,6.35332,0.328,0.431255,33.0782,11.2288,0,3.39055,0,0,3.7511,0,0.916202,55.8792,0,0,3.70396,0,0.422745,1.98602,9.78222,0,0.398328,0,0,0.326885
10.168,0.622313,0,2.09233,2.77564,19.7975,0.616329,0,0,0,0,0,0.369694,0,0,5.94442,1.41787,0,107.475,0,0.280642,3.64352,4.79708,17.3392,0.438809,0.766289,10.5377,31.3691,0,2.23016,0,1.00103,0.821199,0,0,180.087,8.18504,1.22797,36.7831,0,0.217717,0,1.59678,0,0,1.39815,0,14.2904
0,1.30517,0,2.73129,0.884009,86.1785,0.778951,1.15287,0.50792,0,27.3393,3.33187,2.60803,0.299973,0.802625,11.4073,0.687647,0,17.4875,0,1.36813,2.81241,2.69724,6.04859,0,3.34298,4.09284,0.010853,0,17.956,23.7093,0.790565,0,0,0,168.326,9.81218,0.463956,0,2.93263,0.161254,0.943364,5.13873,1.86079,0,0,0,0.597403
0,0,0,10.5427,0.543459,53.5333,0.071308,0,0,0,24.5869,0,0,1.75532,0,5.04115,0,1.54508,18.3371,0,3.02361,1.56251,0.681043,10.7818,0,6.67879,4.43909,0.461721,0.096259,15.6157,0.347529,18.9425,0,0,0.380838,241.374,1.89467,0,0,8.64663,1.03235,0,0,0,0,0,0,2.37342
5.75351,0,0,1.44388,0,51.2847,1.47488,0.295671,0,0,16.562,0,0,0,0.47384,11.4942,0,2.1784,27.9757,0,5.32198,1.22323,2.18601,15.3629,0,1.0503,1.13399,0.384136,0.515207,12.7843,4.73502,0,0.330142,1.82984,1.37197,149.53,4.0082,1.42446,66.5509,12.6136,0,0,10.9265,0,0,0,0,0
9.92526,1.53908,0,1.8609,0,20.3568,4.53412,0,0,0,0,0,0,0,0.159593,0,0,0,271.278,0,0,1.64204,2.9382,8.62635,1.25165,1.99518,6.36484,1.45166,0,5.93423,0,0,0,0,0,15.4476,6.91085,2.31043,15.5639,0,0.594259,0,0,0,0,0,0,2.98574
1.93348,0,0,4.9087,0.849312,54.6858,3.83604,0.886615,0,0.031164,13.6413,0.434633,0,0,0.027314,5.44072,1.22663,4.27422,22.7743,0,0.390408,4.74735,6.78123,17.8968,0,0,72.4081,0,0,5.43609,9.12852,0,0.841386,0,0,131.155,7.2627,0.88538,7.66638,7.34214,0,0.581459,26.5157,0.177655,0,0,0,0
0,0,0,0,0.042103,33.7503,0,0.941061,0,0.79612,69.4734,0,0,0,0,12.887,0,0.642659,15.7004,0,6.57429,1.37228,1.38527,23.3528,0,2.27915,24.881,0.070179,0.660514,10.8216,0,17.747,0,0,0.973158,317.675,4.58529,0,0.263476,12.6003,0,0,1.95951,0,0,0,0,0.810997
0.266399,0,0,1.77157,1.48744,18.1679,0,0.364076,0,0,67.8476,0.001253,0,0.823756,0,8.08118,0,1.84954,0.073326,0,11.2609,4.28191,1.3168,46.4456,1.91638,3.47985,55.9311,1.70325,1.07652,39.1648,1.05469,52.0395,0,0,0,386.833,5.25056,1.29778,0,16.2575,0,0,2.05155,0,0,0,0.276366,0
0,0.739648,0,0.20642,2.29563,0,0.298909,0,0,0.414023,14.0043,0,0,1.64565,0,22.3245,0,0.159681,0.332753,0,3.01555,5.18603,4.36201,24.6935,0,0,45.8301,2.38784,0.052076,18.5874,0.227771,1.35427,0.580164,0,0.877473,449.844,4.95492,4.81894,18.034,8.31323,0,1.22274,0,0,0,0,0,0
0,0,0,0.399958,0.196726,18.5917,2.00923,0.555974,0.759685,0,15.2242,0,0,0,0,10.6412,0,1.85775,1.08554,0.742627,9.80121,2.33062,3.03275,13.0074,0.357808,5.74097,1.7108,0,0,12.8498,0.725718,11.336,0.846552,0,0,252.424,1.55197,0.489364,0,11.2181,0,0,2.43205,4.06393,0,0,0,0.437068
98.9642,1.06556,0,7.09688,18.2525,53.9125,9.38911,5.89783,0.353236,1.70053,4.1163,0,0,0,26.2249,6.56431,9.71933,5.33241,5.26056,0.1304,0,4.5825,5.80635,15.5092,0,17.1759,13.4332,1.63512,1.93678,11.7175,1.34464,0.763076,1.54731,0,0.618458,228.603,0.47684,4.22296,0,60.8341,2.7312,80.6515,13.6393,0.224445,0,0,0,6.67055
4.84203,0,0,0,0,0,0,0,0,0,0,0,0,0.678825,0,9.35391,0,0,0,0.662219,0,1.37184,1.32872,17.1716,0,0,0.61125,0,0,0,0,0,0.579876,0,0,304.898,0,0,0,0.211926,0,0,0,1.17236,0,0,0,0
0,0,0,2.31945,0.785645,33.6051,0.436448,0,0,0,50.628,0.585124,0,0,5.91926,1.49252,0,0,50.7911,0,2.05535,1.36701,2.99995,3.36154,0,25.3307,0.575015,2.99886,0,7.44643,47.7888,2.69657,0,0.53942,0,169.239,0,0,0,12.5744,0,0,12.9398,2.02607,0,0,0,2.02969
1.43796,0.896552,0,0,0,4.2061,0,0,0,0,0,0,0,0,0,0,0,0,11.8737,0,0,1.33398,1.22403,5.83937,0,0,55.8735,1.55561,0,0,0,0,0,0,0,23.1689,0.527677,1.20355,7.26057,0,2.22786,0,0,0,0,0,0,0
11.2477,0,0,0,0,13.1655,1.49912,0.777842,0,0.416937,0,0,0,0,0,0,0,0,222.965,0,0,1.84826,4.40884,34.3167,0,0,14.0131,0.018257,0.474217,1.28952,0,0,0,0,0,35.0122,6.68702,0.411509,24.2118,0,0,0,1.05385,0,0,0,0,0
10.3446,0.972958,0,3.00441,3.5977,127.714,5.07317,2.28648,0.094002,0.906552,17.607,0,0,0,0,8.29385,0.787015,3.00187,0.496838,0.209369,9.34163,2.73435,0.75484,13.4863,0,3.49755,12.5345,0,1.77171,5.28355,0.455829,11.5519,1.4789,0,0,177.399,0.940995,1.17844,6.98353,0.383558,0,2.75532,0,0,0,0,0,5.92265
54.2364,0,0,1.20413,0,18.6267,1.70495,3.25958,0,0,13.8878,0,0,0,0.878438,5.43168,0,0.644892,73.8463,0,11.0733,2.66297,1.01524,9.56941,0,2.32998,3.01295,0,0,31.0473,20.3305,0,0,0,0,149.209,0,0,12.9804,12.7905,0,5.712,37.1263,0,0.26345,0,0,1.90299
7.61393,1.6356,0,0,1.23958,37.0688,0.9811,1.35574,0.637914,0.673143,1.68526,0,0,0,0,0.009972,0,0,903.814,0.250242,0.323298,3.28438,1.25672,36.6799,0,0,66.9265,0,0,7.19256,0,0,0,0.262699,0,27.8039,0,5.02594,12.4689,1.82768,0.077905,0,2.95378,0,0,0.285888,0,2.31213
0,0,0.991842,0.650814,0.328713,17.4548,3.99213,3.40428,0,0.746401,27.5706,0,0,0,0.152319,13.5417,0,0,0,0,4.19916,3.16912,4.49797,20.9479,0,0,1.83647,0,0,6.29427,0,10.0081,0,0,0,284.721,9.10429,3.14608,83.901,0.603073,0,0,0,0,0,0,0,0.016491
2.65032,1.96014,0,1.6341,0,11.4752,0,0,0,0,0.253438,0,1.07646,0,0,0.501172,0,0,160.643,0,0,2.53167,6.17219,7.75934,0,0,32.8196,0,0,0,0,0,0.643281,3.64851,0.023038,67.7908,6.93112,2.83251,4.33931,0,0,0,0.559514,0.7819,0,0,0,0
1.90516,0,0,4.76762,1.94242,87.2824,0,0.432053,0.353295,0,0,0,0,0,2.22533,11.7557,1.9379,0,66.9389,0.7436,0,5.0704,19.5543,13.6149,0,0.426069,314.637,0.093408,0,12.0899,0,0,0,0,0,120.794,9.45597,0.643809,21.6124,0,0,3.70197,0.937679,0,0,0,0,7.1069
3.08186,0,0,0.875521,0.130711,47.1804,0,2.29587,0.733428,0,3.21385,0,0,0,2.7462,6.19849,0.717159,0,14.9478,0,16.2011,4.74523,5.80179,22.2292,0,0,0.886253,0.670355,0,14.5741,37.7429,0,1.47847,1.97184,1.44166,237.067,2.92114,2.28368,7.48816,1.04238,1.76336,5.65454,13.2445,0,0,0,0,4.78686
0,0,0,3.51382,0.583767,9.55137,0.570736,1.19903,0,0.422507,26.7719,0,0,0,0.141443,9.65952,0,0,0,0.583621,5.0567,1.20866,4.65773,7.93478,0,0.501925,27.6771,2.38516,1.00214,1.10637,0,30.2453,0,0,0,306.98,0,0,0,3.93839,0,0,0,1.66389,0,0,0,2.93245
0,1.30545,0,6.33753,3.20837,140.634,0.79938,2.66344,0,0,13.8519,0,0,0,0,1.55254,0,0,31.9335,0,3.59297,5.21735,0.48996,13.7949,0,0,10.1457,0,1.70083,11.6735,9.09929,0,0,7.37059,0,108.677,7.42866,6.35916,60.615,9.72096,0,0,19.6416,0.820952,0,0,0,0
0,0,0,0,3.70278,15.3643,0,0,0,0,13.0321,0,0,1.44761,0,3.34606,0,0,7.50247,0,4.57266,3.00295,2.2848,13.3245,0.217593,10.3351,5.30347,0,0,1.96702,0,7.15108,0.266051,0,0,183.367,4.17793,0.487046,0,4.37655,0,0,4.39334,0,0,0,0,6.69681
5.3996,0,0,4.48286,1.06937,63.772,0,3.98608,0,0,0,0,0,0,0,0,0,0,128.48,0,1.79346,1.88069,1.89341,18.4793,0,0,33.0694,0,0,6.50721,0.251439,0,0,1.51424,0,27.4315,6.54977,3.68646,48.2233,2.995,0,4.54,0.649156,0,0,0,0,0.201288
7.04173,0,0,2.45976,0,25.7732,0,1.03549,0,0,0,0,0,0,0,0,0,0.793855,10.7603,0,0,2.26963,2.416,8.4613,0,0,10.4306,0,0,0.498733,0,0,0,0.110028,0,27.6197,9.29222,2.93541,9.25568,0,0,0,0,1.89397,0,0,0,0
0,0,0,4.73231,7.79508,306.276,5.69297,0.152636,0,0,0,0,0.586501,1.64151,0,2.13956,0,0,0.410769,0,0,2.1698,0.927727,22.0725,0,0,0.128258,0,1.85779,36.4079,0,0,0,3.17985,0,216.481,6.84715,2.18379,32.6026,0.083897,0,2.87953,0,0,0,0,0,5.37398
5.77507,0,0,3.38479,2.2678,92.5943,0,1.42806,0,0,0.595186,0,0,0,0.025065,0,1.17333,0,0.6452,0.708296,0,1.44415,0.324044,6.34718,0,0,2.92066,0.522736,0.686611,8.42009,0,0,2.05521,0,0,9.99923,9.0877,0,18.1676,0.209537,0,0,0,0.230065,0,0,0,0
12.8225,0.37173,0,5.47535,0,53.5982,0,0,0,0,0,0,0.421525,0,0.865396,2.7904,0,0,503.475,0,0,3.28155,2.37206,20.6345,0,0,45.4906,0.035083,0,7.0139,0,0,0,0.413285,0,20.9291,9.32317,0.093203,0.52217,0,1.93164,0,2.11059,0,0.788962,0,0.87407,0
17.9622,1.28174,0,4.05794,0.606754,77.8727,3.84344,0.446516,0.838293,0.820677,0,0.580492,0,0,0,0,0,0.538353,1346.44,1.92318,0,7.52169,3.43856,86.8469,1.77674,0,186.965,16.558,1.36478,22.1351,1.64492,0,0.277754,0,0.09594,16.1857,5.98341,0,5.13609,1.45908,0,0,1.56799,1.35306,1.87434,2.88912,0,2.14328
48.8201,0,0,3.00725,1.80687,32.728,0,1.05866,0,1.58301,0.644145,0,0,0,2.05531,0,0,0,1373.05,0.736572,0,6.22642,11.8767,4.46225,0,0.009744,10.24,21.8134,0,17.8674,0,0,0,0,0.317395,17.0551,2.52885,0,20.3759,0.592897,0,0,10.5816,0.376838,0,1.02548,0,0
5.72658,0,0,4.006,0,28.1926,0.310288,0,0,0,0,0,0,0,0.742326,5.76906,0,0.992661,0,0,1.35542,3.92674,0.868667,19.9867,0,1.31006,3.62926,0,0,0,0,0,0,0.397393,0,212.691,7.02923,5.89263,21.4462,20.9609,0,0.250855,0,0,0,0,0,4.47802
5.94898,0,0,0,0.426687,28.8321,6.49018,2.33071,0.202695,1.28798,0,0,0.598366,0,0.732686,2.72168,0,0,1830.59,0.845418,0,4.06846,7.16456,16.7474,0,2.12586,9.39261,2.32151,0,7.9078,0,0,0,0,0.158559,67.737,0.650047,6.93628,23.9139,0,0,2.94283,0,0,0,0,0,0.502933
0,0,0,6.80833,1.93319,124.666,2.82671,0.453115,0,0,0.524113,0,0,0,0.638457,0,0,0,198.939,0.4828,1.8258,3.33619,3.72313,29.0248,0,0,71.7557,0,0,10.0224,0.338425,0,0,0,0,10.5993,8.85373,4.68991,17.2288,2.50277,0,0,0,0,0,0,0,1.11421
2.23968,0,0,0,0.483161,18.0366,2.08666,0,0,0,8.12938,0,0,0,0,8.17491,0,0,32.057,1.37747,2.37384,2.8642,2.53192,17.9304,0,0,0,0,0,8.25774,8.58511,0,0.786999,0,0,150.68,6.44918,1.62229,0,12.0786,0,1.018,18.2327,0,0,0,0.594431,5.96069
