"Bi209Di", "Ce140Di", "Cs133Di", "Dy161Di", "Dy162Di", "Dy163Di", "Dy164Di", "Er166Di", "Er167Di", "Er168Di", "Er170Di", "Eu151Di", "Eu153Di", "Gd155Di", "Gd156Di", "Gd157Di", "Gd158Di", "Gd160Di", "Ho165Di", "I127Di", "In115Di", "Ir191Di", "Ir193Di", "La138Di", "La139Di", "Lu175Di", "Lu176Di", "Nd142Di", "Nd143Di", "Nd144Di", "Nd145Di", "Nd146Di", "Nd148Di", "Nd150Di", "Pm147Di", "Pr141Di", "Pt195Di", "Pt198Di", "Sm149Di", "Sm152Di", "Sm154Di", "Tb159Di", "Tm169Di", "Xe131Di", "Yb171Di", "Yb172Di", "Yb173Di", "Yb174Di"
16.6692,0,0,0,0,10.0318,0,0,0,0.817393,0,0.634834,0,0,0.260565,0,0.040975,0,155.46,0,0,4.09012,5.82093,17.4943,0,0,17.6522,4.16773,0,0.469348,0,0,0,2.40372,0,55.8236,11.2887,2.25754,188.85,0.905872,0.706757,0,0.123224,0,0,0.807923,0,1.6741
16.556,0,0,40.9515,0,332.6,11.849,0.8071,0,43.3881,0.629776,0,0,0,68.9721,3.89085,50.6511,9.52531,2.78511,0.127162,0.531008,7.65717,35.2129,21.7243,0,2.56213,28.3788,0.300562,14.9774,31.8906,11.9868,0,0.432549,0,0,163.891,31.1068,9.47732,7.50632,13.3186,0,408.499,1.1207,0,0,0.09935,1.99877,358.393
0,0,0,18.8059,5.42806,539.09,15.4302,1.49006,0,0,0,0,0,0,0,0,0,0.470695,0,0,1.84404,3.55293,23.3868,8.97107,0,0,12.5945,7.35197,1.90206,70.8466,0,0.20066,0.300539,0.28945,0,12.5553,23.3033,7.53224,24.4738,2.26739,0.308666,0,1.52296,0,0,0,0,25.5186
5.61638,0,0,33.7349,3.06708,69.1757,0,1.03779,0,1.83181,0,0,0,0,4.04935,0.531977,0,2.67318,0.990946,0,0.891221,13.3958,37.7684,22.1349,0,0,3.32409,0,0.424311,4.16387,0,0,0,0.724513,0,32.7459,21.2436,7.43578,63.9491,2.20295,0.36007,14.8664,0.778251,0,0,0,2.3079,159.865
3.17077,0,0,0,0,3.17748,0,0,0,0,0,0,0,0,0,1.47145,0,0,16.6906,0.535677,0,1.6202,2.51025,50.4558,0,0,50.5751,0.991289,0,1.15715,0,0,0.870612,0,0,26.5804,6.10212,0,18.2403,0,0,0,0,0.586665,0,0,0,0.405764
1.98275,0,0,2.14086,0,101.583,0.032901,0,0,0,0,0,0,0,0,0.250454,3.54328,0,0,0,2.03311,1.26883,1.81871,0,0,1.3568,0,0,1.60229,1.82425,0.245036,0,0,0,0,35.0644,2.17939,6.40767,2.58153,0.190975,0.944411,118.102,0,0,0,0,0,38.0744
0.016511,0,0,0.121754,0,4.85646,0,0.743612,0,0,18.4761,0,0,0,0,2.34521,0,0,0.612551,0.456783,6.06003,4.53918,8.06352,7.93794,0,0.869803,0.513493,1.15547,0,0,10.3936,0,0,2.36817,0,141.952,0.683541,0.223085,49.1157,9.15762,0,0,0,0,0,0,0,0.516547
0.88691,0,0,0,0,11.9127,0,1.39671,0.345588,0,0,0,0,0,0,0,0,0.719856,44.6427,0,0,1.46849,1.50654,3.76819,0,0,20.448,0,0,0,0,0,0,1.9305,0,15.0397,14.0462,9.63712,61.725,0.286938,0.231117,0,0,0,0,0,0,2.71866
1.10805,0.455598,0,39.2971,0.569186,2.92627,0,0,0,0,0,0,0,0,58.0416,3.80395,17.2471,0,1.45446,6.5631,0,10.473,24.3378,10.4081,0,0,2.83642,0,0,0,21.651,0,0,0,0,31.3534,8.1305,0,0,0,0,86.9887,0.143656,0,0,0.095919,0,181.751
1.32019,0,0,1.45079,0,14.8923,0,1.25258,0,0.381365,0,0,0,0,0,2.5885,0,0,10.0051,0,0,1.64895,9.34243,8.27693,0,0,9.63473,5.84604,0,0.992094,0,0,1.02213,0.376729,0,77.3021,6.85556,2.93061,85.649,0.833664,0.45804,0,0,0,0,0,0,1.1383
0,0,0,0,2.35407,125.25,3.00022,2.70125,0,0,39.8411,0,0,0,0,5.3081,0,0,0,0,5.38377,5.93964,6.29481,8.15393,0,4.15075,2.04131,0,4.32888,20.1847,11.7372,1.70921,0.319681,0,0,81.9473,12.6046,3.1436,11.0813,8.98739,0.669212,0,5.17046,0,0,0,0,0
26.0973,0,0,0.962014,0,9.111,0,0,0.026675,1.63233,0,0,0,0,0,3.2206,3.11947,0,156.51,0,0,1.42798,1.29297,79.5632,1.75706,2.37444,62.5732,12.1036,0,10.5872,0.361638,0,1.04791,15.5946,3.38922,127.089,14.2231,0.35928,528.732,5.84477,2.06569,0,2.16388,0.573148,0.130515,0,0,4.34506
0,0,0,1.29869,5.44885,164.876,5.31179,0,0,0.629511,0,0,0,0,0,0,0.96928,0,1.43945,0.433221,0,5.7808,16.7099,1.97664,0,0.345527,0,0,0,7.04309,0,0,0.570498,0,1.94552,13.2155,17.3062,6.21948,59.1247,0.054984,2.85594,0,0.688112,0,0,0,0,29.7727
10.1776,0,0,13.878,3.13231,68.3017,5.54615,1.91561,0,1.32445,0,0,0,0,0.170285,4.64415,5.28538,2.87796,0,1.97401,0,1.52455,0.535297,1.37785,0,0.968059,0,0,2.1598,0,0,1.70521,0.576215,0.67623,1.28185,35.9176,9.27369,0,7.1258,0,0,60.4234,0,0,0,0,0,62.8951
11.6195,0,0,6.16733,0,0.255283,0,0,0,0,0,0,0,0,0,0,1.38165,1.34995,0,0,0,1.26307,1.77808,0,0,0,2.9584,0,5.42956,0,0.505377,0,0,0,0,13.1683,2.46607,0,13.8466,1.34341,0,52.2974,0,0,0,0,0,10.879
0.092741,0,0,0,0,10.5552,0.910385,7.04157,0,0,0,0,0,0,0,0,0,1.38226,0,0,0,1.97433,1.31736,0,0.53321,0.849542,1.79672,0,0,2.7848,0,0,0,0,0,26.4072,0,0,3.41692,0.039432,0,20.7937,0,0.29665,0,0,0.96952,29.9212
2.98285,0.660585,0,0.818047,0.497041,50.4473,0,0,0,0,0,0,0,0,0,0,0,2.1352,0,0,0.068303,2.23013,5.15159,0.029001,0,0,14.9297,0,0,0.923747,0,0,0,0.869483,0,18.8278,19.3351,3.83402,23.6142,0,0,0,0,0.034355,0,0,0,0
7.4243,0,0.214871,28.3285,0,22.506,0,1.12355,0,4.18504,0.318563,0,0,0,1.30215,0,1.76944,1.01961,5.56608,0,0.852845,1.97961,0.581878,1.65156,0,0,4.46559,0,6.48641,0,2.70019,0,0.030584,0,0,19.8914,9.80276,7.41154,9.07391,0,0.154791,0,0,3.78335,0,0,0.794855,117.376
11.9384,2.15063,0,0,0,0.474384,0,0,0,0,0,0,0,0,0,6.78581,0,0,18.6712,0.78032,0,6.69232,19.0384,51.7577,0,0,61.4183,2.99445,0,9.42869,0,0.542113,0,1.48811,0.122265,159.237,26.018,16.683,95.1436,0.310613,0.729649,0.51427,0,0.895787,0,0,0,1.81971
19.7261,0,0,17.4188,2.80542,95.805,1.47157,59.3394,0.451948,3.95356,0,0,0,0,13.3358,7.24298,16.6199,10.439,0,0,2.96805,2.96765,2.43758,0,0,0.706451,5.0046,3.77374,4.0478,4.24028,1.45548,0,0,0,0,39.8441,3.69437,8.10005,31.5661,3.51956,0,90.7989,0.156929,0.960317,1.3902,0,0.641431,102.349
0,1.90906,0,4.99577,1.37677,234.593,3.17902,0.36766,0,0,0,0,0,0,0,0,0,0,0.279621,0.380379,0,4.01609,9.58867,9.67108,0,0,1.39292,0,0,41.2628,0.618564,0,0,2.96404,0,20.0297,5.23975,1.12905,81.7302,0.141133,2.34391,2.18092,0.530014,0,0,0,0,28.9309
7.45997,0,0,14.6442,1.45759,40.9551,0,1.40363,0,1.28045,0,0,0,0,4.69069,1.93009,6.95798,2.78989,0,0,0,2.57861,0.775269,2.71138,0,0.439361,4.97818,0,3.56372,4.41418,0,0,0,0,0,25.8977,9.63605,1.77556,7.28531,3.01762,0,62.8401,0.879485,1.6083,0,0,0,82.3346
14.3225,0,0,8.64456,0,45.802,0,0,1.15957,0,0.327413,1.25585,0,0,0,3.37433,0,0,28.9753,0,0.177586,6.28384,7.76385,4.36773,0,0,15.6977,1.62791,0.108011,2.16981,0,0,0,2.8035,0,17.2693,12.9554,7.61183,9.78871,0,0.608731,0,8.0016,0,0,0,0,0
0,0,0,6.78402,2.99811,15.0988,0.856319,3.37775,0,0,14.498,0,0,0,0,7.72561,0,0,12.1597,0,3.57881,5.73141,6.04478,16.8964,0,2.57399,0.112491,0,0,7.09869,0,6.83796,0,0,0,125.709,20.7651,2.89698,16.4873,0,0,1.08177,0,0.506763,0,0,0,0.610932
0.897808,0,0,0.664358,0,29.2875,1.14922,0,0,0.887546,20.1868,0,0,0.981817,0.343404,9.10354,2.53591,2.16909,3.23936,2.05961,6.527,15.1816,21.5664,15.0501,0,3.62068,1.49783,0.31286,0,14.874,1.00584,3.46414,1.40028,0,0,256.7,14.994,0,4.73553,2.40068,0,0,0,0.688828,0,0,0,0
11.6402,0,0,29.2304,8.41454,215.442,9.5113,2.58353,0,0.177937,0,0,0,0,11.8346,2.34071,13.5017,3.52515,0.843937,1.41231,2.40508,3.6221,7.45754,1.63811,0.543715,2.98751,9.15569,0,7.75702,27.1421,1.4604,0,0,0,0,73.7616,4.085,0,1.83777,0,0.3676,105.661,2.82541,0,0,0,0.866066,168.221
10.391,0,0,5.04618,4.09123,183.746,1.38434,4.85059,0,3.08449,0,0,0,0,4.13776,0,12.6503,0.462223,2.13423,0.319067,1.44129,4.53671,1.14341,0.491469,0,0,6.8006,0,2.49477,4.18232,0,0,0,0,0,32.9955,11.2102,3.08552,8.55908,0.433465,0,59.9458,0,0,0,0.599998,1.27387,8.21598
0,0,0,0,0,6.28402,0,0,0,0.065541,0,0,0,0,0,0,0,0,1.88098,0,0,5.56444,3.92579,0.336431,0,0,2.78062,0,0,0,0,0,0,0.447514,0,15.7117,16.7132,5.90769,16.3822,41.0106,0,0,0,0,0,0,0,2.91755
7.86694,1.17916,0,2.22137,2.91959,169.95,2.80839,0.837051,1.27971,1.46748,21.1743,0,0,0,0.726613,0.709516,7.39603,0.367374,17.1363,1.50899,0,1.3295,5.84267,1.08912,0,0,8.72193,0,0.097789,8.58926,1.41921,0,0,0,0,47.3225,11.9049,3.28006,5.55562,1.84388,0,12.8631,1.76227,0,0,0,0,5.04508
2.71372,0,0,0.984801,2.77897,20.9577,0,0,0,0.981819,11.7859,0,0,0.95485,2.12378,11.835,0,0,11.2004,0,5.38299,6.8673,6.56037,17.6109,0,0,0,0.757979,0,15.0436,0,14.052,0.804237,0,0,181.969,0.575201,0,2.1124,0.650945,0.291891,0,0.822433,0,0,0,0,0
0,0,0,0.684502,0,23.409,0.904937,0.873341,0.640401,0.403413,18.9539,0,0,0,0,2.10125,0,0,2.39218,0,0,2.22009,0.446159,1.64494,0,0,0,0,2.74002,0.509633,1.2787,0,0,0,0,24.9471,6.37336,2.34246,13.3665,1.26464,0,0,2.17575,0,0,0,0,0
0,0,0,7.39816,0.756889,84.0297,1.09317,0.04061,0,0,1.50776,0,0,0,0.752924,0,0,0,0,0,0,3.24179,3.9116,4.44248,0,0.024715,16.5716,0,0,4.08065,0.06287,0.28344,0,0,0.199191,13.2689,9.58444,3.42061,11.4243,5.9965,0,0,2.0867,0,0,0,0,0
0,0,0,0,1.45668,43.4745,0,0,0,0,0.675053,0,0,0,3.55151,5.20305,0,0,4.13101,0,0,1.60276,4.77844,0,0,0,1.93676,1.74074,0,3.70831,0,0,0,0,0,15.7514,12.9532,0.731599,19.6578,0,0,0,0,0,0,0,0,9.51045
0,0,0,1.73897,0.774429,48.8654,2.17452,0.714505,0,0,0,0,0,0,0,0,0,0.789822,2.38772,0,0,2.91466,1.57489,12.8537,0,2.65717,0,0,0,1.63237,0,0,0,0.800955,0,10.2658,6.19692,2.88724,15.3143,0,0,0,0,0.56967,0,0,0.953622,13.2509
5.30233,0,0,0.04147,4.13385,222.931,3.08892,0,0,0,0,0,0,0,3.4461,0,0,3.47922,0,0,0,1.99802,4.64123,6.1315,0,0,6.76996,0,0.594625,12.1823,0.017984,0,0,0,0,26.4174,15.7129,4.01182,22.7239,3.77645,0,0,0.182405,0,0,0,0,0
2.33863,1.05939,0,13.7661,13.0292,263.719,1.50877,0.4929,0,0,40.8674,0,0,0,3.04119,0,3.48686,1.17828,33.8936,6.54587,0,12.5681,26.0521,20.8381,0,3.06614,26.9134,0,0.690963,28.7728,1.98361,3.96964,0.92678,0,0,24.6513,26.3219,7.93759,0,3.05712,0,0.069408,3.69921,0.310474,0,0,0,0.277521
18.943,0,0,0,0,5.71404,5.07552,0.426657,0,0.919321,47.0746,0,0,0,0,0,0,0,3.68795,13.0863,1.65484,25.2158,26.9441,20.9653,0,0,13.5256,0,0,12.345,0,12.4237,4.65125,0,0,10.3663,17.6122,3.03137,4.99376,0.214306,0,1.29004,0,0,0,0,0,4.87191
5.63878,0,0,1.68884,0,18.2014,4.68082,3.18937,0,0,11.8707,0,0,0,0,2.5788,2.38206,0,15.0732,160.344,0,32.0642,68.649,36.6947,0,0,57.9987,0.437647,1.9904,4.35953,0.727415,15.144,0.909508,0,0,9.95989,27.3841,3.92674,37.3529,0.322202,0,7.42019,0,0,0,0,0.341875,33.7557
19.2145,1.477,0,37.3973,5.74495,1.39819,0.395853,0,0,30.8575,0,0,0,1.22738,12.2561,9.09232,37.022,32.7863,5.85701,0.240661,1.41251,3.51866,10.2335,12.806,0,3.60395,5.08047,0,13.0079,1.27305,2.72845,0,0,0,0,150.416,8.99259,2.48,13.4448,7.46595,0,244.001,0,1.07097,1.58633,0.600552,6.28701,446.78
0.362505,0,0,3.43234,8.01889,65.3286,2.58653,0.512318,0,0.741402,0,0,0,0,0.585281,0,0.7401,0,6.6644,0,0,6.1445,4.47453,2.36566,0,0,1.09735,0,0,2.09634,0,0,1.67316,0,1.61837,14.3253,17.1234,8.88882,40.5856,0.954947,0,0,0.354987,2.65318,0,0,0,36.8278
0,0.092565,0,0,0,5.89696,0,0,0,0,0,0,0,0,0,0,0,1.93309,0,4.22173,0,47.3088,88.0465,18.0159,0,0,0,0,0,0,0,0,1.2922,0,0,11.8115,16.7326,5.62361,3.81964,2.96995,0,0,0,0,0,0,0,0.976376
9.39078,0,0,4.71525,1.02743,126.735,1.79937,1.3968,0.992758,0,0,0.799037,0,0,0,0,0,0,18.0715,0,0,9.82559,10.8234,4.4194,0,0,6.13824,0.743766,1.09319,1.69702,0,0,0.15722,6.15033,0,13.7594,18.2668,2.85985,214.748,2.54291,0,2.48661,0.198867,0,0,0,0,0.468816
2.59116,0.222873,0,13.8878,0.617565,77.5977,1.89433,8.14208,0,0,0,0,0,0.316215,8.07017,1.42812,8.95998,0.881974,0,0.937684,1.08588,3.51597,3.43071,1.09897,0,0,4.5069,0,4.00465,5.06177,0,0.426269,0,0,0,47.5353,13.4597,2.29486,0,0,0,125.657,0,0,0,0,0,155.159
29.026,0,0,0.575815,1.86718,45.1109,8.17888,0.175824,0,0,0,0,0,1.50662,5.03398,1.0162,106.239,28.3829,0,394.37,0,27.6319,67.8696,48.2342,0.154264,0,1.48361,0,6.47878,3.74152,4.35915,0,0,0.679598,0,13.2261,19.4255,1.01096,22.9426,27.3082,52.8873,404.313,0.953337,0,0,0,0,217.736
9.23012,0.135684,0,0.815904,0.474202,29.811,0.339286,4.17831,0,0,0,0,0.85973,0,1.13383,0,0,0,0,0,0,3.72795,8.97087,7.47391,0,0,9.32589,0,0,0.061487,0,1.3446,0,1.11241,0,21.9369,8.5822,1.68054,56.4154,1.99043,0,8.61147,0,0,0,0,0,7.47428
17.1265,0,0,16.2808,8.25009,519.999,5.05871,9.18573,1.89778,5.92485,0.359551,0.183918,0,0,33.8087,5.59083,29.4142,6.31625,0.902943,3.82668,2.45888,10.2962,19.004,20.2106,0,3.53768,14.0425,0,22.3685,55.1872,2.82601,0,2.59123,2.09354,0,76.5937,18.0657,7.35304,9.30557,16.4835,0,278.924,0.812876,0.759232,0,1.38736,0,239.498
11.2721,0,0,9.67612,2.90825,85.1808,3.09386,0,0,3.39615,0,0,0,0,0.28926,0,0.943152,4.14675,17.7255,2.87752,0,3.57562,12.8798,78.4273,0,0,6.8631,0.663465,0.007198,2.99529,0.153944,0,0,0.639292,0,28.5052,14.6403,5.37691,31.1327,2.65348,0,0.542749,5.24109,0.280213,0,0,0,4.29889
1.59111,0,0,0,0,12.7736,0,0,0.627059,0.145353,1.21868,0,0,0,0,3.02125,0,0,0,0,4.00106,8.95227,12.6078,12.8923,0,0,26.9246,0.523098,0,8.97766,0,10.3622,0,0,0,190.665,0.344808,0.966661,20.4854,4.09682,0,0,0,0,0,0,0,0.572853
0.61452,0.913172,0,1.78338,0,3.86546,0,0,0,0,0,0,0,0,0.083317,4.5003,2.73351,0,0.731356,0,0.26718,3.10469,6.72071,15.9434,0,0.267242,0,32.2736,0.288493,0,0,0,0.376311,0,0,95.4093,12.3824,2.57277,0,0,0,0,7.26241,0,0,0,0,20.1392
4.59476,1.06091,0,3.29571,0,103.053,4.70842,6.37786,0,5.86363,0,0,0,0,1.17493,1.55266,3.01638,1.06287,0,3.11959,0,3.81651,3.05045,0,0,0,4.89553,0.266833,2.41309,4.56998,0.155423,0,1.80292,3.6336,0,43.2218,14.4132,2.48702,82.7182,7.32423,0.825409,65.1482,0,0,0,0,0,57.1942
30.3258,0,0,40.5861,0,134.36,4.35825,2.97057,0,0.090373,0,0,0,0,16.0208,5.453,26.65,6.13713,3.90104,0,1.5303,1.61822,2.55097,2.38423,0,1.6759,3.37371,0,7.02602,8.33656,4.05134,0.496548,0,0,0,105.657,12.4296,2.24683,6.11402,10.8473,0,100.404,0,1.0582,0,0,0.270387,80.8393
0.500747,0,0,0,0.59003,26.8675,0.287565,0,0,0,0.200932,0,0,0,0,0,2.16349,1.22325,0.207214,0.459876,0.38223,3.5575,1.02202,0,0,0,3.30485,0,0,0.158462,0,0,0,0,0,11.3174,6.05886,5.78861,148.294,0.637949,0.071691,0,0,0,0,0,0,1.84917
0,0,0,3.2747,2.24154,215.631,3.03575,0.531519,0,0,5.91062,0,0,0,0,9.67953,0,0,24.6247,3.61133,5.9984,2.78087,6.38328,19.8157,0.213494,0.688241,3.4028,0.594145,0.102737,14.9231,10.0141,0.330584,0,0,0,140.711,16.7483,1.76631,2.24937,0.315898,0.372219,0,0.925149,1.6589,0,0,0,0.876856
0,0,0,0.744873,0,7.46766,0,0,0,0.284398,18.4181,0,0,0,3.4874,3.82619,0,1.35681,11.8691,0,4.07929,3.97778,3.69189,17.8346,0,1.77574,0.838936,0,0,14.6708,0,3.55064,0,0.957206,0,144.98,11.7703,0.291647,5.42049,0.839218,0,0.036569,0,0,0,0,0,0
13.5461,0,0,3.15909,0,49.9323,0,0,0,0,0.729885,0,0,0,0,0,0,0.145415,14.405,0,0,2.37485,1.65213,27.6789,0,0.153022,9.04786,6.38072,0,6.56929,0.856119,0,0,0,0,14.1501,13.7183,0.549296,16.1724,0,0.648261,0.939122,1.39596,1.31853,0,0.060589,0,0
87.9774,0.058552,0,7.66861,0,1.66831,1.03228,1.20217,0,1.85215,0,0,0.998045,0.260117,2.03536,2.90957,3.02308,1.90207,0,1.12369,4.98317,21.8465,44.0363,25.9255,2.53285,0,1.7778,1.66566,11.7848,2.33259,6.1967,0,0,0,0,179.554,18.1472,8.31279,41.0737,2.47787,0,29.6968,0.068752,0,0,0,0,47.8462
0.392993,0,0,0.414714,2.26268,90.4329,5.05231,0,0,0,0,0,0,0,1.88483,0,0,0,5.90092,1.83155,0,1.92499,1.65766,5.34516,0,0,4.71057,0,0,0.659981,0,0,0.053709,0,0,15.3815,13.9145,3.67879,14.3584,1.2649,0,0,0,1.07643,0,0,0,0
0.961212,0,0,0,2.25915,9.57013,0.095683,0,0,1.42448,12.648,0,0,0,0,0,0,0.467359,4.62553,0,1.41062,1.28805,0.979034,1.99442,0,2.21014,0,0,0,1.46666,0,3.26256,0.562725,0,0,41.3386,0,0,0,0,0.44344,0,1.20323,0,0,0,0,1.95326
6.07029,0,0,0,2.30031,27.4146,0,0,0,0,0.913641,0,0,0,0.324706,2.05042,1.67299,0.380093,28.3009,0,0,3.5014,3.77967,25.5074,0,0,22.3706,0,0,3.29149,0,0,1.17152,9.95694,5.33289,54.6756,15.4499,0.868806,709.416,5.33132,0.62655,0,0,1.19061,0,0,0,0
5.79545,0,0,27.5412,4.31417,114.402,2.80174,0.781217,0,1.26462,0.330043,0,0,0,0,0,1.26427,3.05665,270.761,0.073275,0,3.09485,8.07789,13.8531,0,0.977827,15.3294,0.216861,0,6.3205,0,0,2.38816,2.62088,0,16.4074,10.8458,0.609762,70.6389,11.3454,0.401563,0,0,0,0,0.45439,0,12.5407
0,0,0,3.06413,0.508319,147.337,2.8126,0,0,0,18.7859,0.952886,1.52717,1.20096,0.497738,2.1995,0,0,3.40478,0.052954,4.16756,2.99732,8.8122,12.2367,0,2.95325,3.66548,0,1.25966,11.6297,7.09488,0,0,1.78622,0,104.776,1.64591,1.93911,6.1985,1.75552,0,0.982112,0,0,0,0,0,0
0,0.539806,0,1.47084,0,54.9563,0.926832,0,0,0,0,0,0,0,0,0,0,0.480271,0,0,0,2.81058,0.925401,0.800048,0,0,4.38313,0,0,4.18859,0,0,0.61861,0.106028,0,13.8992,12.7525,1.31245,14.9343,3.57012,0.381974,0.394136,0,0,0,0,0,0.596125
17.728,0,0,8.81409,1.24588,28.34,6.20734,2.24834,0,1.20859,0,0.029066,0,0,2.13335,5.19391,6.37718,3.05241,75.21,0,4.6335,3.89622,3.29677,9.3909,0,0.639156,8.91872,3.59746,4.78416,5.46451,0.069402,0,10.817,1.59185,0,55.3051,12.0207,4.45776,99.3282,0.36945,0,58.0676,6.14548,0.812996,1.1031,0,0,13.2642
0,0.561219,0,2.50649,3.16926,17.3096,1.52664,0,0,0.919444,12.7495,0,0,0.856694,2.0637,5.45965,0,0,3.06883,0,0.317298,12.2536,12.6978,7.26933,0,3.4791,0.464338,0,0.30349,8.59931,0,7.83508,0.746533,1.05957,0,156.739,15.8224,2.9462,35.9883,2.23593,0,0,2.14688,0,0,0,0,0.995485
0,0,0,7.33227,0,37.4503,0,0,0,0,0,0.573323,0,0,1.20574,0.730812,1.75942,0,0,0,0,2.09824,0.517517,0.18697,0.491425,0,6.70111,0,2.67548,8.00914,0,0,0,1.64967,0,29.3741,1.97526,1.9037,7.16746,3.79464,0,34.4937,0,0,0,0,0,35.7618
4.34072,0,0,6.37492,5.91902,435.907,9.77405,2.09751,0,0,0,0,0,0.85021,0,6.46931,0.941337,3.40293,0,0,0,4.97905,6.61183,2.20402,0,0,7.92326,0,2.78571,71.4631,0.219968,0.58742,0,0,0.518988,212.831,14.2583,11.5167,56.7592,28.5433,0.602129,0,1.06557,0,0,0.525103,0,1.36211
2.70748,0,0,8.92058,0,95.3026,0.049088,1.49156,0,2.40272,0,0,0,0,3.69338,0,6.53474,2.50987,0.921894,0,0,1.88003,2.70369,2.73726,0,0,6.16749,0,1.32868,0.580711,0.375155,0,0.117968,0,0,16.402,9.48805,5.05645,10.082,4.09894,0.548239,53.8741,0,0,0,0,0,40.851
0,0,0,0.790869,1.70926,113.35,2.80828,1.69601,0,0,0,0,0,0,2.6007,2.03817,0,0,0,0,0,1.51813,0.664314,5.34569,0,0,1.99661,0.639569,0.562779,16.2504,0,0.806743,1.46172,0,0,14.6494,0,1.70793,7.63988,0,0,0,1.13332,0,0,0,0,6.05012
1.14887,0.061747,0,0,0.741087,222.921,0.080756,0,0.705296,0,0,0,0,0,1.70327,19.3016,0.274394,0,0,0,0,1.59927,5.86259,2.69772,0,0,0,0,1.31328,36.1656,0,0.767756,0,0.803406,0.110086,384.781,2.75395,0,0,0,0,4.75464,0,0,0,0.189883,0,10.6054
5.99242,0.129967,0,11.1408,0,3.74887,0,0,0.205363,0,0,1196.58,1507.39,0.695911,0.218918,1.47815,4.42442,0.928555,0,2.34751,0,1.97984,0.545825,0,0,0,0.68225,0,9.23543,0,0.331586,0,0,0,0.256178,47.4095,6.33967,0,12.6267,5.5285,1.80824,26.8974,1.47181,0,0,0,0,14.2018
1.67621,4.01193,0.24398,5.62909,3.4701,546.249,5.65253,0.432925,0,0,0.766269,0,0,1.112,0,37.6057,0,1.83705,5.87076,0,1.18164,11.1789,27.843,24.3405,0,0.949504,8.63933,2.43684,1.02878,120.479,5.46912,0,2.84532,2.465,1.96882,1089.82,31.52,2.46326,41.3533,8.49281,0,1.53356,0,3.12862,0,0,1.00754,32.9248
3.10819,0,0,0,2.05235,2.00723,0,0,0,0,0.569821,0,0,0,0,0,0.517322,0,7.02061,0.263164,0,1.72577,0.733912,12.158,0,0,6.45604,0,0,0,0,0,0,0,0,13.2965,0.423772,0,10.1076,0,0,0,3.5296,0.881126,0,0,0,0
2.85434,0,0,0,0,1.0829,1.82739,0,3.39377,0,0,0,0,0,0,2.65473,0,1.86704,29.1463,0.993957,0,7.90855,13.3196,108.232,0,0,11.4281,1.65534,1.28334,0,0.154065,0,2.0743,9.89237,0.438609,29.1492,22.2715,6.7649,208.371,0.722432,0.654738,0,0,0.471999,0,0,0,0
2.85654,0,0,4.38167,0,6.76338,0.202826,0,0,0.801594,25.0545,0,0,0,1.79754,4.01557,0,0,0.890266,1.75018,7.71467,1.23422,10.3084,23.1766,0,0.474327,26.6617,0,0,8.12094,0,5.66094,0,0,3.29872,189.844,2.99136,0,4.06809,6.84023,0.971716,0.666693,0.991283,3.7546,0,0,0,1.70299
0,0,0,0,0,3.28577,0.500283,0,0,0,0,0,0,0,0,0,0,0,1.98096,0.244061,0,1.33007,0.51572,31.7279,0,0.416123,29.5909,0.1711,0,3.70539,0,0.877403,0,0.442241,0,10.8821,7.55326,2.9689,15.8477,0,0,0,0,0,0,0,0,8.13361
0,0,0,3.58223,1.58942,93.1632,2.80268,1.21845,0,0,0,0,0,0,0,0,0,0.530194,0.202128,0,0,2.76398,7.0471,2.33685,0,0,1.54374,0.35284,0,9.15614,0.252394,0,0,0.824484,0,23.1199,11.1283,1.73398,19.9659,0,0,0,1.78773,0,0,0,0,0
5.7037,0,0,36.2065,0.917722,45.5215,0,2.00614,0,0,2.53458,0,0,0,1.4786,1.57237,36.7586,2.53816,21.5342,0,0,2.93168,1.54196,4.78177,0,1.34041,0.992774,0,3.7811,0.012748,5.11562,0.443691,0,0,0,41.7293,8.88395,1.64372,4.48895,0,0,49.1982,0,0,0,0,0,25.0189
0.948374,0,0,3.06029,9.99062,501.651,7.33077,0,0,2.38603,0.04236,0,0,0,1.73226,0.749041,0.271584,0.249844,1.16565,0,0,5.30242,11.5247,1.27415,0,0,13.081,4.04343,0,23.5402,0,0,0,1.00867,0,23.6207,8.10727,0.745432,47.3587,0.429075,0.413671,1.79281,0,0,0,0,0,14.5873
0,0,0,5.01137,2.10272,2.97193,0,17.3076,1.29685,1.94407,45.0456,0,0,0,1.7652,2.19694,0,0,16.9066,0,3.45881,17.5076,11.3519,12.859,0,0.789284,2.60256,0,2.90021,14.8954,17.142,0,0.313586,0,0,129.514,22.0656,2.44182,26.4781,9.45637,0,1.37482,0,0,0,0,0,1.74075
1.70793,0,0,2.24772,8.12941,323.698,2.06291,0,0.285243,0,0,0,0,0,1.94439,5.15596,0,4.08424,2.05039,0.371512,0,2.13751,4.65596,0,0,0,1.41655,0,3.62944,34.4628,4.77402,0,0,0,0,60.1658,13.0836,3.07574,35.2832,1.23817,0.953923,0,2.49106,0,0,0,0,10.5208
