"R_670_14-A", "R_780_60-A", "V_450_50-A", "YG_586_15-A", "YG_780_60-A", "B_710_50-A"
605.9,13040,795.5,4813.6,2539.24,16347.6
392.01,2100.94,1025.98,8197.2,883.08,18294.7
105.85,904.47,627.8,5972.12,1921.48,5734.96
142.35,1770.98,389.58,4106.08,3746.16,7026.2
27.74,1624.25,134.16,2941.84,4832.52,3087.12
192.72,3121.48,586.52,3211.12,6837.16,7947.32
721.24,19272,9732.62,46650.6,3039.52,30955.6
96.36,2474.7,457.52,2787.84,5755.2,5128.48
82.49,1884.13,308.74,4125.88,5098.72,5194.6
330.69,2068.82,8386.72,44562.3,2601.72,27809.2
957.03,4755.22,760.24,2940.96,1019.48,52822.3
59.86,2910.51,262.3,3142.04,9970.4,4659.56
111.69,1101.57,1966.82,4669.28,2154.68,5323.04
58.4,1746.16,172.86,2101,4935.92,3274.08
180.31,3271.13,296.7,3099.8,8491.12,11244.2
186.88,1263.63,1175.62,17594.3,1164.24,12375.8
189.07,4519.43,689.72,2654.96,2255.44,4421.68
808.84,20003.5,775.72,7691.64,2298.12,30375.7
228.49,1712.58,2728.78,17331.2,6015.68,16695.7
66.43,1145.37,703.48,2165.24,3155.24,4130.6
134.32,2817.8,226.18,2240.92,7308.84,6786.8
-6.57,1449.78,199.52,2951.08,4384.6,3356.92
113.15,1403.79,217.58,2003.76,4996.64,2749.68
838.04,1817.7,9001.62,62333,2614.92,33506.1
44.53,3274.05,113.52,2344.32,10190,4444.48
1040.98,36612.4,883.22,3507.24,3862.32,24738.8
451.14,1992.9,1078.44,13174.5,837.76,25137.8
213.16,5214.39,2554.2,8276.4,1757.36,7211.64
301.49,2930.95,453.22,2823.48,7770.4,8724.04
90.52,967.98,176.3,1872.64,2982.76,2795.28
51.1,1216.18,168.56,1751.64,2952.4,2413
615.39,14301.4,1411.26,26781.5,2764.96,23505.3
159.14,652.62,1361.38,5279.12,947.76,5248.56
362.08,2260.81,282.08,2780.36,4669.28,21087.7
26.28,525.6,424.84,11642,1486.76,6344.48
82.49,757.74,169.42,2036.32,1817.64,1955.48
176.66,1836.68,423.98,2694.12,3306.16,6755.64
302.22,14193.4,3253.38,4884.44,1744.16,8048.4
1335.17,14858.4,1111.12,2319.24,4722.96,50537.7
146,2690.05,316.48,2981.88,7010.96,8790.92
1125.66,5672.1,19311.3,46579.7,4544.76,45888
54.02,1705.28,104.92,2279.2,5303.32,3625.2
27.74,1852.01,367.22,2283.16,5941.76,3774.16
62.78,1569.5,287.24,2143.68,5546.2,3184.4
170.09,1845.44,377.54,4887.08,1331,9374.6
505.89,20940.1,3907.84,16416.4,3887.4,15415.8
342.37,5841.46,970.94,9094.36,1505.24,11824.8
520.49,6621.1,530.62,2123.88,2308.68,23677
214.62,1249.76,8495.08,27320.9,3177.24,15798.1
127.75,2737.5,215.86,3789.28,7190.48,6250.24
105.85,2178.32,1001.04,3779.6,6067.16,10172.6
65.7,405.88,1747.52,4056.8,1496.44,4116.92
30.66,857.02,310.46,2385.24,2901.36,2986.8
180.31,907.39,11099.2,22931.5,2178.88,12758.1
27.01,1200.12,210.7,2621.52,3845.16,3254.32
100.74,481.8,458.38,6479.44,1803.12,6382.48
53.29,2111.89,127.28,1902.12,6723.64,3227.72
91.25,1946.91,177.16,2154.68,6436.76,6003.24
435.08,4453,6552.34,25937.1,1748.56,18819.1
16.06,2319.94,376.68,6977.52,6479.88,7581.76
98.55,1019.08,547.82,13258.5,2994.2,10241
64.97,1414.74,183.18,1875.28,4020.28,2852.28
137.97,1030.03,230.48,2063.6,3116.08,4966.6
370.11,3950.76,440.32,2275.24,6607.48,14719.7
58.4,665.76,82.56,1720.4,1999.8,1792.84
308.79,3119.29,341.42,2337.28,5253.16,11042.8
267.18,1305.24,516,2406.36,2469.72,5069.96
246.01,1476.06,427.42,2036.32,3181.64,5917.36
62.78,573.78,491.06,2760.56,1192.4,2267.84
170.09,2400.24,271.76,2816.88,4746.72,6330.8
54.02,2181.24,254.56,2413.4,6897.44,4306.92
48.91,1276.04,145.34,2152.48,4217.4,3178.32
384.71,2267.38,1065.54,4979.92,3363.36,18732.5
3325.15,49245.8,977.82,3272.72,6049.56,159864
146.73,2200.95,380.98,2449.04,6658.52,4983.32
121.91,1949.83,185.76,2422.2,2436.72,4671.72
72.27,759.2,146.2,2128.72,1851.08,2180.44
732.92,3756.58,7064.9,31795.7,5732.32,54080.8
37.23,2075.39,356.9,3603.16,6907.12,4346.44
26.28,968.71,165.98,2111.56,2710.84,2283.8
26.28,792.78,153.94,1838.32,2575.76,2199.44
134.32,1476.06,209.84,2709.96,2923.36,6938.04
24.82,575.24,131.58,2192.08,1871.32,2185
340.18,1872.45,1830.94,13574,1741.52,10145.2
140.89,1633.01,393.02,1956.68,4315.96,5140.64
60.59,528.52,219.3,1846.68,1563.76,1499.48
110.96,620.5,1446.52,5840.12,1231.56,4995.48
110.96,580.35,617.48,3371.72,2120.36,3619.88
87.6,1958.59,379.26,3222.56,6151.2,5612.6
164.98,2582.01,317.34,2592.48,8341.08,8145.68
159.87,4870.56,267.46,2167,7200.16,7068.76
594.95,22094.2,8575.06,62085.3,3553,37962.8
1298.67,3240.47,510.84,2420.44,4537.28,13615.4
332.15,3836.15,7439,14118.3,1900.36,19538.1
231.41,2636.03,547.82,2523.84,6531.36,8044.6
129.21,2216.28,241.66,2294.16,4227.96,4506.04
16.06,1798.72,178.02,1931.6,6083.88,3043.8
13.87,1223.48,273.48,2075.48,2874.08,1925.08
263.53,1013.24,2426.92,10451.8,1125.96,10843.7
259.88,1397.22,2358.12,13933.9,1805.32,17315.8
45.99,1641.04,331.96,2148.08,4912.16,5896.84
548.96,4394.6,516,2489.52,4627.92,32411.7
462.82,2658.66,492.78,2181.52,2536.16,19239.4
-30.66,994.26,131.58,1869.56,3780.04,2566.52
48.91,1071.64,161.68,2176.24,4759.92,1634.76
274.48,1105.95,6450,9808.92,1562.44,10291.2
251.85,1840.33,331.1,2504.92,3618.56,4315.28
520.49,15779,23965.6,36982,2599.08,24934.8
426.32,3388.66,3353.14,12747.7,3230.48,22556.8
254.77,1685.57,502.24,2593.36,2887.72,6719.92
1365.83,26115,5335.44,34357.4,5263.72,34765.4
446.03,3149.22,537.5,3092.32,5041.96,13961.2
261.34,2320.67,399.04,2282.28,3324.64,6218.32
43.8,1076.75,239.94,1796.08,3541.56,2505.72
288.35,2848.46,666.5,3881.68,8700.56,6832.4
146.73,3084.98,7999.72,14581.2,1888.92,10988.1
70.08,1122.74,11413.9,27815,1549.24,14827.6
81.76,635.1,156.52,1810.6,1993.2,2354.48
157.68,1422.04,271.76,1822.48,3043.04,5330.64
37.96,557.72,7242.92,8855.44,2246.64,6456.96
249.66,1813.32,452.36,2869.24,3019.28,6013.88
119.72,1664.4,404.2,2517.68,3600.52,5994.88
838.77,27630.5,4608.74,9127.8,2873.64,22249
58.4,1238.81,235.64,2071.96,3395.92,2881.16
40.88,554.8,102.34,2092.2,2022.68,1782.96
36.5,651.89,1652.06,11418.9,2336.4,10136.1
98.55,1409.63,669.94,4136.44,4650.36,3568.96
47.45,1323.49,227.04,3050.08,3821.4,4200.52
30.66,1080.4,294.12,1869.12,3333.88,2644.04
97.09,889.14,1953.92,13015.2,2743.4,11290.6
80.3,1270.2,202.1,2350.92,3681.04,4038.64
255.5,2035.24,496.22,4293.08,4459.4,7603.8
75.92,556.26,344.86,3953.4,1169.52,3868.4
244.55,4566.88,277.78,3192.64,5314.32,10228.8
348.94,4273.42,1380.3,5574.8,9966,16493.5
40.88,1227.13,507.4,10470.2,4249.52,9187.64
270.83,3446.33,681.98,3068.56,6503.2,13220.2
194.18,2222.12,2340.92,34443.2,5672.92,25099
103.66,1249.76,149.64,2207.48,3768.16,3596.32
182.5,2617.78,767.98,9935.2,1665.4,6951.72
133.59,908.12,579.64,2970.88,2603.48,5788.16
106.58,1630.82,1697.64,9442.84,4640.24,9917.24
207.32,2357.17,187.48,2578.4,5151.52,9018.92
405.15,4375.62,473,2818.2,8051.12,14224.2
535.09,2112.62,1535.96,14708.8,1051.6,14518.3
75.19,2234.53,337.98,2134.44,4774.88,6264.68
139.43,1777.55,3467.52,13625.5,5615.72,14660.4
178.12,2444.77,183.18,1931.16,4517.04,8230.8
256.23,1273.12,1394.06,4019.84,1087.68,6575.52
-7.3,673.79,197.8,3207.6,1731.84,2525.48
90.52,1069.45,261.44,1761.76,1908.28,3088.64
274.48,2037.43,7064.04,7655.56,2551.56,15313.2
166.44,1003.02,345.72,2241.8,2629.88,11162.9
302.95,1544.68,3872.58,13026.2,905.96,15123.2
304.41,6117.4,358.62,2684.44,6950.68,11051.2
102.2,2168.83,250.26,2271.28,5034.48,6531.44
116.07,3950.03,395.6,2867.04,10185.1,6374.88
44.53,2062.25,180.6,2537.04,3488.32,3235.32
137.24,2417.76,277.78,2122.12,6127.88,6055.68
31.39,1478.98,406.78,3162.72,5353.04,3587.2
228.49,1891.43,412.8,4161.08,3728.56,9023.48
186.88,1240.27,1619.38,12716,4228.84,9650.48
389.09,15875.3,3789.16,12760,2272.16,14184.6
92.71,1861.5,199.52,3490.52,5533,4075.12
186.88,1352.69,294.98,2640.44,3423.64,3575.04
90.52,1552.71,142.76,2118.16,3518.68,3486.12
385.44,4249.33,595.98,3393.72,5448.08,16358.2
290.54,3984.34,574.48,3431.56,12484.1,11460
973.82,28656.2,8348.88,46266,4879.16,47523.6
224.84,2963.8,282.08,2319.24,5469.2,10762.4
435.08,2489.3,1038.02,8958.84,822.36,19474.2
119.72,1091.35,165.98,1748.12,2258.08,7391.76
399.31,13606.5,999.32,2336.4,1454.2,11357.4
162.79,3031.69,637.26,2595.12,6728.92,7804.44
186.88,804.46,2862.08,8272.44,685.96,5013.72
118.99,662.84,1661.52,17849.9,1233.76,14082.8
267.18,1106.68,11152.5,18357.2,3197.48,16079.3
127.02,669.41,776.58,5619.68,855.8,6299.64
625.61,1679.73,636.4,8003.16,942.04,13964.2
164.25,1922.82,5646.76,17270,4370.52,15206.8
-9.49,549.69,145.34,1777.16,1254,1808.8
29.93,570.86,173.72,1866.48,1353.44,2465.44
154.76,2623.62,403.34,2493.04,5721.32,4422.44
187.61,748.25,4404.92,13198.7,808.72,7684.36
634.37,4549.36,16727,84740.5,6162.64,42604.1
72.27,1864.42,236.5,2543.2,5513.64,5139.12
119.72,2926.57,215,2374.24,6734.64,5210.56
183.96,870.16,14583,18744.4,2059.2,10817.1
-3.65,1503.8,289.82,1818.52,4929.32,3306
81.76,1231.51,693.16,3151.72,3614.6,3829.64
14.6,952.65,251.98,1755.16,2966.48,2360.56
92.71,658.46,124.7,2324.08,2463.56,2479.88
58.4,1614.03,288.1,2101,5216.64,2422.88
20.44,3090.09,173.72,2119.92,9713,4948.36
159.14,1817.7,6444.84,22549.1,4006.2,18373
924.91,28839.4,495.36,3139.84,4590.96,33535.8
191.99,3912.8,331.96,2619.76,9858.64,12071.1
110.96,949.73,277.78,2043.36,3368.64,7844.72
290.54,965.06,4346.44,13167.9,2180.64,16869
289.08,1517.67,4871.04,15935,4625.28,16329.4
579.62,1977.57,509.12,8032.64,1578.28,11791.4
101.47,1322.76,221.02,1839.64,4305.4,4185.32
89.79,1557.09,189.2,1954.04,5342.48,3862.32
225.57,3236.09,2727.92,6858.72,940.72,5867.96
171.55,3082.06,314.76,4027.76,2071.52,9167.88
72.27,1024.92,186.62,1924.56,2969.12,2707.88
359.89,2347.68,3463.22,9533.92,5684.8,20141.5
292,2301.69,2964.42,14806.4,1817.2,21241.2
668.68,5777.95,402.48,5821.64,3422.76,24713.7
785.48,32945.6,619.2,2837.56,3312.76,20268.4
108.04,1429.34,476.44,2626.36,3896.2,4651.96
545.31,6083.82,15136,43474.2,3931.84,29019.8
153.3,1107.41,9797.98,11768.2,2588.52,13172.3
502.24,30507.4,516,2334.2,9557.68,11583.9
36.5,1424.23,249.4,4240.72,4956.16,3435.96
161.33,721.24,196.08,2115.52,1982.2,3070.4
28.47,866.51,159.1,3297.8,2724.04,2423.64
592.03,11014.2,1198.84,3824.48,1430.44,14863.3
308.06,2884.96,2289.32,33664.4,2801.48,21486
178.12,2209.71,3878.6,22538.1,3062.84,14628.5
87.6,2049.84,371.52,2315.72,7413.56,4391.28
615.39,4050.77,779.16,6443.36,961.84,21034.5
53.29,1247.57,202.1,2344.76,4390.32,3093.2
110.23,529.98,2032.18,15587.4,1654.4,8204.96
75.92,1731.56,313.9,2024.44,2269.52,3666.24
25.55,1504.53,3512.24,8972.04,2877.6,6802.76
23.36,1927.2,87.72,2313.52,6366.36,3815.96
80.3,1289.91,120.4,2746.92,3943.72,2741.32
654.81,4258.82,6793.14,27145.4,7282,29184.8
630.72,26620.2,1423.3,21464.1,2959.88,22756.7
84.68,1158.51,2124.2,9676.92,2112.88,9730.28
239.44,2380.53,6014.84,12517.1,1366.2,13588
100.74,926.37,122.98,2794.88,3210.24,2286.84
127.02,647.51,3761.64,11576,1685.64,9971.96
568.67,11818,13450.4,41114,5066.6,24828.4
413.18,4553.74,299.28,2930.4,5991.04,29380.8
111.69,1831.57,288.1,2144.12,4069.56,3690.56
537.28,8847.6,620.06,3605.36,1281.28,21422.1
115.34,1551.98,185.76,2510.2,4686.88,3571.24
277.4,3761.69,272.62,2625.04,6455.68,16406.9
887.68,19781.5,2519.8,10619.8,2430.56,30054.2
68.62,1700.17,319.92,2102.32,4399.56,3459.52
582.54,5921.03,727.56,3523.08,5065.72,25125.6
41.61,1505.99,250.26,1924.56,4810.52,3067.36
43.07,2398.78,396.46,3612.4,7757.64,3546.92
251.85,6632.05,555.56,2841.52,6797.56,8589.52
233.6,4972.76,601.14,4127.2,13776.8,12233.7
1073.1,22436.6,976.96,4312.44,2584.12,42076.6
146,1505.26,328.52,2354.88,2206.16,6690.28
252.58,3293.76,281.22,2793.12,5592.84,14307
117.53,2720.71,289.82,2284.92,7458.44,4546.32
201.48,2135.98,339.7,3135,5154.16,8376.72
205.86,1734.48,6739.82,24443.8,4517.04,19614.1
45.99,1258.52,106.64,1770.12,3964.4,3480.8
234.33,2006.04,6284.88,35486.9,5102.24,22154.8
327.77,3284.27,475.58,2545.84,839.96,20487.3
99.28,2722.17,155.66,3424.96,1291.4,3913.24
500.05,5131.9,3375.5,13367.2,1239.04,20373.3
223.38,2665.23,4198.52,21368.6,5818.56,16144.7
213.89,2988.62,261.44,2608.76,8182.68,6428.84
213.16,1792.15,4150.36,14719.3,3793.68,19589.8
203.67,2257.16,579.64,2685.76,6108.96,6600.6
257.69,2855.76,350.02,2817.32,7484.4,9221.84
40.88,2768.16,189.2,2313.96,6705.16,3692.08
315.36,3285,304.44,3231.36,7638.4,9384.48
55.48,739.49,402.48,3863.2,1696.2,3350.84
105.85,938.05,761.1,3397.68,1669.36,2644.04
100.74,2628,299.28,3321.12,6200.92,9424.76
259.15,9579.06,597.7,3235.32,6800.64,7597.72
124.83,1439.56,2941.2,22440.9,2455.2,9554.72
159.87,1665.13,430,16955.8,6134.92,14419.5
235.06,1638.12,380.98,2761.88,3398.56,6551.96
232.14,2509.74,398.18,2511.52,4419.8,8834.24
83.22,959.22,3319.6,13452.6,1414.16,9224.12
67.16,1270.93,3053.86,10596.5,2572.68,7049.76
132.86,768.69,150.5,1947,1716,2986.04
548.96,18298.9,6486.12,12958.4,2786.08,18233.2
24.82,2107.51,191.78,3204.52,7427.2,4759.12
113.15,998.64,2500.02,6920.32,2148.08,7612.16
219.73,1938.88,3115.78,14660.8,4610.76,17320.4
971.63,25030.2,3221.56,9691,2665.08,39843
667.22,5197.6,1032.86,3299.12,12810.2,18579.7
515.38,3269.67,473,12974.3,701.36,17613
36.5,698.61,212.42,2423.96,2363.24,3785.56
79.57,1822.08,178.88,2462.24,6192.56,2485.96
208.05,2057.14,384.42,2169.2,4781.48,7432.8
205.13,2005.31,289.82,2156,3357.2,9398.16
157.68,2811.23,380.12,3577.64,5486.8,7909.32
73,537.28,2745.98,9954.12,1811.04,6697.88
103.66,2257.89,4868.46,22250.4,5973,19491
119.72,890.6,239.94,1985.28,2185.48,2475.32
262.8,1427.15,6388.08,18383.6,3765.52,18623.8
119.72,2044,365.5,3210.24,6417.84,5411.2
178.85,745.33,1726.02,3462.8,480.92,4085
102.2,724.89,258.86,2912.36,1656.6,2110.52
330.69,3006.87,964.92,5008.52,4831.64,9838.96
76.65,816.14,342.28,4332.24,2444.64,3508.16
162.06,2132.33,6573.84,11677.2,6075.08,14695.4
113.15,2690.05,383.56,2988.04,6939.68,6907.64
501.51,10255.8,1071.56,2563.88,1168.2,16660
665.76,5283.01,1632.28,6725.4,2632.52,24231.1
725.62,18853.7,462.68,4268,2311.76,23555.4
81.03,1319.84,480.74,3805.12,3076.48,4750.76
99.28,865.05,285.52,11544.7,2312.64,8373.68
313.17,2105.32,337.12,7191.8,2025.32,14606.4
359.89,2707.57,632.96,10777.4,5486.36,11970.8
129.94,1221.29,549.54,10873.7,3146.88,10213.6
-2.92,2041.08,218.44,2049.52,6535.32,3738.44
470.12,8708.17,577.92,2301.2,1118.04,14992.5
32.12,956.3,114.38,2266.88,3556.96,1921.28
285.43,2483.46,776.58,19026.9,1007.6,22402.5
859.94,15045.3,2388.22,17700.3,2234.32,45234.4
61.32,446.03,161.68,3507.68,1679.48,2137.88
135.78,783.29,486.76,6131.84,1397.88,6194.76
370.11,19936.3,1366.54,6562.16,3194.84,10263.8
40.15,1012.51,129,4547.4,2943.6,3871.44
367.19,7329.2,464.4,10177.2,2893.88,13228.6
102.93,1719.15,234.78,2002.88,5361.4,5681
-15.33,587.65,253.7,1910.04,1798.72,2143.2
1446.13,2725.09,489.34,5317.4,623.04,10899.9
712.48,5001.23,803.24,3772.12,10777.4,20688
608.82,7173.71,493.64,3285.92,1055.56,20704.7
2917.81,29195.6,4103.92,32628.2,10424.9,128907
132.86,2999.57,303.58,2094.4,2410.32,4759.88
107.31,913.23,249.4,2166.56,2585.44,2554.36
199.29,2843.35,5049.06,11580.4,2964.72,12534.7
237.98,2338.92,6848.18,15117.5,5798.76,19903.6
558.45,4590.97,580.5,3223.44,5337.2,19198.4
113.15,819.79,6987.5,12426.9,1919.72,10060.1
201.48,9638.92,485.04,13292.4,2208.36,12042.2
136.51,1108.14,392.16,2236.96,2971.32,4009
238.71,3149.22,573.62,2218.48,4299.24,11131.7
213.16,1047.55,2862.08,6924.72,2042.04,10804.2
40.88,1743.24,136.74,1807.96,5327.08,3865.36
73.73,1336.63,4169.28,15527.6,1302.84,10944
68.62,2114.08,82.56,2188.12,8164.2,4390.52
289.08,1816.97,4496.08,23230.7,4760.36,25817.2
-27.01,216.08,514.28,6150.32,1216.16,3971
326.31,3737.6,681.12,3540.68,5259.32,13907.2
103.66,1646.15,271.76,2222.88,4704.48,3771.88
494.21,3381.36,9529.66,16088.6,3400.76,11270.8
78.84,1235.16,236.5,1971.64,3579.84,3226.2
170.09,4092.38,259.72,2409.44,10828,5518.36
90.52,1784.12,207.26,1914,5709.44,5326.08
491.29,2416.3,5192.68,17837.6,2937,21068
528.52,14809.5,479.88,2718.32,1816.32,17418.4
108.04,2447.69,465.26,2525.16,7537.2,6721.44
324.85,3020.74,1393.2,6863.56,777.48,14196.8
310.98,3432.46,891.82,15362.2,1397.44,11871.2
278.86,1377.51,336.26,6053.96,670.56,11225.2
382.52,1965.16,342.28,2104.08,3103.32,21119.6
238.71,3555.83,2644.5,7186.96,1439.24,9412.6
89.06,1392.84,190.92,1901.68,3445.2,4070.56
845.34,19868.4,11842.2,26616,3447.84,35476
34.31,627.8,353.46,1732.72,1935.56,3169.2
900.09,2045.46,2118.18,17122.6,1293.6,25439.5
22.63,1078.21,177.16,2145.88,2907.96,4142
251.12,1047.55,615.76,2321.88,2388.76,4817.64
324.85,3571.89,2743.4,22181.7,1907.84,16723
59.13,1744.7,262.3,3364.68,4926.68,4737.84
47.45,824.17,123.84,1840.52,2038.96,2258.72
39.42,748.98,122.12,1750.76,2281.84,1871.88
84.68,1758.57,233.06,2393.16,5809.76,3754.4
9.49,1568.04,157.38,2193.4,4609,5072.24
162.79,2013.34,448.92,3527.04,4579.96,4998.52
102.93,2582.74,5227.94,9815.08,1938.64,10795
62.05,735.84,4962.2,8024.28,1625.8,7801.4
229.95,6167.04,793.78,19895,1822.92,12203.3
337.99,3867.54,402.48,3197.04,3829.32,9938.52
169.36,2652.09,197.8,2742.96,7521.8,8543.92
136.51,1223.48,4071.24,11150.9,3456.2,13569.8
136.51,1009.59,8517.44,19964.6,1511.84,12135.7
259.15,11606.3,893.54,2662.88,1700.16,9548.64
80.3,1457.81,224.46,1774.08,5346.44,3940.6
555.53,17256.5,693.16,4091.12,12310.3,19172.5
62.05,606.63,864.3,9466.16,1617.88,7058.88
559.91,4976.41,473,3492.72,10877.7,29029
144.54,2603.91,346.58,2441.12,6277.48,7378.84
95.63,1030.76,232.2,2244,3670.92,3453.44
88.33,917.61,166.84,2199.12,2339.48,3077.24
51.83,1637.39,189.2,2281.84,6162.2,3385.04
118.26,1911.87,848.82,4703.16,6035.92,5180.92
64.97,1181.87,817,14341.4,1867.36,8876.04
197.1,967.98,449.78,2024.88,1958.88,6490.4
267.91,2013.34,1021.68,5684.8,2883.76,9761.44
91.98,1132.23,306.16,2859.12,3092.32,3886.64
1200.12,5706.41,1032.86,7153.52,1761.76,55774.1
210.97,1840.33,1437.92,5180.56,3539.8,7449.52
267.91,2234.53,660.48,2638.68,4152.28,7119.68
209.51,2616.32,252.84,3645.4,6586.36,8268.04
179.58,577.43,2843.16,11678.5,1052.04,6745
321.93,1178.95,1525.64,10087.4,849.2,13316
97.82,2285.63,357.76,3666.96,6962.56,4765.96
107.31,683.28,577.06,2250.6,1842.28,2710.92
39.42,1449.05,377.54,1910.48,4225.32,3420
56.94,1436.64,302.72,2693.24,4951.76,3924.64
146.73,813.22,394.74,1932.48,1974.72,3178.32
70.81,1614.76,122.12,2020.92,4171.2,3879.8
64.97,2853.57,386.14,2672.12,7204.56,7968.6
452.6,3840.53,466.12,3788.84,2526.92,20612.7
43.8,1281.15,279.5,2718.32,3434.64,3766.56
242.36,3583.57,9128.04,25029,2503.6,18294
373.03,14110.2,18699,42995.9,4118.4,25778.4
38.69,2156.42,296.7,2291.08,6220.72,3714.88
184.69,1858.58,218.44,2198.24,4897.2,3995.32
226.3,2251.32,317.34,1817.64,3432,8013.44
59.86,1184.79,638.12,3732.52,2669.48,4604.08
842.42,9226.47,692.3,16106.2,1569.48,57891.5
257.69,2519.96,381.84,1947,4918.32,7131.84
820.52,1549.79,11262.6,41172.6,1305.04,21077.8
454.06,6394.07,405.92,3379.2,7550.4,25535.2
98.55,475.23,200.38,2606.12,774.4,4137.44
73,2181.97,298.42,3058.44,7401.68,4819.92
399.31,1456.35,6407.86,15209,2300.32,14830.6
182.5,2406.81,684.56,4884.44,1927.64,8636.64
321.2,2291.47,397.32,8558.44,624.8,14422.5
3645.62,15466.5,4699.9,64470.1,5630.68,208499
116.07,717.59,246.82,3156.56,686.84,4386.72
386.17,3738.33,12536.2,42938.3,4792.04,25282.2
51.1,1828.65,178.88,2804.12,6173.64,3935.28
524.87,4545.71,1026.84,7739.6,1887.16,26040.6
529.98,7382.49,698.32,15249.1,5497.36,40923
624.15,16952.1,542.66,3150.4,1981.76,30577.1
134.32,705.91,1743.22,7361.2,1202.52,12647.2
346.75,913.96,9367.12,28565.2,1110.56,16524.7
813.22,7302.92,18811.6,64753.9,4432.56,36777.2
200.75,1145.37,8518.3,13521.6,1173.48,12214
227.03,3110.53,445.48,2553.76,7029.88,13962
534.36,3686.5,468.7,2834.92,5174.4,22096.2
578.89,15606.7,9281.12,21155.6,2902.24,19564.7
2.92,1541.76,99.76,2489.08,5458.64,2739.04
62.05,623.42,205.54,5116.32,2177.12,3309.04
111.69,2211.17,3996.42,20746,4966.28,16681.2
521.95,3342.67,725.84,20936.1,1298.44,27231.6
214.62,1247.57,317.34,2910.6,3627.36,4236.24
164.98,1608.92,2291.04,11512.2,1156.32,14245.4
84.68,1620.6,827.32,2702.92,4917,3648
47.45,2333.08,246.82,2090.44,4512.64,4185.32
162.79,2414.84,293.26,2107.16,4491.52,7053.56
241.63,4458.84,543.52,10714.9,958.76,14371.6
161.33,2161.53,1352.78,7325.12,985.16,7948.08
48.91,964.33,1351.06,2558.6,3192.64,2889.52
32.12,1705.28,278.64,2288,5756.52,5070.72
548.96,3281.35,6912.68,43815.6,6999.08,35767.9
44.53,627.8,145.34,2990.24,1615.24,2188.8
143.08,1381.16,219.3,2361.48,1933.36,8790.92
494.94,18644.2,5739.64,15088,2629,15214.4
446.03,5380.1,1065.54,7076.08,8367.48,22345.5
30.66,702.99,203.82,1698.4,2084.28,1865.8
291.27,3866.81,444.62,3303.96,6657.64,10327.6
51.83,1736.67,199.52,2785.2,6251.08,3815.96
129.21,1015.43,1749.24,9207,1953.16,9341.92
143.81,1835.22,2314.26,12597.2,2849,7714.76
243.82,1208.15,541.8,4446.2,885.72,6910.68
88.33,550.42,226.18,1807.52,982.52,2099.88
297.11,830.01,3494.18,5151.52,1135.2,7381.88
70.81,1077.48,301,1828.2,2962.52,3055.2
67.16,1659.29,3367.76,18981.2,5065.72,12685.9
13.14,1456.35,256.28,2182.84,4013.68,3600.12
101.47,1620.6,282.08,2342.12,4254.36,5883.92
57.67,1078.21,2023.58,8669.76,1757.36,8958.88
194.91,1832.3,2469.06,12349.5,1882.32,11455.5
529.25,2940.44,364.64,2763.2,4181.76,23796.4
46.72,1779.74,85.14,1802.68,5283.08,2498.88
262.8,2578.36,192.64,2901.36,4430.8,9148.12
67.16,2178.32,134.16,2454.32,5388.24,5169.52
19.71,2260.81,174.58,2060.96,7728.6,4152.64
449.68,4750.11,569.32,3494.48,5873.12,21733.7
12.41,1355.61,596.84,2387.88,5287.48,2887.24
191.99,2030.13,592.54,2306.92,5071,8754.44
337.26,7162.76,277.78,2075.04,6980.16,11783
72.27,1472.41,280.36,3320.24,4577.76,3677.64
90.52,653.35,90.3,1928.96,2040.28,2577.92
14.6,905.93,120.4,1755.16,2369.84,2623.52
113.88,499.32,1169.6,3523.52,932.8,3198.08
116.8,2861.6,239.08,2106.72,3835.48,6579.32
45.99,1182.6,289.82,3708.32,3556.96,2692.68
264.26,1543.95,505.68,2142.8,2195.6,5859.6
48.18,416.83,878.92,5645.64,614.68,6238.08
3597.44,10530.2,356.04,3006.52,3321.56,237715
614.66,12332.6,2035.62,12887.6,2730.2,23826
72.27,633.64,172.86,1713.36,1840.08,2131.8
946.08,2113.35,703.48,6421.36,685.08,15515.4
154.76,1992.17,208.98,2507.12,4938.56,5174.84
223.38,1898,311.32,14333.4,5168.24,11089.2
116.8,2792.98,301,2435.4,4934.6,5985.76
994.26,16987.8,654.46,4518.8,2535.72,42066.8
632.91,6638.62,1241.84,5000.6,1184.92,23959
67.89,1841.79,238.22,1875.72,5657.08,3781.76
51.1,235.06,123.84,11538.6,444.84,4712.76
546.04,11527.4,633.82,2915,1371.92,15874.9
483.26,4131.8,605.44,10439,960.96,21859.1
104.39,1873.18,6582.44,10250.7,4095.08,9221.84
19.71,1859.31,3401.3,8217.44,5376.8,7805.2
67.89,1801.64,286.38,2038.52,5140.08,3284.72
112.42,1274.58,4587.24,13881.6,3964.84,13306.1
197.1,2379.07,1048.34,22506.4,3358.08,13578.2
62.78,563.56,67.08,2134.44,2493.92,2359.04
77.38,361.35,2539.58,8041,761.2,6217.56
1569.5,7136.48,4388.58,11051,3197.04,102355
49.64,1217.64,103.2,2236.08,3664.76,3100.8
632.18,14258.4,8437.46,43492.2,3328.16,32008.9
1057.04,7364.24,3391.84,10845.1,1982.2,28905.1
664.3,24490.8,3080.52,28343.9,4022.48,21764.1
86.14,490.56,2069.16,6981.92,1277.32,6031.36
