"R_670_14-A", "R_780_60-A", "V_450_50-A", "YG_586_15-A", "YG_780_60-A", "B_710_50-A"
31.39,1058.5,212.42,2697.64,3369.08,3106.12
105.85,1594.32,196.08,3270.52,5173.96,3903.36
159.14,547.5,269.18,4816.24,528,3873.72
633.64,5947.31,964.06,7763.36,2496.12,26509.6
22.63,817.6,565.88,5133.92,1005.4,5228.8
394.2,2011.15,2605.8,18244.6,867.24,13352.4
106.58,1347.58,270.04,2341.24,3376.56,5171.8
247.47,1611.84,245.1,6796.24,2138.84,11843.1
22.63,1900.92,226.18,2104.08,6194.32,4335.8
145.27,2645.52,316.48,2707.76,6783.48,4850.32
262.8,1627.17,3538.04,10471.1,3563.56,15756.3
149.65,656.27,1312.36,17079.5,995.72,9390.56
730.73,22734.4,5625.26,12668.9,2994.64,16903.9
1533,5519.53,442.9,2489.96,4337.08,89015.8
206.59,3049.94,417.1,2805.44,8896.8,8921.64
298.57,2056.41,319.92,5106.64,4070,8230.04
582.54,17383.5,1934.14,11909.5,2222,12172.9
120.45,1035.87,943.42,7609.36,1643.4,7492.84
27.01,1706.01,126.42,2157.76,5099.6,3177.56
197.83,1950.56,4662.06,16886.8,4345.44,15077.6
56.21,2578.36,274.34,7670.96,9222.4,5427.16
1332.98,7623.39,2061.42,11983,2201.76,82106.6
378.14,4826.76,333.68,4446.64,8092.48,19289.6
156.95,1055.58,708.64,1834.36,2752.64,4682.36
73.73,1667.32,227.04,2069.32,4866.4,3768.84
148.92,1841.79,479.88,2132.68,4419.8,5270.6
22.63,850.45,190.92,2310.88,1895.52,1716.84
513.19,5869.2,924.5,3953.4,10261.2,22416.2
78.84,2847.73,188.34,3585.12,8322.6,3530.2
497.86,14037.9,8932.82,43256.4,2695.44,32518.1
292.73,1381.89,1674.42,4727.8,742.72,12794.6
619.04,2690.78,202.96,2462.24,4312.44,35067.9
86.87,742.41,172.86,1854.16,2072.4,1852.88
579.62,1718.42,5290.72,17164,3797.2,12411.6
101.47,1532.27,767.98,7640.6,4987.84,7117.4
132.86,1933.77,245.96,2082.08,4630.56,4725.68
106.58,1998.01,190.06,2943.6,4460.28,7065.72
735.84,1948.37,1316.66,7782.72,909.48,16903.9
167.17,1057.04,4617.34,9386.08,3524.4,12907.1
188.34,1811.13,1025.12,3508.56,1433.08,4265.88
25.55,1070.91,58.48,1739.32,3162.28,2235.92
78.11,2263,223.6,2159.96,7031.64,3822.8
183.23,1917.71,5806.72,13380,4920.96,13670.1
233.6,2122.84,7280.76,30214.4,7413.56,21189.6
297.11,1349.77,3693.7,20704.6,3441.24,22595.6
60.59,575.24,5148.82,8347.68,2071.08,6864.32
38.69,1901.65,221.02,2662.44,7267.48,3320.44
30.66,461.36,116.1,3053.16,1087.24,2365.88
90.52,1765.87,171.14,2152.92,5706.8,7040.64
2856.49,18107.7,661.34,3336.96,3128.84,204944
110.96,474.5,1990.9,7469.88,1074.48,4593.44
67.89,426.32,5847.14,12325.7,1195.04,7497.4
410.99,18290.2,4053.18,8605.96,5562.48,9681.64
213.16,994.99,879.78,4093.32,543.84,6444.04
48.18,953.38,184.9,1715.56,2328.04,2396.28
499.32,2600.26,5301.04,9478.48,4358.2,37787.2
766.5,7013.84,714.66,2978.8,1228.04,35052
202.21,1348.31,3883.76,14155.7,1999.8,15443.2
548.96,2120.65,599.42,5886.76,744.48,15961.5
73,1149.02,80.84,1870,3739.56,2447.96
95.63,1261.44,418.82,2357.52,3904.56,3084.08
-13.14,827.09,199.52,1750.76,2863.08,2875.84
240.9,3554.37,447.2,2288.44,7901.52,8901.88
283.24,1243.19,3999.86,23693.6,3191.76,20604.4
359.16,2579.82,3176.84,10565.3,2201.76,23509.8
508.81,13529.8,739.6,7347.56,1697.52,13886.7
195.64,1403.06,4112.52,24657.2,3539.36,19000.8
166.44,637.29,273.48,7648.96,1907.4,4070.56
417.56,14384.7,2341.78,9482.44,3459.72,16646.3
263.53,3588.68,7691.84,24947.1,1911.36,18413.3
-18.98,1405.98,217.58,2781.24,4326.52,3451.92
23.36,1051.93,380.12,4241.16,1969.44,3901.08
87.6,994.99,195.22,5348.2,1837.44,6110.4
-31.39,527.06,55.04,2180.2,1994.08,2251.12
49.64,1333.71,360.34,2645.28,3286.36,3697.4
91.25,2609.02,256.28,2862.2,7326.88,5442.36
554.07,2626.54,480.74,6191.24,1146.2,22013.4
300.76,2116.27,18430.7,4908.2,2134,8689.08
191.99,1466.57,825.6,3987.28,3311,9220.32
17.52,2061.52,279.5,2295.92,6473.28,4205.84
4845.01,20673.6,1498.98,3005.64,4436.96,76350.4
137.24,1016.16,611.46,5335.88,2306.48,5253.88
232.87,5088.1,694.88,16396.2,869,12438.9
162.79,2126.49,322.5,2688.4,4918.32,6760.96
865.78,40263.2,1320.96,6576.24,3900.6,24363.3
32.12,810.3,225.32,1993.64,2203.08,2208.56
32.85,1146.83,140.18,2280.96,3988.6,3154
37.23,455.52,530.62,3508.56,1028.72,2798.32
234.33,1473.87,3936.22,8132.52,2926.88,11625.7
374.49,9150.55,1178.2,24653.6,1775.4,19695.4
432.16,857.75,4049.74,12491.2,2207.48,15355
228.49,2684.94,810.12,28416.5,2916.76,20244.9
26.28,1676.08,245.96,2151.6,5982.24,4106.28
37.96,835.85,178.02,2583.68,2555.52,2720.04
59.13,1281.15,129.86,1973.84,4652.56,2960.2
105.12,1865.15,226.18,1990.12,2629.44,5966
27.01,620.5,175.44,2145.44,1408.88,2396.28
398.58,1553.44,735.3,9544.48,822.8,10301.8
189.07,2492.95,361.2,1922.8,3647.16,5633.12
78.84,1154.86,946,6970.92,2606.56,6780.72
91.25,1454.89,230.48,2217.16,4074.84,3682.96
162.79,2597.34,257.14,3115.2,6067.16,7644.08
476.69,19384.4,372.38,2444.64,2165.24,10050.2
109.5,2925.11,648.44,2443.76,7407.84,9173.96
262.07,7431.4,1704.52,11928.8,2342.56,10073.8
75.92,903.74,130.72,1771,2425.28,1722.92
183.23,3059.43,478.16,2140.6,6571.4,5742.56
333.61,2498.79,4785.04,18708.4,4777.52,21849.2
64.24,1684.11,173.72,2440.24,5225.44,4193.68
173.01,1465.11,427.42,2311.76,3384.04,5859.6
197.1,1316.92,936.54,3900.16,2496.12,5120.88
216.08,2771.08,398.18,2184.16,5544.44,8363.8
652.62,2638.22,719.82,9491.68,1548.8,17829.6
412.45,1710.39,533.2,2723.16,2712.6,6255.56
76.65,1130.04,918.48,12446.3,1408,7097.64
55.48,1123.47,213.28,1813.24,2460.04,2394
115.34,1768.06,451.5,2380.4,5713.84,5186.24
84.68,2165.18,339.7,3589.96,5564.68,4705.92
87.6,1146.83,337.98,2141.04,2118.16,3654.08
184.69,4012.81,352.6,2293.72,8526.32,11446.4
64.24,597.87,1045.76,4423.32,1245.2,3692.08
496.4,4777.85,1222.06,2254.56,816.2,18921.7
-16.06,1121.28,147.92,3387.12,3857.92,3571.24
22.63,1276.77,335.4,1940.4,4288.68,2818.08
173.74,1084.78,189.2,2210.12,2662.88,2712.44
178.85,1542.49,2363.28,3247.64,4319.92,9551.68
157.68,531.44,337.12,2032.36,1499.08,3428.36
285.43,3534.66,301,2698.08,4814.48,12763.4
52.56,478.15,91.16,1685.64,1705.88,1775.36
189.8,1107.41,4604.44,14835,3490.52,17226.9
10.22,544.58,94.6,1611.72,1862.96,1565.6
57.67,2171.75,441.18,4060.32,5214,5783.6
778.18,2698.81,1369.12,18120.5,2488.2,43769.9
84.68,928.56,3938.8,10978.9,2327.16,11336.2
102.93,978.93,989,14931.8,1429.12,11230.5
3789.43,12791.1,335.4,2753.52,4333.12,209819
114.61,1938.15,315.62,2756.6,5125.56,6057.2
241.63,2289.28,1542.84,6891.72,3886.08,10507.8
127.75,647.51,2735.66,7405.64,1912.68,7332.48
268.64,4909.25,941.7,3680.16,1055.12,9003.72
275.21,3340.48,594.26,2958.56,4640.68,12074.1
464.28,5785.98,790.34,6033.72,1718.64,22007.3
192.72,1640.31,435.16,2581.48,2072.4,8464.88
113.88,1187.71,3890.64,24941.8,3572.8,17501.3
-8.76,2512.66,133.3,1949.2,6847.28,3070.4
254.77,1755.65,3835.6,24338.6,5486.36,19567.7
27.74,1116.9,153.94,3493.16,3914.24,3534.76
875.27,19120.9,7666.04,65232.2,3421.88,36559
36.5,869.43,324.22,1895.96,2753.96,2463.16
33.58,997.18,163.4,2290.64,1934.24,3606.2
214.62,5239.21,574.48,5382.08,8798.68,11497.3
41.61,222.65,1546.28,6836.72,866.8,3948.2
359.16,11876.4,411.94,2583.24,7948.16,16317.2
38.69,2109.7,191.78,2229.48,6252.4,3525.64
295.65,1975.38,374.96,3582.48,2438.92,10957.7
401.5,16133.7,3285.2,19877.9,3936.68,11925.9
458.44,3593.06,828.18,5107.52,3075.6,20348.2
4220.13,17539,956.32,5122.92,3865.84,262143
70.08,1168,98.04,2409,3586,3549.96
298.57,1069.45,5267.5,28006.9,2902.68,19329.8
27.74,650.43,169.42,2318.36,2299,2587.04
321.2,7439.43,1432.76,8359.56,3481.72,16090
127.75,2811.96,348.3,3043.92,8215.68,4025.72
320.47,4117.2,512.56,2928.2,5609.12,15551.1
89.79,1680.46,223.6,3141.6,4880.48,3331.08
354.05,1743.97,3655,10235.3,1836.12,15982
-9.49,808.84,87.72,1676.84,2472.36,1456.92
474.5,10466.7,570.18,2527.8,1207.8,11928.2
27.01,1316.92,129,2199.12,4642,2485.2
173.01,3252.15,651.88,7745.76,1774.52,8634.36
150.38,1478.98,498.8,3144.24,3463.24,6713.84
133.59,2484.92,1570.36,14936.7,2014.76,12334
322.66,1706.74,4177.02,23600.3,1916.64,15133.1
60.59,856.29,61.92,2536.6,2097.92,2238.96
186.88,1132.23,2168.92,5865.2,2360.6,9120.76
195.64,1410.36,276.92,2735.48,3608.88,3096.24
145.27,2391.48,273.48,2508.88,6516.4,6477.48
13.14,797.16,186.62,1860.76,2358.4,2179.68
83.22,836.58,267.46,3322.88,2424.4,3290.04
-4.38,510.27,160.82,1873.52,1773.64,1922.04
129.94,627.8,574.48,5929.88,1516.68,6963.88
254.77,3358.73,442.04,3341.36,8056.4,10780.6
386.9,4593.89,4671.52,10905.4,4334,26040.6
3421.51,11138.3,352.6,2306.04,6910.64,220116
417.56,3656.57,10320.9,38618.8,4852.76,26102.2
399.31,1590.67,6181.68,34183.2,3303.52,26059.6
40.88,949.73,120.4,1901.24,2244,2174.36
79.57,779.64,146.2,2430.56,2335.52,2262.52
138.7,1754.92,779.16,31774.6,5585.36,21494.3
733.65,38346.2,526.32,2792.68,8618.28,20111.9
65.7,2319.94,224.46,3006.08,6642.68,4210.4
133.59,2817.8,281.22,1954.92,5828.24,10494.1
96.36,1476.79,221.02,2897.84,4821.96,5563.96
89.06,1325.68,422.26,17817.4,3621.2,11853.7
200.02,2990.81,367.22,3250.28,3827.12,5379.28
164.98,954.11,1266.78,6921.2,1553.64,6483.56
13.14,1292.1,216.72,3657.28,4421.56,3252.8
355.51,3549.99,357.76,2240.92,6039,11398.5
29.93,1376.78,317.34,3141.16,4803.48,2979.96
486.18,3663.14,645.86,3471.6,3965.28,18542.5
65.7,1289.18,235.64,2838.44,3452.68,4152.64
78.11,1274.58,165.12,1930.28,3445.2,3189.72
301.49,4955.97,5338.02,13167.4,2468.4,15140.7
37.23,517.57,185.76,1865.6,1750.76,2102.16
-21.17,1409.63,216.72,2237.4,4111.8,2684.32
163.52,1178.95,4842.66,11750.2,2819.08,11687.3
308.79,15452.6,567.6,2504.92,7245.48,9481.76
274.48,10581.4,426.56,2716.56,1120.68,13581.2
160.6,1789.23,330.24,2531.32,3388,8587.24
68.62,1927.93,153.08,3222.56,5240.84,7777.84
78.11,1512.56,337.98,3029.84,5534.32,4709.72
210.97,1760.76,274.34,2215.84,4341.92,4211.92
116.07,1679.73,3962.88,11757.2,4728.24,13621.5
202.94,2187.81,5349.2,18041.3,6504.08,19748.6
84.68,506.62,38.7,2991.12,1826.88,1754.08
122.64,745.33,3429.68,16705.5,1917.96,13677
61.32,716.13,4008.46,7316.76,1870.44,7865.24
249.66,4874.21,464.4,2764.96,2691.48,10865
5.84,1195.74,158.24,1952.72,4213,1931.16
113.15,1633.74,310.46,2172.28,4229.28,5688.6
83.95,984.77,866.02,4062.08,1845.36,6033.64
429.24,3644.89,725.84,9357.92,2463.56,20115.7
33.58,689.12,170.28,1766.6,2132.68,1086.8
2152.04,7603.68,908.16,3846.48,1979.12,130227
210.97,3412.02,356.04,3038.64,6573.6,11715.4
149.65,1218.37,131.58,1775.84,2727.56,3257.36
507.35,1062.15,1674.42,5578.32,2072.4,10928
179.58,2194.38,434.3,2780.36,5823.4,7045.2
809.57,2878.39,2810.48,4926.68,883.08,54508
240.9,1512.56,646.72,9119,634.04,11680.4
87.6,290.54,678.54,2969.56,722.04,2761.84
91.25,2130.14,342.28,2077.24,5580.96,5099.6
392.74,11636.2,691.44,3454.88,1163.8,8873.76
131.4,679.63,1168.74,3934.92,1422.08,5684.8
40.88,958.49,264.02,2143.24,3506.36,3078
410.99,2984.97,549.54,3541.12,7708.36,10396
234.33,2944.82,460.1,2936.12,6166.16,10931.1
93.44,1212.53,325.94,2158.2,2497.88,3165.4
159.14,1850.55,761.1,2352.24,4928.88,5180.16
16.06,577.43,1968.54,7699.56,803,7789.24
13.87,1195.01,135.88,2124.76,3759.36,2925.24
747.52,19679.3,1339.02,9537.88,2373.36,20716.8
546.77,14986.9,472.14,2875.84,1430.44,15485
13.87,1915.52,165.12,2345.2,5907,4628.4
67.89,1043.17,95.46,2579.28,3516.92,2816.56
1.46,320.47,834.2,2169.2,1075.8,1725.96
87.6,2000.2,263.16,2731.52,5965.08,6602.88
97.09,1200.85,307.02,7436.44,2491.28,8841.84
131.4,2560.11,329.38,2266.88,7520.92,5586.76
186.88,1936.69,511.7,3420.56,5187.16,5299.48
71.54,1781.2,733.58,2781.68,5666.76,4024.96
987.69,5937.82,755.94,8867.32,2532.64,51962
237.25,1119.82,5394.78,16126.4,1144,9752.32
702.26,31692.2,331.1,2287.12,7253.4,14818.5
359.16,7535.06,947.72,4832.96,15921.8,13466.4
178.85,1961.51,552.12,2432.32,2763.2,6254.8
34.31,611.01,172.86,2184.6,2134,2479.88
623.42,25130.2,8976.68,16580.1,5261.96,18620.8
337.26,15551.9,14902.9,35937.4,4202,24583
261.34,3797.46,446.34,5061.76,9045.96,13472.5
305.87,5850.22,2625.58,3868.04,971.08,8957.36
53.29,1177.49,175.44,1694,2867.48,2645.56
116.8,3225.14,6807.76,7107.32,778.8,6390.84
97.82,2549.16,247.68,2228.16,6229.52,6041.24
180.31,3276.97,168.56,4039.2,5212.24,13333.4
139.43,2395.13,298.42,21957.3,6643.12,15455.4
41.61,1031.49,137.6,2543.2,3029.84,2892.56
340.18,3888.71,287.24,2937,7298.28,13354.7
697.15,1917.71,7912.86,18513.9,3207.6,15551.1
33.58,1779.74,202.1,2828.32,4848.8,3480.04
134.32,294.92,4491.78,8153.64,1304.6,7639.52
142.35,2630.19,216.72,2166.56,7130.64,6764.76
174.47,1562.2,253.7,2295.04,2431.88,5915.08
300.03,1891.43,6478.38,17216.3,4983.44,18021.1
202.94,3554.37,270.9,2659.36,6258.12,6190.2
636.56,12884.5,1216.9,2572.68,2523.84,26738.3
229.95,1115.44,1243.56,13731.5,2440.68,11887.9
94.17,787.67,4822.02,20018.2,2482.92,13671.6
113.88,1857.12,201.24,2087.36,4495.48,3887.4
89.06,1509.64,160.82,2673,5037.56,3349.32
830.01,2943.36,7077.8,38053,2447.72,17140.3
32.12,967.25,215.86,2717,2125.64,2472.28
129.94,3526.63,1742.36,4336.64,8749.4,10750.2
173.74,2487.84,503.1,13873.2,4957.92,13039.3
29.93,1312.54,215.86,1931.6,4691.72,2986.8
2906.86,11587.3,1433.62,4886.2,3171.52,190353
124.83,3154.33,254.56,2828.32,5105.76,4198.24
263.53,3557.29,242.52,4148.32,7621.24,11099
541.66,15138,786.04,16527.3,2447.72,20902.3
-23.36,1459.27,116.1,2447.28,4829,2364.36
208.78,1273.85,4023.08,6794.92,2805.88,9007.52
181.04,2209.71,4938.12,32962.2,6946.72,24026.6
591.3,1918.44,9318.96,29807.4,4102.12,22787.1
8.76,902.28,256.28,3274.48,3022.8,2561.2
46.72,1430.8,98.04,2490.84,4924.04,2900.92
237.25,2500.25,1367.4,3821.4,4579.96,10270.6
120.45,1830.11,331.1,1873.08,3936.68,5459.08
164.25,1368.75,886.66,8122.84,2087.36,7937.44
306.6,2244.02,251.98,7964.44,3316.28,9179.28
336.53,14856.2,3183.72,7962.68,2712.6,11640.9
70.81,1022,173.72,2963.4,3043.92,2296.72
170.09,1170.92,829.04,6294.64,2470.6,8717.2
287.62,3337.56,267.46,2424.4,6679.2,7132.6
104.39,1357.8,247.68,2282.28,3116.52,4640.56
197.83,1901.65,329.38,1989.24,4726.48,9924.84
113.15,1108.14,202.96,2294.16,862.4,4756.84
1187.71,13356.1,2662.56,25834.6,2171.4,25540.6
151.11,1146.83,335.4,1968.56,2607,4049.28
81.03,1003.02,199.52,1841.84,2886.84,1877.2
116.07,2938.25,277.78,3691.16,10009.6,5582.96
28.47,1525.7,130.72,1991.44,4708,2867.48
3.65,538.74,162.54,1893.76,2369.4,2209.32
39.42,2369.58,122.12,1995.84,7061.56,2904.72
-20.44,510.27,372.38,2031.92,1662.32,3226.96
110.23,4044.93,602,3332.56,10017.5,8239.92
137.24,2273.22,1127.46,7154.4,1127.28,7501.96
76.65,302.95,1572.08,7670.96,689.04,7651.68
286.89,3059.43,6087.08,22916.1,7994.36,24671.9
13.87,1449.05,196.08,1959.32,5214,3025.56
91.98,1489.2,201.24,1997.16,5430.92,3076.48
195.64,1754.92,368.08,1998.04,3295.6,6412.12
124.83,1476.79,290.68,2467.52,4444,4753.04
18.25,689.12,256.28,1912.68,1844.04,2157.64
67.16,1395.76,120.4,2999.04,4892.8,2975.4
316.82,2865.25,405.06,2102.76,3105.52,10592.1
64.24,1733.75,215,4455.88,4039.64,4610.92
116.8,2793.71,194.36,2198.68,7345.36,9659.6
68.62,1465.84,412.8,3031.6,4090.24,3701.2
48.18,1679.73,173.72,1951.84,4231.92,5211.32
1057.04,2498.06,617.48,11063.8,975.04,17844
213.16,763.58,2606.66,13158.2,1576.52,12246.6
45.99,1192.82,186.62,2227.72,3394.16,3011.88
114.61,1541.03,242.52,1928.08,4418.04,3903.36
181.77,1852.74,178.88,2098.8,3611.96,6684.96
407.34,1045.36,761.96,2038.08,2173.6,10305.6
202.21,3047.02,393.88,2318.8,4759.04,8227.76
37.96,1265.82,148.78,1741.96,3693.36,2911.56
79.57,1521.32,729.28,4245.56,4957.92,4167.08
239.44,708.83,4829.76,15487.6,855.36,10507
94.9,1681.92,99.76,1945.24,6178.92,3682.96
329.23,3121.48,5606.34,16773.2,3625.6,18870
191.26,1016.16,612.32,15344.1,1463.44,10276.7
252.58,4472.71,481.6,5706.36,12506.1,14788.8
135.78,1992.9,283.8,1962.84,4581.72,6801.24
231.41,2636.76,853.12,2927.76,7836.84,4702.12
160.6,4639.88,675.1,8288.72,2915.44,7790
292.73,3136.81,497.94,2319.68,2302.52,13361.6
81.76,2295.12,415.38,2838.88,6175.84,8648.04
99.28,421.94,2035.62,6508.92,411.4,5440.84
556.26,2979.13,192.64,3373.04,5584.92,32709.6
9.49,684.01,3836.46,8122.84,1319.12,7147.04
720.51,2867.44,1294.3,15015.4,1840.96,24458.3
6.57,978.2,168.56,2189.88,2474.56,2463.16
89.79,1355.61,278.64,8869.96,3336.08,9035.64
85.41,2003.85,239.08,2076.8,6749.16,4951.4
867.24,2283.44,1621.96,6929.12,767.36,25428.1
54.75,697.88,231.34,3294.72,2060.96,2240.48
393.47,17756.5,380.98,2766.28,12798.3,23322.9
278.86,3301.79,366.36,3599.64,6449.52,10829.2
254.77,2100.94,313.9,4468.64,3900.6,11267
-7.3,1059.96,172,2102.32,3715.8,3669.28
516.84,14167.1,677.68,3426.28,4524.96,15393.8
73,1722.07,163.4,2331.56,4976.84,3877.52
54.75,1363.64,84.28,3549.92,3901.04,4094.12
386.9,1733.75,315.62,3961.32,2214.96,17499
113.15,2495.14,285.52,2037.2,7644.12,4603.32
302.22,12110,402.48,2248.4,1397,13748.4
0.73,722.7,497.94,3368.2,2501.84,3483.08
578.89,21635,610.6,4311.56,2697.2,10483.4
533.63,2023.56,802.38,7973.24,1492.48,10215.9
413.91,5749.48,643.28,4875.2,2806.32,19598.1
721.24,4644.99,645,6896.56,1938.2,26714.8
5.11,1983.41,184.04,2672.56,6472.4,3473.2
29.93,838.04,119.54,1851.96,2725.36,3509.68
490.56,9949.17,3067.62,23275.1,2299.88,18192.9
802.27,12080.8,677.68,4126.76,1947,36332.6
238.71,1462.92,595.12,2824.36,3552.56,5855.8
124.1,2900.29,258,2160.4,8771.84,6623.4
406.61,15740.3,7346.12,22297.4,2438.92,14939.3
64.24,996.45,231.34,2924.24,3518.68,3290.8
170.09,2926.57,440.32,2864.4,9475.4,7558.2
189.8,965.79,337.12,2081.2,2746.92,4108.56
309.52,1319.84,6131.8,17307.8,2483.8,15301.8
300.76,2355.71,688.86,7012.72,2286.24,10801.9
32.12,1362.18,216.72,4313.76,4713.72,3862.32
60.59,1314,201.24,2169.2,3651.12,2599.96
270.83,4267.58,4275.06,27066.6,2082.52,19938.6
16.79,1210.34,117.82,2152.92,4035.68,2529.28
136.51,1363.64,194.36,1788.6,3655.96,7161.48
43.8,867.97,158.24,2476.32,2441.12,2343.08
675.98,4252.98,618.34,2318.36,3684.56,33320.7
237.98,2523.61,5361.24,26865.5,4029.96,21238.2
462.82,3624.45,5614.08,17151.2,4751.12,23690
127.75,1700.17,239.08,2249.72,3002.12,5512.28
241.63,1239.54,6321,15021.2,3823.16,14387.6
329.23,6810.17,7138,16097,4324.76,16243.5
148.19,1468.03,502.24,2608.76,2729.32,7860.68
181.04,2878.39,614.9,2693.24,7627.84,8045.36
308.79,10691.6,522.88,2372.48,5708.56,12647.2
155.49,2083.42,264.88,2603.92,3820.08,8562.92
66.43,2089.26,245.1,2251.48,6684.92,4102.48
321.93,1850.55,442.9,1954.04,1498.2,5364.08
8.76,2499.52,54.18,2090.44,7388.48,5685.56
138.7,2590.04,420.54,2904,7755.88,5772.2
44.53,1651.99,166.84,3813.04,5476.24,4160.24
622.69,8584.07,542.66,3839,1244.32,29145.2
149.65,1407.44,1399.22,3133.24,3224.32,4853.36
152.57,2399.51,276.92,2770.24,4612.96,6914.48
148.19,895.71,1360.52,10908,3207.6,11139.3
94.9,1762.95,199.52,3261.28,6163.52,3951.24
70.81,1641.04,181.46,1885.4,5282.64,2775.52
124.1,1209.61,4779.88,11876.9,2679.6,10561
57.67,1951.29,181.46,2564.76,5886.76,4499.96
126.29,1414.01,470.42,1999.36,3437.28,3700.44
488.37,3033.15,254.56,12832.2,1750.32,22982.4
154.03,2352.06,2233.42,15367,3245,15424.2
3546.34,12212.9,2504.32,3043.04,2788.28,224387
213.16,1971.73,5522.06,37818.9,3577.64,22763.5
83.22,1965.89,2754.58,9061.8,5221.48,13388.9
581.81,2581.28,591.68,5666.32,1499.96,13765.1
671.6,5975.05,850.54,3006.08,5665.44,27452.7
546.04,2392.94,813.56,2865.28,5335,10548.8
653.35,2400.24,209.84,2237.84,2353.56,41577.3
102.93,1126.39,323.36,2013,3848.68,3029.36
133.59,1663.67,225.32,2157.32,4607.68,3103.08
124.83,2584.2,366.36,2300.32,4402.2,7802.92
194.18,3405.45,391.3,3515.6,5371.08,8455
448.95,4436.21,663.92,5967.28,737.44,18510.6
125.56,1752,1441.36,6289.8,4968.04,7774.8
137.24,1906.03,700.04,1969.44,4717.24,9805.52
133.59,1694.33,1590.14,3016.2,969.32,9093.4
464.28,6912.37,570.18,3107.72,2117.72,14581.4
385.44,1295.75,604.58,10446,809.6,10189.3
93.44,2029.4,208.12,1967.24,5174.84,3366.8
-13.87,462.82,154.8,3320.24,1584.88,2376.52
147.46,2659.39,215.86,2336.84,8970.72,4499.96
64.97,1580.45,153.94,2127.84,5486.8,3621.4
92.71,1291.37,229.62,2535.72,3354.56,3350.08
183.96,1367.29,782.6,16756.1,2712.6,16522.4
243.09,2613.4,927.08,8540.84,5966.4,9577.52
225.57,1492.85,129,1854.6,3736.04,6755.64
271.56,3583.57,430,3390.64,7584.28,16272.4
535.09,2005.31,1375.14,4347.64,1257.08,34676.5
218.27,2155.69,1748.38,4830.76,803.44,8601.68
141.62,1624.25,399.04,2160.4,3060.64,5553.32
292.73,2722.9,537.5,2995.96,5231.16,7092.32
70.08,2370.31,254.56,2217.6,5937.8,4301.6
60.59,737.3,201.24,2339.92,2625.92,2774.76
71.54,917.61,162.54,2422.64,3118.72,3097
166.44,2463.02,519.44,3464.56,6001.6,8778.76
187.61,1700.17,296.7,2982.32,4163.72,6143.84
274.48,2360.82,516,2915,3835.48,9299.36
162.06,3689.42,331.96,3169.76,5628.48,9452.12
13.87,957.03,123.84,1739.76,2238.72,2609.84
187.61,1785.58,5704.38,21285.9,4643.32,18220.2
164.98,1570.23,3767.66,14443,4947.36,13844.9
256.23,2646.25,232.2,2824.8,3956.92,11822.6
99.28,1426.42,239.08,2146.76,4110.92,4977.24
76.65,735.11,645.86,6876.32,2504.04,7413.04
1162.89,5929.79,1110.26,6330.72,1213.08,41969.5
375.22,11091.6,363.78,2398.44,5426.96,12050.6
34.31,1900.92,172,2250.6,6860.92,3460.28
124.83,1557.82,356.04,1958.44,3811.72,3675.36
2622.16,10687.2,789.48,3095.4,2402.4,151827
383.98,4646.45,482.46,2508.88,6762.36,18629.1
-2.19,545.31,159.1,1724.36,1637.24,1786
38.69,1333.71,642.42,4209.04,3978.48,4050.04
148.19,1111.06,346.58,2009.92,2879.36,4395.08
192.72,1722.8,1867.92,12081.1,3565.32,9910.4
177.39,2853.57,479.88,4179.12,5850.24,8496.04
448.22,1520.59,3222.42,51274.5,1774.96,25229.7
51.83,595.68,3520.84,11517.4,1807.52,9816.16
-23.36,1775.36,142.76,2326.72,5846.72,3340.2
866.51,42169.2,579.64,3175.04,3950.32,29630.1
8.03,1485.55,259.72,2834.48,4699.2,3861.56
139.43,9717.76,523.74,8512.24,2438.04,7663.84
132.13,1278.23,164.26,2397.56,3176.8,2633.4
379.6,2659.39,410.22,3050.08,4494.16,19489.4
90.52,1634.47,425.7,2215.4,3899.72,3124.36
56.94,1100.11,214.14,2570.04,3171.52,2429.72
48.18,1950.56,103.2,2555.96,6406.84,4433.08
73,2853.57,477.3,2131.36,7488.8,4835.12
195.64,9522.85,244.24,2406.8,6120.84,8423.08
874.54,29035.8,835.92,6243.16,4327.4,24114.8
77.38,1522.78,224.46,2186.36,3990.8,4109.32
115.34,1800.91,2341.78,4217.84,4826.8,4803.2
619.77,5440.69,8461.54,44882.2,2288.88,31516.4
133.59,2091.45,264.88,2162.6,4759.92,5749.4
354.78,3009.79,744.76,2585,5551.92,9782.72
367.19,1108.87,4271.62,10359.8,808.28,15089.8
370.11,3001.03,467.84,3148.2,4741.88,11474.5
211.7,909.58,2672.02,3583.36,1013.76,6641.64
111.69,994.26,183.18,1989.24,1573.88,4341.12
125.56,2729.47,2904.22,29402.6,2167,18389.7
78.84,1757.11,281.22,2210.56,4647.28,4489.32
312.44,8961.48,476.44,2192.96,1454.2,9572.96
197.1,1662.21,358.62,2369.4,4379.32,5192.32
28.47,1516.94,239.94,2031.48,3828,4903.52
57.67,2789.33,121.26,2569.16,9220.64,3948.2
50.37,719.78,335.4,4788.52,2396.68,5556.36
24.82,1689.95,162.54,2204.84,5065.28,3593.28
2637.49,12623.2,576.2,2544.08,2771.56,163064
75.92,1105.22,260.58,2148.96,3120.48,3461.04
-5.11,1630.82,141.9,1872.64,5520.68,3499.04
1065.07,3501.81,981.26,5154.6,1852.84,55925.4
