"CCR5","CD11b","CD11c","CD127","CD14","CD16","CD163","CD19","CD206","CD25","CD3","CD33","CD34","CD4","CD45RO","CD45_NORM","CD45_TUM","CD56","CD64","CD66","CD8","CD80","CD86","CX3CR1","CXCR3_CD183","Ce140Di","Cisplatin1","Cisplatin2","Cs133Di","DNA1","DNA2","Er167Di","Eu151Di","Eu153Di","Event_length","Gd155Di","Gd157Di","HLA-DR","I127Di","La138Di","La139Di","Nd150Di","PD1","PDL1_CD274","Pm147Di","SampleID","Yb171Di","Yb172Di","Yb173Di","cellType","e131Di","Time"
1.114202,0.000000,0.000000,2.218201,0.410592,0.000000,0.000000,0.000000,0.237995,3.294253,3.239139,0.352031,0.670635,0.624623,1.239438,0.460867,3.079242,0.320626,0.164617,1.022745,0.000000,0.741624,0.174789,0.018734,3.649038,0.000000,0.000000,0.000000,0.000000,0.538192,0.384383,0.118168,0.000000,0.030954,1.879864,0.000000,0.000000,1.473930,0.000000,0.153726,0.000000,0.000000,1.852357,1.395302,0.000000,10.261825,0.000000,0.000000,0.000000,2.000000,0.000000,3.587249
2.356429,0.774013,1.229598,2.375356,0.644813,0.012570,0.026670,0.000000,0.973289,5.496428,4.157167,0.340809,0.151638,2.637853,2.480071,0.068853,3.697366,0.278625,0.000000,2.552742,0.015724,0.597363,0.488585,0.577678,3.155893,0.000000,0.030658,0.000000,0.000000,0.398303,0.435009,0.000000,0.000000,0.000000,2.312438,0.000000,0.000000,1.217387,0.487697,1.766699,0.000000,0.088626,0.850195,1.979081,0.000000,10.008662,0.000000,0.000000,0.000000,6.000000,0.000000,3.719830
0.639164,0.750707,0.000000,0.479451,0.000000,1.160446,0.000000,0.000000,0.362167,0.000000,3.714960,0.000000,0.000000,3.059187,2.875379,0.000000,4.101065,0.728747,0.180326,2.873264,0.604038,0.250164,1.922365,0.000000,3.439285,0.000000,1.115863,0.422440,0.000000,0.291417,0.324743,0.042161,0.000000,0.000000,2.491780,0.000000,0.352797,2.467885,0.000000,2.426159,0.000000,0.928968,3.311231,0.681380,0.000000,10.340407,0.093706,0.000000,0.000000,44.000000,0.000000,3.996023
2.586905,0.078147,0.273044,0.000000,0.186284,0.123712,0.000000,0.029615,0.000000,3.552977,2.458540,0.758810,0.000000,2.228991,1.732515,0.049986,3.925914,1.922551,0.389993,0.000000,0.595410,1.112756,0.193914,0.325652,4.527846,0.000000,0.076912,0.844749,0.000000,0.251883,0.732338,0.035137,0.000000,0.000000,2.094712,0.000000,0.000000,0.859148,0.000000,1.534266,0.000000,0.000000,0.741620,1.714240,0.000000,10.149922,0.000000,0.000000,0.033780,16.000000,0.000000,4.094881
1.872758,0.054070,0.000000,0.000000,0.028846,0.000000,0.000000,0.000000,0.216831,2.969185,3.860624,0.267704,0.183967,1.966330,1.295730,0.280434,3.427269,1.290699,0.299572,1.802993,0.044061,1.251182,1.277228,0.893468,4.296554,0.000000,1.036263,0.579040,0.000000,0.336459,0.613600,0.000000,0.000000,0.000000,2.555494,0.016813,0.000000,1.352901,0.335207,1.423921,0.000000,0.000000,2.184444,1.672772,0.000000,10.055690,0.000000,0.000000,0.000000,44.000000,0.276188,4.148551
1.841929,0.000000,0.000000,0.453876,0.685838,0.000000,0.000000,0.000000,0.327488,2.806399,3.215221,0.367657,0.084036,2.692304,2.134072,0.373290,4.021945,1.297246,0.256317,2.631438,0.000000,1.427619,1.607282,0.748160,3.952102,0.000000,1.410501,0.456245,0.000000,0.348910,0.977189,0.000000,0.000000,0.414149,2.998223,0.000000,0.000000,2.567357,0.000000,2.016914,0.000000,0.033933,1.939187,3.724153,0.000000,10.273141,0.000000,0.000000,0.000000,44.000000,0.818001,4.306928
1.787916,0.000000,1.109149,0.749326,0.221486,0.000000,0.000000,0.000000,0.000000,1.206506,3.266892,0.100804,0.475684,2.009156,1.159927,0.000000,2.395736,1.171358,0.000000,0.000000,0.198066,0.016595,0.089093,0.531081,3.752750,0.000000,0.000000,0.000000,0.000000,0.338610,0.491334,0.000000,0.000000,0.000000,1.937879,0.000000,0.000000,2.411199,0.000000,1.472728,0.000000,0.000000,1.988141,1.023530,0.000000,9.584392,0.000000,0.158055,0.000000,2.000000,0.000000,4.402521
1.875229,0.101654,0.003110,2.027115,0.000000,0.000000,0.000000,0.000000,0.000000,3.332865,3.412899,0.000000,0.341198,2.262065,0.931651,0.000000,2.704768,2.280906,0.000000,0.000000,0.743094,0.269207,0.004891,0.000000,2.679295,0.000000,0.000000,0.000000,0.000000,0.475725,0.990291,0.000000,0.000000,0.000000,2.094712,0.000000,0.000000,1.341162,0.000000,1.312892,0.000000,0.000000,0.046004,0.582979,0.000000,10.161562,0.000000,0.120272,0.000000,2.000000,0.219598,4.467500
2.627372,1.613495,0.000000,0.472364,0.000000,0.000000,0.000000,0.000000,0.109613,0.000000,2.450629,0.196615,0.609866,2.718842,1.589239,0.517600,4.124154,1.704659,0.033215,3.662958,0.340881,0.000000,0.000000,0.225217,4.079667,0.000000,0.835557,0.464581,0.000000,0.807444,1.443016,0.000000,0.000000,0.000000,2.893444,0.000000,0.000000,2.322201,0.000000,2.091315,0.000000,0.294852,3.922505,1.363754,0.006699,9.964553,0.000000,0.000000,0.000000,44.000000,0.000000,4.558992
1.792086,0.251542,0.000000,0.669805,0.468632,0.069115,0.000000,0.000000,0.011430,1.282670,2.490340,0.000000,0.000000,2.024334,2.935642,0.000000,4.403171,0.379383,0.280803,2.541090,0.000000,0.307292,0.270499,0.000000,1.414666,0.000000,0.795860,0.598750,0.000000,0.366860,0.864379,0.000000,0.124984,0.000000,2.142112,0.000000,0.000000,0.666698,0.000000,1.440175,0.000000,0.325160,2.287141,0.473722,0.000000,10.088769,0.000000,0.096657,0.000000,35.000000,0.000000,4.588924
2.251678,0.000000,0.000000,1.909618,0.246728,0.193235,0.004629,0.000000,0.148049,5.479900,3.354052,0.000000,0.122254,2.248866,1.056714,0.902752,3.585491,1.238901,0.602984,1.010809,0.018469,0.713739,0.272573,1.265112,4.184042,0.000000,0.000000,0.039097,0.000000,0.264123,0.321373,0.376430,0.000000,0.000000,2.230814,0.000000,0.000000,2.443970,0.000000,1.502220,0.000000,0.000000,1.330619,1.779318,0.000000,10.205549,0.256025,0.000000,0.000000,2.000000,0.000000,4.668684
1.515093,0.006721,0.737917,0.843825,0.151871,0.000000,0.000000,0.000000,0.000000,3.158712,4.164755,0.000000,0.000000,2.522348,0.540572,0.000000,3.777536,0.000000,0.000000,1.268389,0.000000,0.000000,0.807016,0.188659,0.600671,0.000000,1.423072,0.207572,0.000000,0.440058,0.597905,0.181369,0.108646,0.000000,2.230814,0.000000,0.000000,0.867232,0.000000,1.043508,0.000000,0.000000,2.985809,0.547723,0.000000,10.246621,0.000000,0.000000,0.000000,2.000000,0.061430,4.813468
1.923063,1.025173,1.181335,0.000000,0.424690,0.000000,0.151826,0.000000,0.822595,5.377900,3.448414,0.064737,0.403948,0.574063,2.218294,0.000000,4.007125,1.256767,0.349738,2.838002,0.000000,0.301638,1.063165,0.713913,4.412717,0.000000,0.690965,0.138178,0.000000,0.670877,0.348293,0.622528,0.000000,0.000000,2.272441,0.000000,0.001229,2.949244,0.000000,1.492305,0.000000,0.000000,2.563829,2.759913,0.000000,10.253000,0.000000,0.000000,0.000000,6.000000,0.194512,4.878996
2.217171,0.000000,0.000000,2.515691,0.000000,0.000000,0.000000,0.000000,0.453816,0.169405,4.882004,0.000000,0.559233,2.592821,1.975507,0.000000,4.494475,0.000000,0.323079,0.000000,0.000000,0.067638,1.366575,0.000000,1.232736,0.000000,0.000000,0.000000,0.000000,0.524996,0.551988,0.307126,0.000000,0.000000,2.187422,0.000000,0.089568,2.202225,0.000000,1.929017,0.000000,0.702998,2.546512,0.013314,0.000000,10.133470,0.000000,0.000000,0.000000,35.000000,0.000000,4.939426
2.263062,1.174817,0.258577,0.000000,0.694455,0.000000,0.000000,0.180876,0.000000,3.043351,1.747610,0.000000,0.615700,1.759732,2.290586,0.348677,3.822356,0.410575,0.520224,0.096684,0.000000,0.442493,0.227696,0.226525,3.225159,0.000000,0.000000,0.000000,0.000000,0.375566,0.489925,0.000000,0.000000,0.000000,1.992836,0.000000,0.000000,0.516670,0.000000,1.559178,0.071989,0.000000,0.890005,0.563227,0.072867,10.406680,0.000000,0.000000,0.000000,16.000000,0.000000,4.949240
2.073406,0.064098,0.000000,1.835146,0.000000,0.051833,0.000000,0.183446,0.094654,1.970018,3.285489,0.521735,0.026848,1.903324,0.588499,0.265114,3.636047,0.704076,0.722933,2.093900,0.766044,0.000000,0.000000,0.102881,3.970211,0.000000,0.964616,0.071627,0.000000,0.296048,0.357090,0.000000,0.000000,0.000000,2.272441,0.000000,0.000000,0.000000,0.000000,1.369720,0.000000,0.216233,2.129618,1.202828,0.000000,10.156833,0.000000,0.000000,0.000000,44.000000,0.000000,5.058262
2.267183,0.000000,1.009960,1.803958,0.000000,0.167552,0.000000,0.000000,0.270119,0.721587,3.624606,0.000000,0.000000,2.670773,2.041586,0.449913,3.781179,0.037057,0.000000,1.572743,1.015819,0.055663,0.000000,0.000000,0.994916,0.000000,0.643692,0.106443,0.000000,0.278508,0.089876,0.000000,0.000000,0.000000,2.272441,0.000000,0.000000,1.177623,0.000000,1.667572,0.000000,0.000000,2.580309,0.255191,0.000000,10.211062,0.187911,0.364025,0.000000,35.000000,0.287341,5.120735
1.890949,0.686261,0.000000,1.198774,0.537907,0.061281,0.274507,0.047720,0.593932,3.755708,3.795324,0.000000,0.000000,2.996522,1.886729,0.488212,4.181372,0.402983,0.000000,0.000000,0.113531,0.000000,0.000000,0.176979,1.267519,0.000000,1.142417,0.000000,0.000000,0.452222,0.673501,0.000000,0.043095,0.000000,2.272441,0.000000,0.000000,1.739475,0.000000,1.979921,0.000000,0.108105,2.850601,0.916734,0.000000,9.839761,0.032688,0.000000,0.000000,2.000000,0.000000,5.230718
1.280558,0.000000,0.000000,0.000000,0.106261,0.192932,0.000000,0.000000,0.274341,2.964725,2.087421,0.492092,0.520045,2.231074,1.302758,0.342595,4.255667,1.043993,0.000000,1.214152,0.000000,0.000000,2.184617,0.159138,3.162838,0.000000,0.000000,0.000000,0.000000,0.332525,0.578826,0.000000,0.000000,0.000000,1.937879,0.051382,0.000000,2.078718,0.075345,1.581985,0.000000,0.000000,1.379840,0.776552,0.000000,10.003296,0.000000,0.000000,0.000000,16.000000,0.000000,5.290420
1.746694,2.248709,0.934277,1.258405,0.012045,0.000000,0.545311,0.000000,0.000000,2.098594,3.245743,0.000000,0.992401,2.638582,0.790845,0.938689,4.158635,1.068812,0.541661,3.440664,0.464150,0.691477,0.000000,0.999266,4.187189,0.000000,1.309462,0.721959,0.000000,0.660221,0.335037,0.000000,0.000000,0.000000,3.111048,0.000000,0.000000,3.277773,0.000000,1.968211,0.000000,0.613160,0.458940,2.292300,0.000000,10.028013,0.000000,0.156161,0.000000,44.000000,0.000000,5.681685
1.482703,0.798619,0.542953,3.024186,0.441892,1.070233,0.163349,0.000000,0.000000,3.278418,4.699924,0.000000,1.445136,2.700837,0.567356,0.235705,4.189231,0.352542,0.000000,4.239573,0.252191,0.441478,1.711326,0.000000,3.036150,0.177368,1.409740,0.223114,0.000000,0.840934,0.200121,0.139827,0.056666,0.000000,2.978122,0.000000,0.000000,2.576997,0.686105,2.213939,0.000000,0.922458,1.639081,1.142009,0.000000,10.102282,0.513518,0.071852,0.205129,96.000000,0.560626,5.709503
1.415032,0.300731,1.455167,0.000000,0.000000,0.224943,0.000000,0.000000,0.000000,2.572888,0.000000,0.012633,0.000000,0.221354,0.000000,0.256520,3.905384,0.000000,0.000000,1.862703,0.000000,0.056466,0.000000,0.484815,1.453276,0.000000,0.908649,0.163742,0.000000,0.559295,1.079237,0.000000,0.000000,0.000000,2.045028,0.000000,0.000000,4.026038,0.141027,1.970959,0.000000,0.000000,0.000000,0.235697,0.000000,10.139606,0.000000,0.282633,0.491759,97.000000,0.000000,5.731987
2.507919,0.000000,0.000000,0.917821,0.041751,0.206128,0.000000,0.327533,0.000000,1.925422,3.609191,0.000000,0.068095,1.729953,0.669303,0.083684,3.633333,1.743886,0.000000,1.152600,0.000000,0.519622,0.136090,0.000000,3.437526,0.073604,0.660482,0.215105,0.000000,0.507464,0.694569,0.146734,0.000000,0.000000,2.491780,0.000000,0.000000,0.480892,0.210840,0.397784,0.000000,0.000000,2.216822,1.702759,0.000000,10.440263,0.000000,0.000000,0.000000,44.000000,0.000000,5.752495
2.106537,1.324564,1.230063,0.883217,0.000000,0.000000,0.000000,0.347737,0.000000,1.388849,3.417515,0.000000,0.000000,1.816864,1.082391,0.108062,3.613823,0.620450,0.000000,0.534845,0.087341,0.396458,0.529383,0.000000,2.413448,0.000000,0.901017,0.328509,0.000000,0.249073,0.279763,0.060275,0.000000,0.000000,2.312438,0.000000,0.000000,1.866498,0.000000,2.205348,0.051397,0.189108,2.696751,0.884296,0.000000,10.122391,0.000000,0.000000,0.378824,2.000000,0.000000,5.800459
2.396937,0.000000,0.000000,2.118307,0.750864,0.115304,0.000000,0.260143,0.628382,1.352944,4.053324,0.119760,0.086166,2.984224,0.000000,0.542088,4.347297,1.042083,0.000000,1.941668,0.135939,0.000000,0.106195,0.011594,3.032909,0.000000,0.000000,0.000000,0.000000,0.427530,0.205881,0.000000,0.000000,0.000000,2.824903,0.000000,0.000000,2.092633,0.000000,1.636832,0.000000,0.000000,2.908228,1.133355,0.000000,10.231470,0.000000,0.000000,0.000000,44.000000,0.000000,5.828969
1.974375,0.018193,0.701207,1.151159,0.626544,0.146611,0.000000,0.379366,0.215303,0.758941,3.541115,0.000000,0.360443,3.156324,1.316801,0.000000,4.047584,0.000000,0.197193,2.169157,0.295352,0.357205,0.000000,0.000000,1.847002,0.000000,1.287214,0.000000,0.000000,0.270550,0.210622,0.225518,0.000000,0.000000,2.187422,0.000000,0.000000,0.000000,0.094555,1.993083,0.051494,0.027918,2.819674,0.592225,0.067617,9.876110,0.000000,0.000000,0.000000,35.000000,0.343263,5.847237
0.710606,0.000000,0.995965,0.095154,0.000000,0.000000,0.006714,0.000000,0.041271,5.777956,2.127995,0.160886,0.000000,1.978323,2.245496,0.855873,3.805928,0.069402,0.000000,0.000000,0.359764,0.504102,0.000000,0.000000,0.477898,0.000000,0.000000,0.678896,0.000000,0.428644,0.711406,0.064222,0.155984,0.000000,2.187422,0.000000,0.000000,1.979773,0.180333,1.845673,0.000000,0.049366,4.398571,1.995548,0.000000,10.073116,0.193521,0.154976,0.095079,2.000000,0.000000,5.852370
1.069071,0.000000,0.000000,0.474535,0.000000,0.000000,0.037431,0.000000,0.000000,3.860538,1.448014,0.191589,0.099048,0.134232,1.619063,0.864545,4.414331,0.297122,0.000000,2.331014,0.580059,0.753836,1.832218,0.000000,2.727611,0.000000,1.235127,0.000000,0.000000,0.772691,1.349212,0.000000,0.000000,0.000000,2.388011,0.000000,0.000000,0.426456,0.990720,2.725347,0.000000,0.374773,2.465749,1.009262,0.000000,10.067465,0.000000,0.056496,0.424960,97.000000,0.368765,5.871781
1.231926,0.000000,0.315884,0.582194,0.671576,0.000000,0.000000,0.000000,0.269921,3.661245,2.579726,0.000000,0.000000,2.424811,2.738542,0.000000,4.156887,3.121916,0.512041,1.453658,0.000000,0.000000,0.148893,0.000000,2.216789,0.000000,0.491111,0.000000,0.000000,0.347965,0.733788,0.000000,0.000000,0.000000,2.458355,0.000000,0.000000,2.757889,0.669258,2.403417,0.000000,0.000000,1.066949,1.757379,0.000000,9.981317,0.000000,0.308082,0.000000,6.000000,0.000000,5.946408
2.522384,0.000000,0.000000,1.430430,0.000000,0.160037,0.034346,0.000000,0.000000,1.147297,2.313695,0.000000,1.330121,2.283682,1.374758,0.000000,2.689157,0.669304,0.198615,3.363754,0.031941,0.174009,0.000000,0.033483,4.357209,0.000000,0.674269,0.898084,0.000000,0.298621,0.460837,0.000000,0.000000,0.000000,2.458355,0.000000,0.000000,0.921622,0.552964,2.029419,0.000000,0.155065,2.060935,1.105927,0.000000,10.339620,0.000000,0.000000,0.240169,44.000000,0.000000,5.988780
2.273512,0.083874,0.364436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.295897,3.531887,0.000000,0.462334,2.441612,1.428088,0.000000,3.068019,1.864296,0.308262,1.855981,0.000000,1.783647,1.782811,0.968287,4.478841,0.000000,0.465545,0.000000,0.000000,0.281365,0.152055,0.099330,0.104784,0.000000,2.230814,0.000000,0.000000,4.087536,0.129717,2.301280,0.000000,0.000000,2.509603,1.104265,0.000000,10.202856,0.000000,0.000000,0.000000,44.000000,0.171192,5.990159
1.674677,0.000000,0.916596,2.250782,0.100475,0.000000,0.000000,0.329230,0.782405,5.391283,4.235498,0.000000,0.083520,3.234858,1.855479,0.093581,4.537198,0.682228,0.000000,0.000000,0.610131,0.324830,0.219915,0.044611,0.000000,0.000000,0.000000,0.000000,0.000000,0.606244,0.185069,0.196466,0.000000,0.000000,2.388011,0.000000,0.019695,0.327921,0.000000,2.320652,0.000000,0.000000,1.335383,2.160002,0.000000,10.199314,0.000000,0.000000,0.056681,46.000000,0.470653,6.033297
2.199674,0.275592,0.885818,1.904069,0.144174,0.386057,0.000000,0.000000,0.231218,2.512856,2.977800,0.160212,0.184862,1.850539,1.956667,0.000000,3.732425,0.284107,0.000000,1.750454,0.690112,0.000000,0.029661,0.096283,0.656405,0.000000,0.603864,0.000000,0.000000,0.343706,0.420836,0.266154,0.000000,0.000000,2.142112,0.000000,0.000000,1.203930,0.172790,1.484190,0.000000,0.000000,0.954598,1.177086,0.000000,9.867159,0.000000,0.000000,0.092647,113.000000,0.000000,6.034404
1.461937,0.176481,0.000000,2.622015,0.000000,0.167582,0.000000,0.000000,0.489123,2.593830,3.623536,0.141236,0.645831,3.553539,1.224759,1.245519,4.745948,1.227056,0.000000,3.277001,0.634838,0.275751,0.401307,0.000000,2.958873,0.221970,1.391542,0.000000,0.000000,0.660152,0.328383,0.025641,0.000000,0.000000,2.230814,0.000000,0.000000,1.232915,0.000000,2.417675,0.302677,0.000000,3.266836,1.066937,0.048312,10.301981,0.169169,0.000000,0.000000,44.000000,0.000000,6.036685
0.172822,0.783095,0.060800,2.127781,0.000000,0.235997,0.088009,0.000000,0.004967,2.494635,3.704015,0.004521,0.265342,1.957547,1.469903,0.309581,4.216012,0.118398,0.000000,2.345980,0.470010,1.034867,3.118827,0.000000,1.360056,0.000000,0.000000,0.000000,0.000000,0.640969,0.793645,0.000000,0.000000,0.000000,2.555494,0.000000,0.153725,1.029325,0.002623,1.178169,0.000000,0.121799,1.709516,0.293045,0.000000,10.450332,0.000000,0.000000,0.000000,35.000000,0.000000,6.089769
1.553876,0.618673,0.864134,0.930013,0.000000,0.000000,0.537631,0.000000,0.123700,2.076272,3.551913,0.375912,0.586590,2.197012,1.090804,0.504090,3.573337,0.000000,0.000000,0.930108,0.000000,0.204366,0.166754,0.000000,1.497020,0.000000,0.484835,0.135369,0.000000,0.767068,0.564580,0.000000,0.000000,0.000000,2.187422,0.000000,0.000000,2.687086,0.000000,2.211300,0.000000,0.156516,3.095436,0.449415,0.000000,10.167521,0.000000,0.000000,0.038734,2.000000,0.560056,6.093094
2.115996,0.000000,0.711760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.055745,2.435370,0.000000,0.419490,1.298715,1.843238,0.140831,2.731005,0.741058,0.000000,0.000000,0.299629,0.536066,0.047964,0.902964,4.094535,0.000000,0.000000,0.000000,0.000000,0.323429,0.093219,0.000000,0.000000,0.000000,2.350926,0.000000,0.000000,0.000000,0.000000,1.543758,0.000000,0.000000,0.656342,0.991991,0.000000,10.223131,0.000000,0.000000,0.000000,16.000000,0.000000,6.197666
0.956029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.271443,3.915378,3.599797,0.835905,0.000000,2.302885,1.845124,0.879953,3.260864,0.000000,0.000000,1.618280,0.212752,0.087177,0.000000,0.000000,1.114101,0.000000,0.000000,0.000000,0.000000,0.931858,1.430135,0.000000,0.000000,0.000000,1.879864,0.000000,0.000000,0.000000,0.000000,1.957939,0.000000,0.000000,0.313904,1.240540,0.000000,10.803788,0.000000,0.000000,0.000000,46.000000,0.000000,6.369409
1.964002,0.087397,0.015318,1.016340,0.000000,0.000000,0.000000,0.167919,0.000000,1.422074,3.456200,0.410791,0.000000,2.438102,1.819656,0.000000,3.442251,0.080579,0.000000,2.320837,0.214264,0.217560,3.490676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.677325,0.853742,0.213433,0.000000,0.000000,2.388011,0.000000,0.461044,2.868572,1.067605,2.833568,0.000000,0.000000,0.807646,0.209182,0.000000,10.867220,0.143683,0.475560,0.104388,35.000000,0.000000,6.373464
1.396475,0.669649,0.681752,2.374476,0.000000,0.000000,0.000000,0.857666,0.236132,2.295955,3.041853,0.000000,0.184695,2.934177,2.044519,0.105374,4.067237,0.304057,0.000000,2.927110,0.438456,0.000000,1.880875,0.000000,0.402693,0.000000,0.829951,0.408263,0.000000,0.321637,0.442394,0.194989,0.094422,0.000000,2.230814,0.048865,0.000000,2.417929,0.000000,2.917789,0.000000,0.005333,1.677767,1.789193,0.000000,10.795090,0.000000,0.000000,0.000000,35.000000,0.000000,6.378007
0.779761,1.001949,0.000000,1.272252,0.000000,0.000000,0.000000,0.930261,0.097295,4.123178,2.640568,0.126347,0.159171,1.241618,1.638030,0.997561,3.609911,0.419830,0.000000,2.698442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017589,0.000000,0.246725,0.094448,0.000000,0.000000,0.000000,2.142112,0.000000,0.000000,0.000000,0.000000,2.661283,0.000000,0.000000,0.092953,0.703699,0.041272,10.895231,0.000000,0.000000,0.000000,46.000000,0.000000,6.378195
