"R_670_14-A", "R_780_60-A", "V_450_50-A", "YG_586_15-A", "YG_780_60-A", "B_710_50-A"
113.88,662.11,429.14,2167.44,1719.08,4300.08
20.44,803.73,268.32,1714.24,2992,2823.4
543.85,3287.92,932.24,3649.36,726,18645.8
1192.82,5807.88,2634.18,2194.72,789.8,22008.1
638.75,7555.5,1170.46,3639.24,1542.64,28021.2
857.02,3993.83,2157.74,5387.36,909.04,25218.3
591.3,1633.74,942.56,1742.84,2102.32,13714.2
1906.03,12125.3,1777.62,4084.52,3232.68,60798.5
491.29,3459.47,667.36,2962.08,1685.64,8341.76
832.2,3618.61,1007.06,4266.24,1268.08,21992.9
878.19,6685.34,655.32,2684.44,1198.12,28462.8
616.12,6045.13,668.22,3137.64,1020.36,19820
1355.61,4794.64,1213.46,5261.08,1129.92,34918.2
1344.66,6962.74,2179.24,2276.56,1469.16,58321.6
1183.33,9898.8,4920.06,6107.64,2302.96,40959.4
2376.88,3704.75,727.56,4519.68,864.16,22685.2
231.41,765.04,405.06,1260.6,692.12,4009.76
39.42,556.26,253.7,1337.16,1675.96,1766.24
447.49,7659.16,565.02,1644.72,1588.4,12309
141.62,1185.52,598.56,2465.32,3813.48,4069.04
643.86,2187.81,1995.2,6709.56,790.68,28339.6
205.13,935.13,492.78,1884.96,1290.08,3861.56
480.34,1387.73,811.84,4753.76,768.24,9461.24
905.93,4561.77,1918.66,1344.2,713.68,22660.9
28.47,1754.19,531.48,3101.12,5841.88,5489.48
881.84,4184.36,1215.18,2716.12,3033.8,28850.4
367.92,1779.01,681.98,1998.92,974.6,6673.56
748.25,5868.47,1575.52,2737.68,1003.2,14590.5
1976.11,31877.6,4167.56,4579.08,4213,68108.9
723.43,3287.92,941.7,1778.92,4114.44,16685
1145.37,7930.72,748.2,1695.32,2302.52,16300.5
295.65,4689.52,395.6,1491.6,682.44,11862.1
549.69,4442.78,1543.7,8014.16,1841.4,19142.1
466.47,7403.66,829.9,2511.96,720.72,8000.52
247.47,1277.5,454.08,1349.04,1070.52,3819.76
829.28,15205.9,1153.26,2135.76,1952.28,21474.6
900.82,18490.2,1500.7,5186.28,2171.4,22909.4
319.01,1729.37,952.88,2026.2,1011.56,5205.24
297.84,1103.03,2333.18,9034.96,1178.32,14867.1
778.18,3145.57,1375.14,3375.68,4664,14462
2221.39,14836.5,810.98,3072.52,1577.4,19595.1
524.87,3093.01,768.84,2067.56,652.08,16961.7
869.43,5256,961.48,5536.52,1219.68,28193.7
478.88,6266.32,628.66,3112.12,921.8,16881.9
166.44,1137.34,647.58,1464.76,2454.32,5761.56
1513.29,7828.52,1325.26,4465.56,1536.92,40353
167.17,828.55,404.2,1929.84,2339.48,5493.28
244.55,1516.21,640.7,1697.52,1580.92,5817.04
1521.32,5761.16,1056.94,3247.2,1048.08,21164.5
1756.38,4774.93,1684.74,8918.8,1571.24,36759.7
106.58,1035.14,225.32,1311.2,1185.8,3371.36
707.37,6413.78,571.04,2211.44,2106.28,11622.7
283.97,916.88,468.7,1540,1239.92,4535.68
640.21,3841.99,1015.66,7927.04,1187.56,21342.3
289.81,1435.91,504.82,1852.4,1012.88,5196.12
30.66,1265.09,432.58,2926,3217.28,3192
211.7,556.26,5805,3900.6,426.36,7657
538.01,2832.4,900.42,2292.4,4369.2,12701.1
1092.81,4125.96,2985.06,2054.8,894.96,38240.2
137.24,5993.3,347.44,1257.96,3167.12,3572
400.04,1754.92,522.88,1904.76,1316.48,6481.28
1526.43,6507.22,1984.02,6734.64,1220.56,36270.2
56.94,1651.26,389.58,2611.84,5287.48,3742.24
1630.09,49098.3,1480.92,3149.52,4414.08,33542.6
1286.99,21854.7,6366.58,6086.52,3042.6,22775.7
143.08,2033.05,600.28,2572.68,5546.2,5111.76
343.83,2204.6,750.78,2643.52,1414.16,6703.96
88.33,211.7,2649.66,5794.8,874.72,4340.36
888.41,24145.5,2964.42,13554.2,2861.32,22758.2
213.89,1600.16,524.6,2082.96,2967.8,6753.36
603.71,7713.18,700.9,2406.36,1394.36,24317
600.06,16787.1,3053.86,3642.32,2088.24,15366.4
586.92,3012.71,642.42,2684,2040.72,8353.16
603.71,16323.5,1445.66,4337.96,1954.92,9690.76
1032.22,8143.88,1379.44,2554.2,1616.12,32989.3
79.57,2352.79,441.18,2376.44,7402.12,3784.04
1123.47,7735.81,1061.24,2002,1357.4,44930.4
291.27,2552.81,407.64,3174.16,6674.8,7318.8
714.67,4537.68,1610.78,2101.44,891.88,36223.9
68.62,913.23,3298.1,2924.24,1413.28,3508.92
137.97,2592.23,522.02,2925.56,7251.64,5939.4
916.88,7213.13,596.84,2483.36,1279.96,46179.9
288.35,1511.83,326.8,1892.88,945.12,4955.96
54.02,1151.94,511.7,2585.88,3016.64,6375.64
489.83,4117.2,3774.54,2119.92,641.52,10074.6
1819.16,13906.5,3203.5,3092.76,1999.36,25251.8
912.5,5391.78,801.52,2994.2,937.2,14324.5
851.18,10883.6,619.2,2260.72,2671.24,32550.8
158.41,602.98,501.38,1601.16,1720.84,3436.72
1228.59,3933.97,1561.76,7208.96,911.68,25991.2
987.69,10810.6,934.82,4700.96,5259.76,28726.5
858.48,2773.27,1698.5,16925,1421.2,29908.3
197.83,832.2,518.58,3732.52,1400.08,5275.16
81.03,2454.99,285.52,1343.76,1955.36,2614.4
700.8,3198.13,822.16,1585.32,629.64,22068.1
957.76,3210.54,1722.58,6031.52,1254,27120.6
43.8,796.43,4040.28,3691.16,1274.24,4142.76
714.67,4018.65,1660.66,4191,1604.68,23712.8
465.74,12613.7,494.5,2243.56,1567.72,14057.7
667.95,8438.07,656.18,2532.64,1707.2,19414.2
909.58,3749.28,853.12,1809.72,906.84,21337.8
503.7,1563.66,6738.1,27014.7,4394.28,29518.4
1387,4509.94,664.78,1400.08,663.52,16612.8
943.16,3912.07,903.86,5651.36,1161.6,28224.9
903.74,4527.46,883.22,5375.92,990.88,17794.6
70.08,719.05,369.8,3683.68,2288.44,2988.32
219.73,1032.22,475.58,1320.44,1194.16,2615.92
738.03,23786.3,4162.4,5683.48,2887.28,24386.9
609.55,10874.1,1929.84,2495.24,1487.2,19878.6
592.76,2525.8,559.86,2637.8,529.32,15091.3
849.72,6019.58,851.4,3628.68,3453.12,14174.8
941.7,12836.3,5691.48,9405.88,2702.48,29750.2
199.29,1095,487.62,1481.04,1135.64,3638.88
1248.3,6959.09,857.42,2571.36,1967.24,21275.4
205.13,1316.92,327.66,1361.36,1082.84,4252.2
752.63,4826.03,873.76,4819.76,979,23787.2
796.43,1861.5,528.04,1265.88,517.44,22569
1087.7,3532.47,1287.42,5764,1037.96,23315.3
749.71,2152.77,1406.96,1459.92,648.56,37060.6
1103.76,5428.28,1340.74,10783.5,1441,42445.2
356.24,3698.18,688,1352.12,569.36,9941.56
167.17,927.1,356.9,1394.36,856.24,3126.64
1641.77,8892.13,2195.58,13275.2,2063.16,52456
818.33,6246.61,1419,2704.24,917.4,19924.2
613.93,4933.34,532.34,2337.72,1739.76,11075.5
1622.79,11358.8,1962.52,4313.32,1804,40904
1059.96,5258.92,1376,4524.08,1111.88,27468.7
1024.19,7824.14,1139.5,3227.84,1301.52,42231.7
536.55,5577.2,853.12,1742.4,740.08,14405.8
161.33,578.16,368.08,3388,414.04,4624.6
828.55,5220.23,1025.98,3521.76,1242.12,25010.1
267.91,530.71,442.04,4226.64,311.08,16387.1
70.08,813.22,515.14,1751.64,1882.76,3930.72
1396.49,4282.91,1504.14,6851.68,1282.16,30336.9
500.05,2984.97,649.3,3177.24,752.84,14867.1
348.94,1419.85,518.58,2810.72,3454.88,6491.92
360.62,2392.21,872.9,1679.48,432.52,14170.2
911.77,34999.9,1069.84,4039.64,3403.84,18065.2
363.54,2970.37,583.08,2152.92,1627.56,8481.6
59.86,329.23,264.02,1366.2,1136.08,2512.56
372.3,5431.2,8289.54,11086.7,4087.16,13401.1
573.05,12134.1,1523.06,5067.92,3420.12,16747.4
164.98,1149.02,657.9,3370.4,3659.92,6422
329.96,2022.83,762.82,2830.52,1179.2,6984.4
272.29,1107.41,366.36,1343.76,776.16,3602.4
489.1,6281.65,881.5,1638.12,996.6,12419.2
2006.04,3018.55,5150.54,4753.32,604.56,5955.36
162.79,494.94,268.32,1022.12,480.48,2238.2
521.95,3198.13,597.7,2926.44,1778.48,9437.68
5771.38,3403.99,21622.1,6089.16,706.64,8744.56
104.39,500.78,377.54,1477.08,858,4009.76
860.67,13134.9,962.34,2296.36,1667.16,25418.2
2165.18,5360.39,781.74,1529.44,1410.64,26058.1
328.5,681.09,542.66,1499.52,376.64,7876.64
820.52,4559.58,833.34,3475.56,2330.68,11922.9
195.64,989.15,343.14,1285.68,1028.72,4577.48
672.33,5556.76,1184.22,2124.76,4268.44,12630.4
341.64,783.29,1023.4,8321.72,669.68,11705.5
726.35,6081.63,941.7,2230.36,1177,32000.6
233.6,851.18,259.72,1175.24,726.88,3528.68
328.5,1482.63,536.64,1794.32,697.4,4478.68
248.2,759.93,435.16,2010.36,619.08,5323.04
2073.2,5477.19,2001.22,3456.2,1747.24,87318.7
166.44,1502.34,332.82,1379.84,1416.8,3655.6
1238.81,2933.14,1116.28,9315.68,902.44,17423.8
247.47,1288.45,495.36,2290.2,1389.96,5128.48
313.9,1157.78,517.72,2291.08,832.92,4967.36
1752,4071.94,3410.76,3019.72,1297.56,61986.4
198.56,1101.57,5524.64,11143,2074.6,12136.4
3570.43,191263,5233.96,4501.2,11451.4,31799.2
815.41,9473.94,695.74,2958.12,1850.2,24079.1
148.92,1154.86,277.78,1558.48,704,4064.48
282.51,1561.47,411.94,1459.48,1095.16,5172.56
894.25,6206.46,523.74,2537.04,1067.44,24123.2
868.7,9140.33,1545.42,2180.2,1171.72,16275.4
242.36,1968.81,746.48,2250.6,3196.16,7156.16
402.23,3244.12,281.22,1547.04,1096.48,6966.92
1289.18,7982.55,2879.28,4762.56,1183.6,14419.5
743.87,6952.52,1729.46,6550.28,967.56,18754.5
1735.94,6806.52,1645.18,7348,1729.64,46779.5
530.71,2098.75,626.94,5236.88,628.32,16270.8
913.96,2823.64,954.6,2756.16,654.72,23443
812.49,3698.91,1232.38,6944.96,991.32,21935.1
1551.25,9163.69,714.66,1564.64,2104.52,29034.3
908.85,13613.8,842.8,3483.04,2148.08,22758.2
313.17,1600.89,380.12,1263.68,1123.32,5489.48
21.9,1422.04,384.42,1730.52,4044.04,3952
730.73,4928.23,393.88,1664.52,898.92,19400.5
748.98,1705.28,1333.86,1950.08,621.28,37083.4
486.91,1954.21,543.52,2031.04,1052.92,7067.24
762.85,5055.98,907.3,5259.76,1118.04,18276.5
1087.7,3480.64,3323.9,2423.52,741.84,32898.1
116.8,657.73,157.38,1848.88,1482.36,2935.88
1370.21,4302.62,1435.34,2008.16,1230.24,50916.2
1128.58,7883.27,849.68,2872.32,1339.8,33452.2
646.05,4655.21,1045.76,3166.68,1153.24,24245.5
316.09,1281.88,708.64,1895.08,934.56,6287.48
896.44,2367.39,862.58,3954.72,755.92,12549.1
1388.46,3312.01,1359.66,8401.36,957.44,29819.4
57.67,6613.07,245.1,1272.04,543.84,3087.88
35.04,1911.87,332.82,2167.44,6730.24,4143.52
338.72,2244.75,574.48,2111.12,1400.96,6573.24
419.02,2771.81,893.54,2708.64,4804.8,9237.8
783.29,6315.96,898.7,3612.84,1669.36,24709.9
-8.03,1378.24,186.62,3680.16,4667.08,3015.68
534.36,2417.76,469.56,1806.64,927.52,6868.12
403.69,1332.98,1551.44,1970.32,425.04,19544.2
532.9,29954.1,839.36,6043.4,3504.16,8084.12
110.96,1037.33,213.28,1441.88,3202.32,3051.4
660.65,2522.15,1635.72,10510.7,1205.16,23503
345.29,2568.87,686.28,3197.04,1798.72,7372
208.05,1957.86,420.54,1312.52,887.48,5433.24
767.96,5954.61,975.24,2481.16,1123.76,18781.1
130.67,1714.04,774.86,2079,5091.68,5204.48
1285.53,10208.3,1800.84,2089.56,1329.24,28062.2
1622.06,21168.5,1553.16,5496.92,4555.76,27844.9
167.17,1335.17,410.22,1866.04,1330.12,4747.72
1139.53,2928.03,1396.64,1930.72,828.52,46431.4
102.2,656.27,133.3,1453.32,1437.04,1820.96
1586.29,6776.59,1713.12,6355.8,1806.64,49839.3
486.91,5132.63,1908.34,9874.48,3389.32,17460.2
163.52,1933.04,1062.96,3779.6,5694.48,7066.48
178.85,1434.45,331.1,1411.08,946.44,3812.16
576.7,6525.47,2615.26,2077.24,1037.96,30102.8
1200.12,14808.1,1204,3391.96,2278.76,34241.8
281.05,1210.34,500.52,1722.6,1166,5158.88
200.02,1077.48,532.34,2569.16,718.52,5389.92
908.85,4642.8,1625.4,8288.28,1621.4,19196.8
1158.51,7520.46,2057.98,6741.68,2585.44,30238.9
326.31,1526.43,1106.82,2772.44,2741.2,11348.3
617.58,6582.41,1063.82,3412.2,2991.56,22555.3
1222.02,12529.7,1117.14,3721.52,2217.6,41452.7
405.88,6099.88,632.96,1950.52,2322.76,12064.2
286.89,2009.69,208.98,1632.4,1578.72,5894.56
145.27,948.27,773.14,5401,579.48,6350.56
2028.67,5592.53,1789.66,3467.64,2042.92,85851.1
356.97,2451.34,445.48,1600.72,1712.04,6518.52
135.05,6698.48,331.1,3028.08,2134.88,4175.44
897.9,6707.24,1521.34,2553.76,1026.08,14675.6
942.43,12142.8,7623.9,10334.3,1864.28,33646
435.81,2901.02,318.2,1311.64,1604.24,7176.68
853.37,31199.5,682.84,2414.28,9099.2,30314.1
827.82,7551.12,1252.16,3530.12,1281.28,22077.2
236.52,924.91,368.94,1345.96,1118.92,3986.96
721.97,22917.6,722.4,2958.56,2676.96,13996.9
486.18,19315.8,995.88,2461.8,1917.52,6988.96
584.73,3503.27,493.64,2191.64,1153.68,8965.72
1073.1,3387.93,1182.5,5902.16,840.84,24642.2
3263.83,12532.6,2118.18,6006.88,1626.24,23233.2
164.98,646.78,334.54,1088.12,547.36,2976.16
616.12,10585.7,9939.02,1604.68,1971.64,16096
827.09,11135.4,913.32,4432.56,1693.12,31966.4
458.44,1288.45,667.36,3302.2,382.8,9440.72
738.76,2108.97,2459.6,7219.96,1318.68,15240.3
457.71,19704.2,1507.58,3548.6,1864.28,14969
2010.42,6014.47,560.72,1457.72,1377.64,23292.5
1054.12,6101.34,1369.12,3483.04,1173.48,29459.1
688.39,1833.76,8655.9,15227.1,1040.6,21820.4
1408.9,11618.7,1147.24,2977.92,4687.76,32872.3
486.91,4574.91,6854.2,2321.88,696.96,15312.5
437.27,1121.28,1287.42,3405.6,2549.8,7780.88
1484.09,13304.2,1504.14,5009.4,3494.04,52148.9
455.52,1923.55,1113.7,4561.04,2715.68,12997.5
493.48,3182.8,1353.64,2257.64,587.4,15312.5
722.7,3323.69,3354,2195.6,1306.36,16493.5
175.2,1034.41,335.4,914.76,574.2,3424.56
194.18,840.96,1374.28,1687.84,1729.2,5713.68
976.01,5906.43,727.56,2841.52,1037.96,17434.4
470.85,1294.29,571.04,2907.08,440,11965.4
1335.17,7820.49,1124.02,6336.88,1628.44,40552.8
1286.26,32139,3490.74,7514.76,4039.64,35110.5
805.19,12496.1,779.16,2690.16,1439.24,29256.2
550.42,4531.84,2157.74,1900.36,2968.24,19739.5
520.49,2095.83,1183.36,7604.96,846.56,21112.8
419.75,1116.17,725.84,8879.64,717.64,11330.1
374.49,1438.1,499.66,1561.56,957,4990.16
540.2,2693.7,373.24,1690.04,1048.08,7061.92
136.51,294.92,1534.24,5322.68,596.2,5198.4
583.27,3309.09,559.86,1778.92,1373.24,8072.72
2184.89,18291.6,1990.04,4839.12,2436.28,53559.5
900.82,1526.43,1164.44,2269.08,1807.52,17245.9
991.34,9402.4,1465.44,4382.84,1507.88,35055.8
1730.1,5605.67,1333,3601.4,1709.84,68979.9
1270.93,10044.1,1943.6,4279.88,1734.48,29355.8
620.5,2476.89,1284.84,5699.76,1154.56,22692.8
498.59,1926.47,509.12,2048.64,1150.6,7828
86.87,768.69,561.58,1957.12,2204.84,4265.12
1040.25,8551.95,2235.14,6758.4,3033.8,27359.2
1113.25,3362.38,758.52,4001.8,783.2,22916.3
1003.02,8285.5,2051.96,4285.16,1541.32,37344.1
3198.13,9568.11,1012.22,1724.36,1408.88,49304.2
251.85,3398.88,1788.8,4594.48,1261.04,10107.2
616.12,1239.54,2255.78,10718.8,2031.92,15286.6
624.15,2993.73,653.6,2893.44,953.04,15090.6
1589.94,10839.8,1578.1,1600.28,2438.92,26161.5
581.08,3347.78,1147.24,1197.24,616.44,17581.1
1820.62,6283.11,1528.22,8671.08,2082.52,54339.2
1308.89,6603.58,1468.02,3185.6,1212.2,29752.5
520.49,1657.1,998.46,2841.52,790.24,14411.9
290.54,1992.17,356.9,1551.88,1261.92,4531.88
236.52,1450.51,440.32,1397,1035.76,3951.24
189.07,7377.38,2815.64,1627.56,667.48,22136.5
365.73,12338.5,481.6,1056.88,933.24,26413
114.61,748.25,-98.04,3331.68,815.32,6089.88
727.81,12902,203.82,5577.88,1501.72,19836
194.18,1585.56,497.08,5553.68,361.24,14053.9
567.21,1438.1,813.56,3826.68,567.16,16982.2
340.91,6775.86,313.04,1662.76,773.96,7278.52
1560.01,10917.9,1517.9,3935.36,1848.88,36975.5
109.5,1329.33,389.58,2687.52,4083.2,4452.08
320.47,1773.9,182.32,2697.64,1297.12,8518.84
470.85,3105.42,426.56,1513.6,588.28,12390.3
559.18,3702.56,452.36,1327.92,1180.96,6589.96
485.45,1321.3,839.36,6378.24,1011.56,10307.1
1374.59,6559.05,572.76,2556.4,2172.28,17009.6
1157.05,11748.6,1824.92,5458.64,2037.64,34472.8
754.82,8730.8,594.26,2223.32,1491.16,35084.6
294.92,586.92,1725.16,3696.88,883.52,7503.48
481.07,3621.53,4045.44,1641.2,2245.32,14120
1215.45,11107.7,4725.7,1862.96,1412.4,22296.1
313.9,968.71,419.68,1751.64,1228.92,5319.24
1121.28,3920.1,2424.34,18055,1780.68,46592.6
132.86,226.3,328.52,1037.96,125.4,4002.16
1929.39,7991.31,1662.38,12875.7,1888.92,52532.7
83.95,852.64,230.48,1612.16,2396.68,2224.52
608.09,4611.41,627.8,2426.6,3127.08,10410.5
938.05,3484.29,2988.5,4167.68,880.88,28270.5
332.88,1424.96,803.24,4016.32,588.72,8493.76
90.52,668.68,232.2,1005.84,488.4,3272.56
1110.33,3322.96,2266.96,6228.2,1451.56,46448.2
35.77,705.18,405.06,1786.84,1966.36,3008.08
593.49,1993.63,605.44,3522.64,619.96,6618.84
293.46,2684.21,357.76,1149.72,1171.28,6260.88
332.88,1456.35,446.34,1691.36,1073.16,5184.72
174.47,1223.48,362.92,1796.96,939.4,3904.12
38.69,369.38,294.12,1388.64,1126.84,1892.4
758.47,10282,786.9,3071.2,1306.8,21333.2
340.18,1668.05,532.34,1870.44,1138.72,5376.24
189.07,1164.35,586.52,1793.88,1791.68,6010.84
970.9,2568.14,1043.18,3238.4,602.36,25004.8
225.57,1872.45,527.18,1492.48,1344.64,4531.88
822.71,3352.16,780.88,7355.48,1246.08,25148.4
3184.99,1725.72,920.2,3323.32,455.4,8152.52
156.22,5485.95,249.4,2045.56,3066.36,5006.88
799.35,8478.95,479.88,2238.28,1258.4,17401.7
341.64,1633.01,423.98,2293.72,328.24,7166.8
543.12,2454.26,471.28,1444.52,1226.72,6164.36
1803.83,43280.2,1622.82,5460.4,4865.08,42899.7
636.56,9072.44,1587.56,1501.28,1081.08,26761.9
1151.94,6151.71,845.38,5523.76,1049.84,26541.5
431.43,3660.22,743.04,3098.04,637.12,12127.3
348.21,2006.77,9141.8,6097.96,3255.12,8612.32
1490.66,10445.6,1682.16,6570.08,1778.92,35251.8
638.02,2344.03,976.96,4029.96,920.48,19614.1
308.79,1666.59,533.2,1964.6,417.56,10241.8
162.06,1692.14,294.98,1693.56,2082.96,4100.2
262.07,770.88,399.9,1854.16,1098.68,5298.72
1182.6,4118.66,1236.68,3244.12,717.64,19234.1
1224.21,5119.49,1609.92,18013.2,1833.48,37999.2
751.9,1973.92,1273.66,2927.32,2345.64,12353.8
307.33,1173.11,533.2,1914,833.8,5762.32
683.28,2678.37,423.98,1673.76,730.4,8002.8
1057.77,8770.95,1729.46,2523.84,1444.96,38635.4
869.43,6627.67,1441.36,6298.16,1153.24,24994.1
674.52,2722.17,2287.6,22037.4,1659.68,24519.1
1009.59,30034.4,1071.56,3791.92,3268.32,25495.7
110.23,1156.32,267.46,3299.12,3645.4,4736.32
1139.53,14951.9,705.2,3389.76,2678.28,42842
1119.82,3106.15,969.22,3962.2,780.56,23614.7
121.91,242.36,443.76,1589.72,825.44,3610.76
248.2,1727.91,414.52,1596.76,706.2,5443.88
155.49,831.47,396.46,1529.88,991.76,3730.08
297.11,1662.21,270.04,1259.28,986.48,4195.2
998.64,19617.3,750.78,6339.96,10813.4,30875
886.95,5297.61,1309.78,2226.4,1010.68,35303.5
283.97,1915.52,467.84,1353.88,1286.12,4968.12
435.81,893.52,1313.22,1486.32,297,18019.6
465.74,2228.69,570.18,5391.32,713.24,13850.2
947.54,11363.9,771.42,3354.12,1529.88,36389.6
1330.79,3966.09,976.96,6134.48,1113.2,28262.1
787.67,3174.77,952.88,7446.56,766.92,20498.7
724.16,2671.8,1106.82,1910.48,905.96,11435.7
612.47,6269.97,1027.7,1617.44,815.32,15543.5
1709.66,5801.31,2605.8,6598.24,2769.36,41907.9
912.5,7085.38,1324.4,2446.4,1105.72,26350
922.72,19496.8,2339.2,3736.48,1717.76,21308.9
715.4,5481.57,427.42,1846.68,1818.08,10823.9
800.08,3004.68,850.54,8352.08,1210.44,18027.2
1645.42,23596.5,2654.82,7121.4,3764.2,47910.4
957.03,8667.29,1271.08,4216.08,1546.16,28701.4
383.98,1884.86,752.5,4455,867.68,12172.9
721.24,5562.6,447.2,1226.72,660.88,10417.3
1405.25,7491.26,1185.08,4386.36,1473.56,28089.6
1805.29,7543.82,1571.22,2240.04,1096.48,18150.3
318.28,2712.68,270.9,1534.28,2004.2,6497.24
1635.2,7973.06,1213.46,6677.44,1444.52,30876.5
1428.61,9672.5,701.76,2857.36,2075.04,33680.2
327.77,2390.75,294.98,1386,1162.48,5421.08
202.21,6570,444.62,1903.44,2228.6,4510.6
220.46,2048.38,473,2625.04,1179.64,6353.6
1092.81,9637.46,2272.12,5491.64,1741.96,32691.4
281.78,1750.54,916.76,2411.64,519.2,12620.6
1302.32,4644.99,858.28,2475,1192.4,22651.8
880.38,3812.79,844.52,4771.36,792.88,18772.8
511.73,1606,1640.02,3030.28,624.36,17680.6
5583.77,16259.3,2251.48,4447.52,2514.16,62467.4
413.91,2664.5,824.74,2548.92,596.2,10233.4
773.8,4315.76,1816.32,2310.44,823.24,20566.4
551.15,1638.85,474.72,2649.68,297,10814
1096.46,4304.81,840.22,2664.2,1191.08,41579.6
784.02,2819.26,792.06,7852.68,1542.64,18805.4
936.59,8259.95,1055.22,2939.64,1620.08,24134.6
511,3725.92,1181.64,3075.6,9690.56,12446.5
616.85,4326.71,591.68,2429.68,1967.68,12665.4
716.13,2555,955.46,9273.44,1346.4,27242.2
2470.32,9251.29,643.28,3387.12,2272.16,40560.4
118.26,805.19,611.46,1650,1998.48,4261.32
1476.06,10773.3,1715.7,3193.52,2101.88,53672
1188.44,28878.1,774.86,3134.12,2598.2,25140.8
914.69,3011.98,1310.64,8421.16,1023.44,24636.2
1067.26,4489.5,993.3,3350.16,764.72,28325.2
707.37,2232.34,987.28,3964.4,827.2,17878.2
958.49,7640.18,1555.74,3125.32,1393.92,30542.1
844.61,5321.7,1468.02,2363.24,921.36,32023.4
239.44,978.2,503.1,3392.4,414.92,7894.88
983.31,3420.78,1388.04,10300.4,1225.84,31571.2
464.28,1744.7,866.88,5603.4,1031.8,13473.3
640.21,4517.24,737.88,1430.44,736.12,14905.1
765.77,6686.07,575.34,2188.12,1089.88,32519.6
193.45,1519.13,389.58,1695.76,1411.08,4879.96
7044.5,41651.6,1381.16,4455.44,5057.8,83063.4
695.69,2981.32,417.96,1873.52,1014.2,8170.76
1815.51,57929.9,1166.16,4046.24,9602.12,34102.7
579.62,3878.49,734.44,2547.6,1644.72,10403.6
152.57,948.27,294.98,1059.08,537.24,3297.64
386.9,1937.42,663.06,2076.36,1307.24,5774.48
370.84,1683.38,453.22,1757.36,1035.76,6574
926.37,3693.8,3050.42,8822,1760.88,34038.1
1298.67,7735.08,262143,2682.24,1382.04,22392.6
352.59,2478.35,576.2,1936.44,1505.68,6300.4
1140.26,24288.6,6661.56,12062.2,3600.96,29677.2
634.37,4239.84,654.46,2511.52,1791.24,10997.2
914.69,6013.01,464.4,2318.8,3119.6,13962.7
2084.15,15924.2,338.84,1554.52,1890.68,14939.3
193.45,966.52,307.88,1290.52,553.52,3447.36
1013.24,8819.86,1022.54,3924.8,6361.08,17800
216.81,852.64,1853.3,858,256.96,8030.16
625.61,2271.03,2312.54,6038.12,1305.04,23324.4
421.21,1762.22,474.72,1489.84,1288.76,5089.72
1158.51,12083.7,1400.94,3923.48,1870,34884
408.07,2184.89,528.04,2067.12,1414.6,6881.8
98.55,308.06,253.7,1876.16,872.96,3401.76
773.8,10550.7,704.34,2122.12,1417.24,25111.2
1884.86,5299.07,602,1512.28,1896.84,18809.2
1273.12,10987.2,4458.24,3627.36,2264.24,42862.5
510.27,3046.29,950.3,1914.88,638.44,24521.4
916.15,4353.72,2242.02,3534.08,913,13396.5
1702.36,7911.74,1132.62,3857.48,1408.88,27319.7
103.66,1395.76,367.22,1841.84,3692.92,4427
1902.38,5423.9,793.78,1846.24,2129.16,19638.4
451.14,1638.85,720.68,3615.92,568.92,15668.2
143.81,2896.64,731.86,2752.2,5276.92,8135.8
1553.44,33842.1,1920.38,7574.16,3773.44,41904.9
542.39,3703.29,453.22,1687.4,1734.48,8830.44
52.56,954.11,350.02,1833.48,2789.6,2816.56
1375.32,7148.89,1445.66,2635.16,1482.8,35200.9
1438.83,14543.8,1591.86,8215.68,2234.32,39526.8
1173.11,10660.9,1708.82,3571.04,1981.32,34354.3
162.06,607.36,300.14,1361.8,916.96,2954.88
465.01,4453.73,1129.18,7293,895.84,17373.6
317.55,1325.68,442.04,2720.08,343.64,10252.4
143.08,694.96,513.42,1426.04,2350.04,5099.6
129.94,781.83,357.76,2083.84,2711.72,5387.64
1699.44,9035.94,1665.82,11796.4,1939.96,46069.7
432.16,2969.64,485.9,1624.04,540.76,16150
545.31,4113.55,825.6,1877.04,691.24,17220.8
2179.05,7556.23,2995.38,3696,1726.12,82559.6
744.6,8208.85,755.94,1799.16,1233.76,33283.4
394.93,11115.7,486.76,1855.92,1454.2,8665.52
631.45,9360.06,597.7,2894.76,2486.88,24665
995.72,16635.2,2616.98,3740.44,1797.4,20972.2
100.74,522.68,292.4,1996.28,1276.88,2252.64
860.67,7930.72,688,1935.56,2292.84,25856.7
131.4,1314,4502.96,12980.9,3851.76,12750.5
219,735.11,958.9,3678.84,568.04,7343.88
1486.28,2222.12,1683.02,4265.8,561.88,21798.3
475.96,3006.87,737.02,2109.36,1287.44,13609.3
908.12,4655.21,713.8,3506.8,840.84,20683.4
133.59,908.12,509.98,1848.88,2714.8,4894.4
589.84,1717.69,1529.08,3531.88,725.56,19694.6
1110.33,5864.82,1193.68,10962.2,1785.96,32276.4
1009.59,9554.24,731,4336.64,1412.84,39543.6
932.94,5187.38,470.42,1987.92,1680.8,11777
713.94,4616.52,1002.76,3726.8,7177.72,22114.5
314.63,2619.24,856.56,2845.04,7216.88,8306.04
3152.87,18225.9,1107.68,2742.52,4052.84,53900
636.56,10806.9,543.52,1723.04,1345.52,20270
1711.12,18138.3,1540.26,4069.12,2565.2,39741.9
511.73,3111.99,2113.02,1458.6,537.24,14158.8
681.09,7675.95,1720.86,7065.52,3072.96,20360.4
1326.41,4178.52,1336.44,5841.44,1102.2,28696.1
