"R_670_14-A", "R_780_60-A", "V_450_50-A", "YG_586_15-A", "YG_780_60-A", "B_710_50-A"
161.33,4229.62,358.62,1609.08,4188.8,4454.36
252.58,1310.35,457.52,1598.52,1236.4,3864.6
667.95,7094.87,1011.36,1903.88,1059.96,15475.9
629.26,3221.49,1123.16,2728,938.08,19429.4
832.2,14170,2370.16,1973.4,1432.2,16957.1
446.76,2394.4,589.1,2121.68,1746.36,5810.96
129.21,1159.24,438.6,1393.04,3015.32,4570.64
816.14,25192.3,1580.68,7319.84,3295.6,21860.6
563.56,3320.04,769.7,2297.68,1655.28,8422.32
667.95,3809.87,3360.88,7661.72,4820.64,21904
1244.65,2320.67,3462.36,2085.16,682,42475.6
440.92,2062.98,318.2,1360.92,1074.92,5135.32
492.75,5257.46,925.36,2642.2,3193.08,10127.8
465.01,13186,466.12,1764.84,1347.28,12400.2
385.44,2692.24,373.24,1620.96,1154.56,6550.44
731.46,2794.44,1154.12,3507.24,1018.6,22950.5
571.59,1614.76,1120.58,4591.4,671.44,15560.2
313.17,1640.31,489.34,1691.8,978.56,5342.8
985.5,16078.2,1372.56,6601.76,2676.96,27897.3
2713.41,8817.67,2212.78,2351.8,1260.16,24475
720.51,19811.5,5567.64,7114.36,2082.52,15307.2
904.47,3668.98,1738.92,13502.7,1848.44,33188.4
600.06,2862.33,552.98,1943.48,1263.68,9068.32
934.4,3974.85,774.86,1573.44,842.6,25931.2
1089.16,2287.09,1868.78,2035,865.04,50177.5
157.68,1522.05,411.08,2527.8,5522.44,4858.68
1252.68,4086.54,13015.2,15710.2,1995.84,47893.7
242.36,1314.73,459.24,1452.88,959.64,4276.52
296.38,1759.3,360.34,1357.4,1407.12,5274.4
186.15,2604.64,602.86,5385.16,2522.96,14007.6
313.17,2537.48,581.36,1702.36,1134.32,6311.04
592.76,4081.43,1346.76,3445.64,1402.72,14023.5
1576.8,4029.6,2421.76,2961.64,995.72,58476.7
665.03,5385.21,595.12,2519.88,1004.96,29561.7
531.44,1284.07,485.04,1313.84,281.16,8810.68
830.01,4528.92,822.16,1776.72,587.84,7096.88
1702.36,12316.6,2922.28,3821.4,2063.16,44020
338.72,1385.54,2412.3,5476.68,1263.68,14680.2
877.46,5120.95,1085.32,2341.24,974.16,18900.4
402.96,1473.87,712.08,4661.8,564.08,11545.9
302.22,2171.75,403.34,1842.28,1446.72,4436.12
107.31,728.54,423.12,1498.64,1534.28,4577.48
281.78,1346.85,512.56,1771,306.68,6600.6
618.31,2998.84,1223.78,7249.44,946.44,17767.3
1338.82,12296.9,2054.54,3600.52,3599.64,40234.4
115.34,2514.12,598.56,4404.4,7819.68,7173.64
1122.01,31345.5,2094.1,10840.3,3921.72,29046.4
435.81,2379.07,747.34,2982.32,586.08,12787
127.02,703.72,337.12,1183.16,625.24,3517.28
964.33,2530.18,1240.98,10100.6,1093.4,19633.1
1167.27,10400.3,1529.08,4665.32,3036.44,31584.1
486.18,3319.31,651.02,2377.76,2278.76,8399.52
1012.51,5383.75,1061.24,9226.36,1204.28,23441.4
845.34,1544.68,504.82,1174.36,616.88,2891.04
365,1522.78,907.3,2835.36,2314.84,7103.72
40.15,1153.4,255.42,1914,3096.28,2311.16
984.77,4931.15,1199.7,2649.68,1004.52,23341.9
511.73,2713.41,471.28,1713.36,568.04,15952.4
516.11,7551.85,979.54,2016.96,1471.36,15620.3
659.19,9038.13,812.7,1917.08,1030.92,20022.2
813.95,5723.93,825.6,2808.08,750.64,15592.9
1446.13,7031.36,1566.06,9301.16,1462.12,39770
202.94,973.09,636.4,1798.28,1793.88,5904.44
216.08,583.27,218.44,1393.04,802.12,2857.6
270.1,3131.7,510.84,2362.36,9854.68,6952.48
667.95,6460.5,1166.16,7724.2,5976.08,27408.6
3878.49,56996.2,1689.9,4392.08,13095.3,48697
511.73,5186.65,668.22,3289,6306.96,15289.7
863.59,3443.41,1862.76,2152.04,858.88,41603.9
511,3536.12,469.56,1568.16,1089.88,7144.76
1632.28,7106.55,1538.54,6303.88,1551,54609
721.97,3222.22,559,2141.92,1232.44,7926.8
951.92,20353.9,1834.38,4982.56,2427.92,25160.6
1097.92,5839.27,1105.96,7765.56,1691.8,32068.2
946.81,4879.32,1322.68,2836.68,1054.24,33185.4
402.96,2180.51,631.24,2235.2,506,12266.4
773.07,6568.54,605.44,1802.68,1125.52,29224.3
828.55,6777.32,593.4,2480.28,1118.04,21638
282.51,3517.87,1397.5,2146.32,586.52,10715.2
659.19,3536.12,1289.14,3403.84,828.96,19157.3
770.15,10820.1,578.78,2470.6,1402.28,18840.4
1214.72,10671.9,1483.5,3388.88,2098.36,45363.6
886.22,10698.9,716.38,2198.24,2016.08,33750.8
156.22,924.91,465.26,1261.48,848.76,3196.56
728.54,2115.54,1045.76,5591.08,784.96,18031.8
765.04,7489.8,558.14,2613.16,1222.76,22922.4
59.86,443.11,294.98,1414.16,1306.8,2631.12
128.48,923.45,2558.5,3860.56,1998.92,6079.24
542.39,4312.84,1511.88,2362.36,776.6,17220.1
240.9,2320.67,514.28,2665.52,6956.4,5908.24
516.84,4331.82,386.14,1528.56,1516.24,8148.72
283.97,2736.04,718.96,1751.2,2093.96,7931.36
300.76,3613.5,774,4694.36,10782.6,8044.6
1318.38,46772.6,1493.82,9175.76,4889.72,28785.8
1614.76,12278.6,3472.68,5202.12,1836.12,24798
3587.95,5233.37,11127.5,4840.44,826.32,12029.3
197.1,560.64,3197.48,6977.08,1420.76,7499.68
721.24,16284.8,842.8,1426.48,1969.44,18446
1462.19,5422.44,1671.84,4206.84,1250.04,28402
666.49,5515.15,928.8,1492.04,849.2,16755.7
1116.9,22608.8,1245.28,4630.12,3172.4,39043.5
916.88,13842.3,526.32,1795.64,1684.32,40728.4
940.97,1559.28,1183.36,1927.64,3399.44,14410.4
1263.63,13031.2,1404.38,4214.32,2321.88,54105.2
2391.48,1868.8,880.64,2240.48,254.32,5047.16
823.44,3421.51,1178.2,4535.52,3232.24,13739.3
738.03,5433.39,716.38,2537.92,1020.36,21163.7
1497.96,11144.2,830.76,3633.96,1792.12,67519.2
208.05,3889.44,2408.86,7597.92,2651.88,14073.7
435.81,2199.49,497.08,1293.6,985.6,4644.36
209.51,1966.62,417.1,1576.08,413.6,7980.76
927.1,50235,505.68,1902.12,4023.36,13316.7
1315.46,3358.73,1471.46,5168.68,914.32,25564.1
330.69,2037.43,810.12,2224.64,1304.16,7431.28
1146.1,11058,1156.7,3392.4,1864.72,33248.5
1359.99,9382.69,1772.46,4115.32,1499.08,32654.9
738.76,6250.99,2256.64,6245.8,808.72,17784.8
646.05,2442.58,845.38,6194.32,1000.56,16011.7
652.62,3202.51,734.44,8242.52,743.6,14714.4
569.4,1629.36,755.94,4818.44,403.04,14935.5
619.04,2441.85,812.7,5623.2,917.84,16092.2
58.4,691.31,380.12,1493.36,937.2,3882.08
89.79,1410.36,454.08,2753.08,4060.32,2953.36
221.19,900.82,344.86,1281.72,947.32,3216.32
158.41,731.46,457.52,2047.32,1529.44,4843.48
94.17,2007.5,701.76,4363.48,6967.4,7055.08
384.71,1954.94,1173.04,2886.84,4332.68,10864.2
1475.33,14428.5,1916.94,3664.32,2446.84,64736.8
876,1736.67,794.64,2824.8,3699.96,15116.4
1325.68,7381.76,1138.64,4164.16,1538.24,39541.3
1094.27,3085.71,1541.12,7996.56,1109.68,21660.8
753.36,4407.01,420.54,1759.56,1759.12,10310.2
1213.99,5581.58,2838,2709.52,1138.28,46595.6
714.67,2571.79,645,3079.12,707.52,18569.1
883.3,9658.63,817.86,2240.92,1310.32,30403.8
386.17,5248.7,792.06,2522.96,824.56,7895.64
484.72,8496.47,552.98,1249.6,942.48,10367.2
233.6,929.29,316.48,1384.68,644.16,3495.24
407.34,7096.33,468.7,1841.84,1689.6,6602.88
1527.89,4893.92,1879.96,11770.9,1532.52,36357.6
125.56,3717.16,433.44,1497.76,454.08,5764.6
943.89,6825.5,1058.66,8117.56,1324.84,32349.4
798.62,10202.5,1212.6,7459.32,2472.8,22524.9
1440.29,4129.61,1400.08,6512.44,1487.64,48943.2
554.07,6746.66,762.82,1647.8,978.12,16255.6
110.96,802.27,292.4,1090.76,668.36,3105.36
432.89,3072.57,1999.5,5935.16,1686.52,9366.24
388.36,851.91,586.52,2186.36,325.6,7725.4
1365.83,13275.8,1039.74,3079.56,2053.04,42455.1
497.86,1584.1,307.02,1154.12,756.8,4617.76
986.96,19772.1,3176.84,13478.5,3072.08,35564.2
244.55,1168,420.54,1782.88,942.48,4227.12
319.01,1713.31,295.84,1894.64,555.28,11107.4
873.08,4343.5,929.66,1922.36,942.92,36532.4
-113.15,290.54,111.8,1435.72,1392.16,1629.44
570.86,1648.34,1499.84,8971.6,658.24,13908.8
190.53,1132.23,361.2,1405.8,1062.6,3872.2
519.76,3271.86,699.18,3830.2,618.64,12936.7
481.8,1568.77,829.9,5875.76,696.08,14254.6
118.26,5570.63,241.66,1417.24,5055.6,4360.12
988.42,11558.8,2018.42,3931.84,2114.64,33867.1
680.36,7935.1,831.62,3311.88,1078.44,15974.4
984.77,9533.07,806.68,2805.44,1450.24,25857.5
914.69,1995.82,772.28,3402.08,619.08,14791.1
1065.07,24482.7,2569.68,5891.16,2913.68,33247
838.77,2125.03,903,5360.96,566.28,14721.2
402.96,14554,276.06,1354.32,1547.04,4683.12
670.14,2292.93,1064.68,3347.96,609.4,22314.4
1162.89,11271.9,1370.84,6454.8,1708.52,35411.4
308.06,2037.43,392.16,1931.6,1259.28,7125
276.67,949,307.88,1186.24,682,3652.56
343.1,1631.55,430,1965.04,1913.12,7305.88
722.7,3209.08,945.14,3485.24,1046.32,19304
613.93,5808.61,681.12,3939.32,988.24,14598.1
109.5,1903.84,616.62,2831.4,7261.32,5443.12
621.23,1336.63,784.32,1469.6,2954.6,9961.32
667.22,5785.25,832.48,3120.48,990.88,25833.9
489.1,3291.57,804.96,1986.16,887.92,9712.8
717.59,3516.41,1348.48,2361.92,683.32,21743.6
256.96,6786.81,317.34,1705,736.56,9542.56
1019.08,3201.78,1178.2,4401.32,963.16,28162.6
4733.32,10867.5,1582.4,2082.08,1774.52,55759.7
1303.05,5829.78,1855.02,9889.88,1645.6,38085.1
763.58,3948.57,926.22,3238.4,1450.68,11873.5
330.69,2984.97,486.76,2005.08,1510.52,8038.52
121.18,274.48,448.92,2379.52,1085.04,2479.12
329.96,1533,750.78,2564.32,3826.24,5272.12
243.09,539.47,437.74,1828.2,1080.64,5367.12
472.31,1382.62,358.62,2635.6,482.24,9244.64
508.08,2800.28,345.72,1467.4,450.12,13737.8
1016.16,13649.5,841.94,4421.12,4200.24,23016.6
473.77,2188.54,447.2,1363.12,1030.04,5768.4
771.61,4348.61,580.5,1863.84,825.44,9979.56
135.78,747.52,305.3,1285.68,1000.56,3637.36
404.42,1515.48,1049.2,4062.52,599.28,10010
643.86,2943.36,5338.88,11072.6,3010.04,15463
1820.62,15525.6,1099.08,2944.04,4650.8,39515.4
919.07,11313.5,2456.16,3624.28,1968.56,20933.4
894.25,2067.36,1369.98,10876.4,717.64,20476.7
975.28,2855.03,1830.94,4330.04,1027.84,42177.7
826.36,12989.6,7331.5,2748.68,1767.92,26733
146.73,2124.3,350.88,2615.8,4686.44,4590.4
470.12,2569.6,626.08,2820.4,1307.68,8610.04
350.4,1682.65,350.88,1408.88,853.6,5798.04
581.08,5555.3,1863.62,2124.32,1555.84,14529.7
640.21,2906.86,565.88,1247.4,556.16,16846.2
613.2,3945.65,602,1430,697.84,18431.5
600.06,6878.06,21688.3,3868.04,3939.76,18036.3
567.94,5556.76,980.4,2366.32,983.4,12250.4
272.29,1619.14,596.84,2524.72,1615.24,5918.12
1115.44,5740.72,4735.16,1866.92,745.36,11881.8
79.57,233.6,362.06,1886.72,700.92,3049.12
133.59,889.87,3218.12,7260.88,1328.8,8373.68
524.87,2354.25,610.6,1706.32,830.72,5165.72
391.28,1827.19,946,1269.84,422.84,13632.9
736.57,13793.4,624.36,2533.08,1354.32,15027.5
742.41,9653.52,737.02,4022.92,10760.2,27193.6
202.21,822.71,340.56,1712.04,720.28,3673.84
1116.17,12354.5,1723.44,2997.72,1691.8,28199
237.25,1103.03,323.36,1290.96,752.84,3977.08
307.33,5666.99,596.84,4826.8,953.92,14015.2
832.93,7948.97,748.2,2506.68,1125.96,30625
587.65,8027.81,718.96,4941.64,6756.2,19896
1089.16,7490.53,818.72,4453.24,1353,27078.8
402.96,2019.18,521.16,1544.4,1064.36,5189.28
240.9,795.7,349.16,1493.36,887.92,3904.12
2137.44,16113.3,1075,2277,4453.24,43804.1
952.65,2753.56,1198.84,1763.52,825.88,44129.4
951.19,11455.2,760.24,2140.16,1925.44,31430.6
451.14,1612.57,1008.78,3423.2,402.6,8764.32
625.61,8927.9,593.4,2027.96,2196.92,25748.8
1103.03,4501.18,2792.42,11455,1541.32,38354.9
1993.63,118662,7036.52,3009.16,7412.68,20358.9
1049.01,31114.8,737.88,1982.64,3090.12,16071.7
650.43,4535.49,923.64,3381.84,1084.16,13867
288.35,2755.75,1508.44,1075.36,308,9604.88
766.5,3590.14,1797.4,6916.36,872.96,22398
93.44,1482.63,822.16,14517.4,4421.56,10291.2
84.68,381.06,322.5,1541.32,1342.44,1502.52
243.09,1649.8,179.74,1258.4,947.76,5849.72
740.95,3909.15,1669.26,23230.2,1841.4,30363.5
137.97,590.57,437.74,2387,1382.04,4687.68
588.38,2355.71,423.12,2133.12,1595.88,6683.44
993.53,14256.9,976.1,1979.56,4433.44,31137.2
482.53,2834.59,661.34,1849.32,561.88,6449.36
197.83,705.18,780.88,2125.2,191.84,4943.8
1099.38,7538.71,691.44,2545.84,2278.32,17408.6
592.76,5022.4,491.92,2070.64,842.16,18981.8
144.54,1157.05,296.7,1226.72,1053.8,4018.12
1381.16,5550.19,1233.24,6027.12,1111.88,26233.7
1800.91,9730.17,1742.36,10142.9,2206.16,39783.7
194.18,1873.91,704.34,2039.4,5865.64,6258.6
3485.75,15997.2,1155.84,3160.96,4521.44,83344.6
107.31,580.35,405.92,1094.72,1314.72,2450.24
502.24,1343.93,550.4,1360.04,319.88,9690
743.87,8962.94,1064.68,2282.72,1259.28,20436.4
997.18,7076.62,2133.66,3230.48,1682.12,15333
1266.55,3786.51,1030.28,3013.12,1067.44,40985.3
602.25,6880.98,483.32,2168.32,1489.4,22518.8
963.6,10358.7,955.46,2750,1502.6,27657.2
515.38,4627.47,990.72,2109.8,901.56,14953.8
697.15,11144.9,555.56,2129.16,1658.8,29873.3
1377.51,9431.6,1307.2,8893.72,1841.4,46659.4
155.49,1419.12,651.88,2379.52,1635.04,6020.72
394.2,8062.12,576.2,1466.52,1114.08,13881.4
538.74,1987.06,608.88,2763.2,5181.88,7514.88
757.01,2362.28,1634.86,2984.96,739.2,20064.8
1217.64,19558.2,1353.64,8923.2,2890.8,37228.6
514.65,1286.26,725.84,3520.44,535.92,11799.8
694.23,2321.4,1369.98,4419.36,715,19465.9
541.66,13447.3,638.12,2142.36,1374.12,13768.2
1285.53,6715.27,761.1,1912.24,1924.56,24337.5
89.06,1237.35,336.26,1033.12,203.72,2495.84
341.64,2368.85,432.58,1747.24,1064.8,7973.92
248.93,1616.22,677.68,3784.88,3749.24,7292.96
2327.24,119771,5992.48,4628.36,8216.12,40136.4
239.44,1491.39,647.58,2102.76,2395.36,5427.16
187.61,955.57,477.3,1481.48,2226.84,3041.52
331.42,1582.64,358.62,1237.72,727.32,5728.88
897.9,5521.72,1605.62,2917.64,1209.56,27355.4
1392.11,5797.66,1493.82,6544.12,1157.2,29808.7
935.13,16284.8,262143,2565.2,1932.04,37529.6
1426.42,14648.2,1212.6,4090.68,2445.52,63180.3
847.53,9909.02,673.38,2688.4,1401.84,25760.2
873.81,22736.6,1197.12,2370.72,2715.24,18403.4
627.8,4877.13,2365.86,1380.72,616.44,26660
564.29,3511.3,852.26,3691.16,593.12,15945.6
131.4,585.46,823.88,2387.88,1377.2,6553.48
254.77,1243.92,551.26,2737.68,328.24,9293.28
589.84,1457.08,715.52,4222.68,480.48,10131.6
194.18,2035.97,472.14,1572.12,1237.72,4719.6
321.93,1025.65,650.16,1615.68,2093.96,7316.52
13.14,512.46,353.46,1852.4,1059.96,3416.2
94.9,2396.59,373.24,1517.56,6544.12,4702.88
642.4,5145.77,1335.58,5456.44,1053.8,22487.6
812.49,10629.5,1256.46,2991.56,1543.52,28793.4
1725.72,53874.7,1130.04,5152.4,6394.08,45958.7
4935.53,4830.41,522.88,3094.96,897.16,58134.7
489.83,1421.31,1018.24,3335.2,2138.4,11876.5
914.69,8796.5,2524.96,2734.16,1571.68,26214.7
216.08,854.1,282.94,1238.6,590.48,3033.92
129.21,303.68,197.8,974.6,507.76,2261
121.91,1063.61,540.94,2241.36,3156.56,3967.96
955.57,14181.7,786.9,2347.4,2288,13933.8
697.88,3817.9,743.9,3670.92,1202.52,8852.48
953.38,1155.59,1541.98,1416.36,349.36,20754.8
141.62,1156.32,491.06,1346.4,910.8,4069.8
828.55,2644.06,1432.76,5994.12,821.92,25067.1
92.71,1045.36,468.7,2453.44,3480.84,4024.96
592.03,5316.59,532.34,2978.8,8960.16,17323.4
738.76,3615.69,1288.28,9864.36,1254.44,17743
1203.04,9855.73,952.02,6032.84,1803.12,47010.6
844.61,14983.2,844.52,1977.36,2387,26077.9
229.95,3928.86,237.36,1296.68,5994.56,7473.08
149.65,308.06,197.8,3128.4,290.84,3571.24
259.88,1611.11,964.92,5122.48,1101.76,14379.2
911.77,3416.4,976.96,3391.52,698.28,24082.9
379.6,2302.42,277.78,1515.8,754.16,5938.64
883.3,2541.13,1447.38,5897.32,868.56,21473.8
2087.07,16127.2,718.1,1975.6,3926.56,33563.9
817.6,2089.99,1109.4,4148.32,813.56,19081.3
186.15,506.62,306.16,1423.84,589.16,2917.64
194.18,580.35,323.36,1330.12,751.08,3945.16
1118.36,10976.3,1533.38,3093.64,1720.84,49489.7
1097.92,9335.97,2431.22,8107.44,5427.4,42018.1
1524.24,8048.98,1570.36,7333.92,1452.88,33814.7
201.48,1261.44,850.54,2015.64,3777.84,4964.32
827.09,10309.1,985.56,3838.12,5336.76,27300.7
1797.99,36623.4,2224.82,3160.96,4285.16,34596.7
998.64,6012.28,1683.88,7879.08,1906.08,31410
859.94,5702.03,798.94,2621.52,1035.32,27053.7
360.62,3849.29,1311.5,17037.7,7350.64,22548.4
125.56,942.43,531.48,2832.28,3054.92,4432.32
426.32,4316.49,1231.52,2366.76,708.84,11568.7
1361.45,4249.33,596.84,1381.16,1306.36,11523.9
462.09,4315.03,896.12,3077.8,785.4,14703
1326.41,11503.3,785.18,3080.44,2518.56,34106.5
899.36,13607.2,1630.56,3092.32,2411.64,28610.2
57.67,252.58,182.32,1052.04,785.84,1206.88
1651.99,10077.7,906.44,2582.8,1492.48,38433.2
67.89,1254.87,424.84,1521.96,3787.08,3122.84
500.05,3401.07,1011.36,4705.36,760.32,15378.6
1408.9,20636.4,1241.84,3845.16,2457.84,53311
127.75,1006.67,350.88,1239.48,694.32,3040.76
1006.67,9152.74,927.94,5510.56,1859,40701.8
1283.34,16636.7,1123.16,4407.04,2216.72,36270.2
280.32,11125.9,410.22,2264.68,1192.4,5102.64
689.85,4752.3,383.56,1833.04,1257.08,18469.5
1243.92,6967.85,2673.74,15909.1,1920.6,38554
283.24,1284.07,4220.02,13035.9,2803.24,14041.8
2104.59,14662.1,1898.02,10029.4,2313.08,66834.4
52.56,1468.03,396.46,2937.44,4347.2,4079.68
481.07,3546.34,668.22,1716,768.24,9357.12
160.6,593.49,373.24,1688.72,1359.16,4183.8
1024.19,8936.66,1380.3,2391.4,1341.12,21459.4
572.32,6152.44,428.28,1706.76,904.2,13465.7
39.42,706.64,448.92,1183.6,1628.44,4850.32
1974.65,5749.48,1904.9,2881.12,1077.56,31862.2
687.66,3044.1,1414.7,11130.2,1268.52,21183.5
1302.32,8385.51,108954,5892.92,1606.88,25630.2
170.09,442.38,345.72,1910.48,806.52,4164.04
197.1,1188.44,454.94,1342.44,903.76,3478.52
900.82,12429,1663.24,3102.44,1553.2,23383.7
1221.29,7583.24,1854.16,3716.68,3448.72,19839
686.2,3650,1117.14,3036.88,778.36,14791.1
935.13,4427.45,770.56,4728.24,991.76,22280.9
1065.8,11535.5,538.36,1752.96,3692.04,14760
1092.81,7144.51,2217.94,2588.96,1866.04,23971.2
218.27,1038.06,362.92,1341.56,1111.88,3978.6
924.91,29860.7,2481.96,7798.12,3809.96,23385.2
688.39,22669.4,617.48,2274.36,2431.88,20163.6
453.33,3678.47,581.36,2473.68,1538.68,8370.64
1509.64,16967.4,2110.44,7213.8,9171.8,54067.9
2984.24,18325.9,2176.66,6975.76,3714.04,86479.6
1101.57,7986.2,1732.9,3939.76,1602.92,20241.8
951.19,3640.51,1306.34,1844.48,1811.04,19226.5
867.24,10055.8,1935.86,2946.68,1394.36,23729.5
424.86,1387.73,653.6,3671.8,468.6,9047.8
1049.01,30123.5,1515.32,4389.88,2933.48,22490.7
178.85,1005.21,321.64,1291.4,1114.52,3993.04
560.64,1476.06,3188.02,9433.16,3187.8,15102.7
989.88,2959.42,1204,6178.48,986.48,20815.6
527.06,19801.2,465.26,1734.92,1799.6,10574.6
540.2,12072,592.54,2313.08,1353,12847
2357.9,16629.4,1130.9,3482.6,4114.44,40156.9
621.96,6426.92,2118.18,2343.44,1125.52,27920.9
690.58,22928.6,445.48,1822.48,2073.28,19522.1
808.84,18421.6,694.02,2496.12,5527.72,11392.4
817.6,2695.16,1154.12,5219.72,1363.12,17266.4
587.65,13142.2,460.96,1782.44,1378.52,18240.8
186.88,2075.39,793.78,3412.2,6015.24,6656.08
456.98,2649.17,490.2,2037.64,1455.08,7771
570.13,1751.27,876.34,5243.92,638.88,13232.4
775.26,7281.75,575.34,2373.36,1129.92,27249
161.33,2895.91,370.66,1530.76,2538.8,4845
189.07,1546.14,436.88,1939.08,1100,5300.24
643.86,1776.09,793.78,2366.32,563.2,15801.9
732.19,2651.36,2395.96,15235,1278.64,34585.3
422.67,10068.2,4518.44,3057.12,4429.48,8754.44
203.67,665.03,436.02,1214.4,708.4,2838.6
807.38,2819.26,997.6,2102.76,564.08,12609.9
1378.97,13663.4,2184.4,5720.88,2045.56,33102.6
509.54,2920,1497.26,2401.52,1339.36,9361.68
1124.93,8869.5,1308.92,4372.72,1635.04,33174
813.22,10621.5,1164.44,2406.8,1636.8,39206.1
258.42,1043.17,1089.62,6375.6,1348.6,12714.8
1451.24,4461.76,1305.48,5736.28,1191.52,33003
56.94,516.11,306.16,1357.84,701.8,1545.08
71.54,1694.33,378.4,1524.16,4151.84,3256.6
1704.55,10398.9,574.48,1758.68,2548.92,32397.3
1065.07,3106.88,1413.84,15405.7,1573.44,25723.7
821.98,3609.12,563.3,3226.08,713.68,22315.1
736.57,7250.36,1111.98,2278.76,1076.24,25282.2
935.86,5837.08,733.58,2483.36,2467.52,14594.3
526.33,2052.03,794.64,6416.08,730.84,17597
1023.46,4188.74,1748.38,7618.6,1257.96,21777.8
425.59,2238.91,1105.1,2365.88,2915,9895.2
373.03,2071.01,660.48,2599.52,2978.8,8038.52
470.12,2462.29,973.52,2145,486.2,9745.48
65.7,2496.6,178.88,1817.64,7955.64,4451.32
61.32,2034.51,459.24,2604.8,7159.24,5028.16
851.91,5531.21,2359.84,4631.44,1184.48,22302.2
588.38,3860.97,716.38,2161.72,628.76,17847.1
881.84,13648.1,638.98,2928.64,5504.4,15446.2
773.07,7830.71,10380.2,14699.1,5154.6,33012.1
359.89,14108.7,485.04,1644.72,1293.6,6820.24
170.09,746.79,609.74,1864.72,1926.76,3735.4
646.78,5684.51,790.34,2735.04,992.64,25316.4
277.4,850.45,1797.4,1783.32,530.64,16736.7
624.88,4125.96,793.78,2445.96,2404.6,11227.5
187.61,959.95,294.98,1819.84,557.92,3831.16
80.3,1952.02,472.14,2207.04,6438.52,5219.68
575.24,5283.01,2125.06,5310.36,1502.16,24955.4
391.28,1895.81,882.36,2945.8,1749.44,8304.52
128.48,1715.5,368.08,2523.4,6329.4,4809.28
306.6,1813.32,634.68,2199.56,2487.32,5595.88
1379.7,5848.76,4546.82,10067.6,1615.68,38325.3
